CAN Message, 0x1d3:00003a901ad6823a,Timestamp,Amplitude
,,1739209713.296641,-38.13080360867914
,,1739209713.2966418,-38.13080360867914
,,1739209713.2966423,-45.120503652039325
,,1739209713.2966433,-45.120503652039325
,,1739209713.2966442,-45.120503652039325
,,1739209713.296645,-45.120503652039325
,,1739209713.2966456,-38.13080360867914
,,1739209713.2966466,-38.13080360867914
,,1739209713.2966473,-38.13080360867914
,,1739209713.296648,-38.13080360867914
,,1739209713.2966487,-45.120503652039325
,,1739209713.2966497,-33.981070128970906
,,1739209713.2966504,-38.13080360867914
,,1739209713.2966511,-45.120503652039325
,,1739209713.2966518,-32.816014438256545
,,1739209713.2966528,-38.13080360867914
,,1739209713.2966535,-45.120503652039325
,,1739209713.2966542,-45.120503652039325
,,1739209713.296655,-35.57807855764607
,,1739209713.296656,-38.13080360867914
,,1739209713.2966566,-45.120503652039325
,,1739209713.296657,-38.13080360867914
,,1739209713.2966585,-38.13080360867914
,,1739209713.296659,-45.120503652039325
,,1739209713.2966597,-38.13080360867914
,,1739209713.2966604,-38.13080360867914
,,1739209713.2966614,-38.13080360867914
,,1739209713.296662,-38.13080360867914
,,1739209713.2966628,-45.120503652039325
,,1739209713.2966635,-45.120503652039325
,,1739209713.2966645,-38.13080360867914
,,1739209713.2966652,-45.120503652039325
,,1739209713.296666,-45.120503652039325
,,1739209713.2966666,-38.13080360867914
,,1739209713.2966676,-38.13080360867914
,,1739209713.2966683,-45.120503652039325
,,1739209713.296669,-38.13080360867914
,,1739209713.2966695,-35.57807855764607
,,1739209713.296671,-38.13080360867914
,,1739209713.2966714,-38.13080360867914
,,1739209713.296672,-45.120503652039325
,,1739209713.296673,-45.120503652039325
,,1739209713.2966738,-38.13080360867914
,,1739209713.2966745,-45.120503652039325
,,1739209713.2966752,-45.120503652039325
,,1739209713.2966762,-38.13080360867914
,,1739209713.2966769,-45.120503652039325
,,1739209713.2966776,-45.120503652039325
,,1739209713.2966783,-32.816014438256545
,,1739209713.2966793,-31.141103565318943
,,1739209713.29668,-11.002623606600604
,,1739209713.2966807,-35.57807855764607
,,1739209713.2966814,-35.57807855764607
,,1739209713.2966824,-45.120503652039325
,,1739209713.296683,-45.120503652039325
,,1739209713.2966838,-45.120503652039325
,,1739209713.2966847,-45.120503652039325
,,1739209713.2966857,-35.57807855764607
,,1739209713.2966862,-33.981070128970906
,,1739209713.296687,-45.120503652039325
,,1739209713.2966878,-45.120503652039325
,,1739209713.2966886,-31.141103565318915
,,1739209713.2966893,-38.13080360867914
,,1739209713.29669,-45.120503652039325
,,1739209713.296691,-35.57807855764607
,,1739209713.2966917,-35.57807855764607
,,1739209713.2966924,-33.981070128970906
,,1739209713.296693,-45.120503652039325
,,1739209713.296694,-35.57807855764607
,,1739209713.2966948,-38.13080360867914
,,1739209713.2966957,-38.13080360867914
,,1739209713.2966962,-45.120503652039325
,,1739209713.2966971,-33.981070128970906
,,1739209713.296698,-29.438486411369333
,,1739209713.2966986,-24.438645034577675
,,1739209713.2966995,-45.120503652039325
,,1739209713.2967002,-33.981070128970906
,,1739209713.296701,-33.98107012897096
,,1739209713.2967017,-17.756538629272868
,,1739209713.2967026,-11.838747037656066
,,1739209713.296703,-33.98107012897096
,,1739209713.296704,-33.981070128970906
,,1739209713.2967048,-38.13080360867914
,,1739209713.2967055,-38.13080360867914
,,1739209713.2967064,-45.120503652039325
,,1739209713.2967072,-38.13080360867914
,,1739209713.296708,-38.13080360867914
,,1739209713.2967088,-32.816014438256545
,,1739209713.2967095,-45.120503652039325
,,1739209713.2967105,-28.58837851428586
,,1739209713.2967112,-24.15140352195872
,,1739209713.296712,-45.120503652039325
,,1739209713.2967126,-45.120503652039325
,,1739209713.2967134,-45.120503652039325
,,1739209713.2967143,-45.120503652039325
,,1739209713.296715,-45.120503652039325
,,1739209713.2967155,-45.120503652039325
,,1739209713.2967165,-35.57807855764607
,,1739209713.2967174,-33.981070128970906
,,1739209713.296718,-38.13080360867914
,,1739209713.2967188,-45.120503652039325
,,1739209713.2967196,-38.13080360867914
,,1739209713.2967205,-28.21854285175415
,,1739209713.2967212,-35.57807855764607
,,1739209713.296722,-33.981070128970906
,,1739209713.296723,-45.120503652039325
,,1739209713.2967236,-33.981070128970906
,,1739209713.2967243,-17.600019173844906
,,1739209713.296725,-20.109911029861767
,,1739209713.296726,-31.141103565318915
,,1739209713.2967267,-29.438486411369333
,,1739209713.2967274,-45.120503652039325
,,1739209713.296728,-45.120503652039325
,,1739209713.296729,-45.120503652039325
,,1739209713.2967298,-33.981070128970906
,,1739209713.2967305,-33.981070128970906
,,1739209713.2967312,-45.120503652039325
,,1739209713.2967322,-29.438486411369347
,,1739209713.296733,-38.13080360867914
,,1739209713.2967336,-35.57807855764607
,,1739209713.2967343,-45.120503652039325
,,1739209713.2967353,-38.13080360867914
,,1739209713.296736,-38.13080360867914
,,1739209713.2967367,-45.120503652039325
,,1739209713.2967377,-28.992665084841946
,,1739209713.2967384,-26.99137008561072
,,1739209713.296739,-15.047294122811843
,,1739209713.2967398,-10.06222331349093
,,1739209713.2967408,-28.992665084841967
,,1739209713.2967415,-28.992665084841946
,,1739209713.2967422,-33.98107012897096
,,1739209713.296743,-45.120503652039325
,,1739209713.296744,-35.57807855764607
,,1739209713.2967446,-38.13080360867914
,,1739209713.2967453,-45.120503652039325
,,1739209713.296746,-45.120503652039325
,,1739209713.296747,-45.120503652039325
,,1739209713.2967477,-45.120503652039325
,,1739209713.2967484,-29.438486411369333
,,1739209713.296749,-31.141103565318915
,,1739209713.29675,-45.120503652039325
,,1739209713.2967508,-38.13080360867914
,,1739209713.2967515,-45.120503652039325
,,1739209713.2967525,-45.120503652039325
,,1739209713.2967532,-38.13080360867914
,,1739209713.296754,-45.120503652039325
,,1739209713.2967546,-23.75329798047522
,,1739209713.2967556,-28.58837851428586
,,1739209713.2967565,-45.120503652039325
,,1739209713.296757,-33.981070128970906
,,1739209713.2967577,-38.13080360867914
,,1739209713.296759,-35.57807855764607
,,1739209713.2967594,-32.816014438256545
,,1739209713.29676,-38.13080360867914
,,1739209713.2967608,-32.816014438256545
,,1739209713.2967618,-33.981070128970906
,,1739209713.2967625,-35.57807855764607
,,1739209713.2967632,-45.120503652039325
,,1739209713.296764,-32.816014438256545
,,1739209713.2967649,-38.13080360867914
,,1739209713.2967656,-45.120503652039325
,,1739209713.2967663,-45.120503652039325
