CAN Message, 0x1bb:0000cb53ab17a848,Timestamp,Amplitude
,,1739209827.803784,-45.120503652039325
,,1739209827.8037858,-45.120503652039325
,,1739209827.8037877,-33.981070128970906
,,1739209827.8037894,-38.13080360867914
,,1739209827.8037913,-38.13080360867914
,,1739209827.8037932,-45.120503652039325
,,1739209827.803795,-33.981070128970906
,,1739209827.803797,-45.120503652039325
,,1739209827.803799,-33.981070128970906
,,1739209827.8038006,-45.120503652039325
,,1739209827.8038025,-30.49652367304973
,,1739209827.8038044,-38.13080360867914
,,1739209827.8038063,-38.13080360867914
,,1739209827.8038082,-38.13080360867914
,,1739209827.80381,-38.13080360867914
,,1739209827.8038118,-38.13080360867914
,,1739209827.8038137,-38.13080360867914
,,1739209827.8038156,-32.816014438256545
,,1739209827.8038175,-31.141103565318915
,,1739209827.8038194,-38.13080360867914
,,1739209827.803821,-45.120503652039325
,,1739209827.803823,-32.816014438256545
,,1739209827.803825,-45.120503652039325
,,1739209827.8038268,-45.120503652039325
,,1739209827.8038287,-45.120503652039325
,,1739209827.8038306,-45.120503652039325
,,1739209827.8038323,-45.120503652039325
,,1739209827.8038342,-45.120503652039325
,,1739209827.803836,-45.120503652039325
,,1739209827.803838,-38.13080360867914
,,1739209827.80384,-35.57807855764607
,,1739209827.8038418,-45.120503652039325
,,1739209827.8038435,-45.120503652039325
,,1739209827.8038454,-38.13080360867914
,,1739209827.8038473,-33.981070128970906
,,1739209827.8038492,-38.13080360867914
,,1739209827.8038511,-38.13080360867914
,,1739209827.803853,-45.120503652039325
,,1739209827.8038547,-38.13080360867914
,,1739209827.8038566,-35.57807855764607
,,1739209827.8038585,-45.120503652039325
,,1739209827.8038604,-38.13080360867914
,,1739209827.8038623,-38.13080360867914
,,1739209827.8038642,-38.13080360867914
,,1739209827.803866,-45.120503652039325
,,1739209827.8038678,-45.120503652039325
,,1739209827.8038695,-45.120503652039325
,,1739209827.8038716,-45.120503652039325
,,1739209827.8038735,-33.981070128970906
,,1739209827.8038754,-32.816014438256545
,,1739209827.803877,-10.722441538105985
,,1739209827.803879,-17.95212641904405
,,1739209827.803881,-25.25278630937684
,,1739209827.8038828,-33.981070128970906
,,1739209827.8038847,-45.120503652039325
,,1739209827.8038864,-38.13080360867914
,,1739209827.8038883,-45.120503652039325
,,1739209827.8038902,-45.120503652039325
,,1739209827.803892,-45.120503652039325
,,1739209827.803894,-32.816014438256545
,,1739209827.803896,-33.981070128970906
,,1739209827.8038976,-45.120503652039325
,,1739209827.8038995,-45.120503652039325
,,1739209827.8039014,-33.981070128970906
,,1739209827.803903,-38.13080360867914
,,1739209827.8039052,-45.120503652039325
,,1739209827.8039072,-38.13080360867914
,,1739209827.8039088,-45.120503652039325
,,1739209827.8039107,-45.120503652039325
,,1739209827.8039126,-38.13080360867914
,,1739209827.8039143,-38.13080360867914
,,1739209827.8039165,-33.98107012897096
,,1739209827.8039184,-45.120503652039325
,,1739209827.80392,-38.13080360867914
,,1739209827.803922,-22.264930561961563
,,1739209827.8039238,-35.57807855764607
,,1739209827.8039258,-45.120503652039325
,,1739209827.8039277,-35.57807855764607
,,1739209827.8039296,-32.816014438256545
,,1739209827.8039312,-24.29264994887477
,,1739209827.8039331,-38.13080360867914
,,1739209827.803935,-35.57807855764607
,,1739209827.803937,-38.13080360867914
,,1739209827.8039389,-22.74004262075133
,,1739209827.8039408,-31.141103565318893
,,1739209827.8039424,-45.120503652039325
,,1739209827.8039443,-35.57807855764607
,,1739209827.8039465,-32.816014438256545
,,1739209827.8039482,-45.120503652039325
,,1739209827.80395,-45.120503652039325
,,1739209827.803952,-38.13080360867914
,,1739209827.8039536,-29.438486411369333
,,1739209827.8039556,-35.57807855764607
,,1739209827.8039577,-45.120503652039325
,,1739209827.8039594,-38.13080360867914
,,1739209827.8039613,-29.438486411369333
,,1739209827.803963,-38.13080360867914
,,1739209827.8039649,-38.13080360867914
,,1739209827.8039668,-35.57807855764607
,,1739209827.803969,-31.141103565318943
,,1739209827.8039706,-38.13080360867914
,,1739209827.8039725,-29.438486411369333
,,1739209827.8039742,-31.141103565318943
,,1739209827.803976,-21.44694444177911
,,1739209827.803978,-29.438486411369333
,,1739209827.80398,-38.13080360867914
,,1739209827.8039818,-27.267205301931607
,,1739209827.8039837,-21.67658091518819
,,1739209827.8039854,-11.202334415906805
,,1739209827.8039873,-29.438486411369333
,,1739209827.8039892,-45.120503652039325
,,1739209827.803991,-35.57807855764607
,,1739209827.803993,-30.49652367304973
,,1739209827.803995,-45.120503652039325
,,1739209827.8039966,-45.120503652039325
,,1739209827.8039985,-45.120503652039325
,,1739209827.8040004,-33.981070128970906
,,1739209827.8040023,-19.089059925837475
,,1739209827.8040042,-35.57807855764607
,,1739209827.804006,-38.13080360867914
,,1739209827.8040078,-38.13080360867914
,,1739209827.8040097,-38.13080360867914
,,1739209827.8040116,-35.57807855764607
,,1739209827.8040135,-38.13080360867914
,,1739209827.8040154,-38.13080360867914
,,1739209827.8040173,-38.13080360867914
,,1739209827.804019,-29.438486411369333
,,1739209827.804021,-13.462127405138007
,,1739209827.8040228,-38.13080360867914
,,1739209827.8040247,-45.120503652039325
,,1739209827.8040266,-32.816014438256545
,,1739209827.8040285,-33.98107012897096
,,1739209827.8040302,-26.99137008561072
,,1739209827.804032,-32.816014438256545
,,1739209827.804034,-38.13080360867914
,,1739209827.804036,-45.120503652039325
,,1739209827.8040378,-45.120503652039325
,,1739209827.8040397,-45.120503652039325
,,1739209827.8040414,-45.120503652039325
,,1739209827.8040433,-38.13080360867914
,,1739209827.8040452,-28.992665084841967
,,1739209827.804047,-35.57807855764607
