CAN Message, 0x150:0300f34eac54e2d1,Timestamp,Amplitude
,,1739209658.6809134,-45.120503652039325
,,1739209658.6809192,-45.120503652039325
,,1739209658.680925,-32.816014438256545
,,1739209658.6809306,-38.13080360867914
,,1739209658.6809363,-45.120503652039325
,,1739209658.680942,-38.13080360867914
,,1739209658.6809478,-45.120503652039325
,,1739209658.6809535,-38.13080360867914
,,1739209658.6809592,-45.120503652039325
,,1739209658.680965,-38.13080360867914
,,1739209658.680971,-45.120503652039325
,,1739209658.6809764,-45.120503652039325
,,1739209658.680982,-45.120503652039325
,,1739209658.6809878,-45.120503652039325
,,1739209658.6809936,-32.816014438256545
,,1739209658.6809993,-35.57807855764607
,,1739209658.6810052,-45.120503652039325
,,1739209658.681011,-38.13080360867914
,,1739209658.6810167,-35.57807855764607
,,1739209658.6810224,-38.13080360867914
,,1739209658.681028,-45.120503652039325
,,1739209658.6810338,-38.13080360867914
,,1739209658.6810396,-38.13080360867914
,,1739209658.6810453,-38.13080360867914
,,1739209658.681051,-33.981070128970906
,,1739209658.6810567,-35.57807855764607
,,1739209658.6810625,-45.120503652039325
,,1739209658.6810682,-45.120503652039325
,,1739209658.681074,-35.57807855764607
,,1739209658.6810796,-32.816014438256545
,,1739209658.686437,-38.13080360867914
,,1739209658.6864371,-38.13080360867914
,,1739209658.6864376,-38.13080360867914
,,1739209658.6864378,-45.120503652039325
,,1739209658.6864383,-38.13080360867914
,,1739209658.6864388,-45.120503652039325
,,1739209658.6864393,-45.120503652039325
,,1739209658.6864398,-45.120503652039325
,,1739209658.6864402,-38.13080360867914
,,1739209658.6864405,-38.13080360867914
,,1739209658.686441,-38.13080360867914
,,1739209658.6864414,-38.13080360867914
,,1739209658.686442,-45.120503652039325
,,1739209658.6864424,-45.120503652039325
,,1739209658.6864429,-45.120503652039325
,,1739209658.686443,-33.981070128970906
,,1739209658.6864436,-45.120503652039325
,,1739209658.686444,-38.13080360867914
,,1739209658.6864443,-28.58837851428586
,,1739209658.686445,-20.88804491267121
,,1739209658.6864457,-10.062223313490932
,,1739209658.6864457,-33.98107012897096
,,1739209658.6864462,-32.816014438256545
,,1739209658.686447,-45.120503652039325
,,1739209658.6864471,-38.13080360867914
,,1739209658.6864476,-45.120503652039325
,,1739209658.686448,-38.13080360867914
,,1739209658.6864483,-32.816014438256545
,,1739209658.6864488,-32.816014438256545
,,1739209658.6864493,-45.120503652039325
,,1739209658.6864498,-33.981070128970906
,,1739209658.6864502,-35.57807855764607
,,1739209658.6864507,-45.120503652039325
,,1739209658.686451,-45.120503652039325
,,1739209658.6864514,-38.13080360867914
,,1739209658.686452,-28.992665084841946
,,1739209658.6864524,-31.141103565318915
,,1739209658.6864529,-45.120503652039325
,,1739209658.686453,-38.13080360867914
,,1739209658.6864536,-35.57807855764607
,,1739209658.686454,-38.13080360867914
,,1739209658.6864543,-38.13080360867914
,,1739209658.686455,-33.981070128970906
,,1739209658.6864555,-23.50682362968953
,,1739209658.686456,-22.84163660590255
,,1739209658.6864562,-38.13080360867914
,,1739209658.686457,-28.58837851428586
,,1739209658.6864572,-27.267205301931607
,,1739209658.6864576,-12.367390106621174
,,1739209658.686458,-10.760468295340328
,,1739209658.6864586,-28.992665084841967
,,1739209658.686459,-25.82631439489636
,,1739209658.6864593,-27.87774495603141
,,1739209658.6864598,-45.120503652039325
,,1739209658.6864605,-38.13080360867914
,,1739209658.6864607,-45.120503652039325
,,1739209658.6864612,-35.57807855764607
,,1739209658.6864617,-45.120503652039325
,,1739209658.686462,-45.120503652039325
,,1739209658.6864624,-45.120503652039325
,,1739209658.6864629,-38.13080360867914
,,1739209658.6864634,-45.120503652039325
,,1739209658.6864638,-38.13080360867914
,,1739209658.6864643,-33.981070128970906
,,1739209658.6864643,-45.120503652039325
,,1739209658.686465,-45.120503652039325
,,1739209658.6864655,-33.981070128970906
