CAN Message, 0x150:0500cce5bed043c0,Timestamp,Amplitude
,,1739209838.096274,-38.13080360867914
,,1739209838.096275,-38.13080360867914
,,1739209838.0962763,-45.120503652039325
,,1739209838.0962777,-38.13080360867914
,,1739209838.096279,-45.120503652039325
,,1739209838.0962803,-45.120503652039325
,,1739209838.0962815,-38.13080360867914
,,1739209838.0962827,-35.57807855764607
,,1739209838.096284,-38.13080360867914
,,1739209838.096285,-45.120503652039325
,,1739209838.0962863,-45.120503652039325
,,1739209838.0962875,-45.120503652039325
,,1739209838.096289,-45.120503652039325
,,1739209838.09629,-45.120503652039325
,,1739209838.0962915,-33.981070128970906
,,1739209838.0962927,-33.981070128970906
,,1739209838.096294,-38.13080360867914
,,1739209838.096295,-38.13080360867914
,,1739209838.0962963,-35.57807855764607
,,1739209838.0962975,-35.57807855764607
,,1739209838.096299,-35.57807855764607
,,1739209838.0963,-23.75329798047523
,,1739209838.0963013,-21.598678470925663
,,1739209838.0963027,-38.13080360867914
,,1739209838.096304,-45.120503652039325
,,1739209838.0963051,-38.13080360867914
,,1739209838.0963063,-45.120503652039325
,,1739209838.0963078,-38.13080360867914
,,1739209838.096309,-38.13080360867914
,,1739209838.09631,-45.120503652039325
,,1739209838.096311,-45.120503652039325
,,1739209838.0963123,-35.57807855764607
,,1739209838.096314,-38.13080360867914
,,1739209838.0963151,-45.120503652039325
,,1739209838.0963163,-45.120503652039325
,,1739209838.0963175,-38.13080360867914
,,1739209838.096319,-38.13080360867914
,,1739209838.0963202,-45.120503652039325
,,1739209838.096321,-45.120503652039325
,,1739209838.0963223,-33.981070128970906
,,1739209838.0963235,-33.981070128970906
,,1739209838.0963252,-45.120503652039325
,,1739209838.0963264,-38.13080360867914
,,1739209838.0963275,-38.13080360867914
,,1739209838.0963287,-32.81601443825658
,,1739209838.0963302,-20.695705961394808
,,1739209838.0963314,-31.141103565318915
,,1739209838.0963326,-38.13080360867914
,,1739209838.0963335,-45.120503652039325
,,1739209838.096335,-29.438486411369333
,,1739209838.0963364,-14.686880871827997
,,1739209838.0963376,-23.38864096791655
,,1739209838.0963387,-24.438645034577675
,,1739209838.09634,-38.13080360867914
,,1739209838.0963414,-45.120503652039325
,,1739209838.0963426,-31.141103565318915
,,1739209838.0963438,-38.13080360867914
,,1739209838.096345,-38.13080360867914
,,1739209838.096346,-45.120503652039325
,,1739209838.0963476,-31.141103565318915
,,1739209838.0963488,-23.506823629689546
,,1739209838.09635,-38.13080360867914
,,1739209838.0963511,-45.120503652039325
,,1739209838.0963523,-45.120503652039325
,,1739209838.0963538,-45.120503652039325
,,1739209838.096355,-38.13080360867914
,,1739209838.0963562,-45.120503652039325
,,1739209838.096357,-38.13080360867914
,,1739209838.0963588,-33.981070128970906
,,1739209838.09636,-45.120503652039325
,,1739209838.0963612,-38.13080360867914
,,1739209838.0963624,-38.13080360867914
,,1739209838.0963635,-45.120503652039325
,,1739209838.096365,-45.120503652039325
,,1739209838.0963662,-35.57807855764607
,,1739209838.0963674,-45.120503652039325
,,1739209838.0963686,-45.120503652039325
,,1739209838.09637,-35.57807855764607
,,1739209838.0963712,-45.120503652039325
,,1739209838.0963724,-20.001670042250534
,,1739209838.0963736,-28.992665084841946
,,1739209838.0963748,-45.120503652039325
,,1739209838.0963762,-45.120503652039325
,,1739209838.0963774,-45.120503652039325
,,1739209838.0963786,-29.438486411369333
,,1739209838.0963798,-35.57807855764607
,,1739209838.0963812,-33.981070128970906
,,1739209838.0963824,-45.120503652039325
,,1739209838.0963836,-18.836614351536177
,,1739209838.0963848,-26.0356534632528
,,1739209838.096386,-45.120503652039325
,,1739209838.0963874,-45.120503652039325
,,1739209838.0963886,-32.816014438256545
,,1739209838.0963898,-38.13080360867914
,,1739209838.096391,-38.13080360867914
,,1739209838.0963924,-45.120503652039325
,,1739209838.0963936,-35.57807855764607
,,1739209838.0963948,-33.981070128970906
,,1739209838.096396,-9.897365700472616
,,1739209838.0963972,-25.826314394896364
,,1739209838.0963986,-45.120503652039325
,,1739209838.0963998,-45.120503652039325
,,1739209838.096401,-45.120503652039325
,,1739209838.0964022,-45.120503652039325
,,1739209838.0964036,-32.816014438256545
,,1739209838.0964048,-35.57807855764607
,,1739209838.096406,-45.120503652039325
,,1739209838.0964072,-38.13080360867914
,,1739209838.0964084,-28.58837851428589
,,1739209838.0964098,-38.13080360867914
,,1739209838.096411,-38.13080360867914
,,1739209838.0964122,-45.120503652039325
,,1739209838.0964134,-32.816014438256545
,,1739209838.0964148,-35.57807855764607
,,1739209838.096416,-45.120503652039325
,,1739209838.0964172,-38.13080360867914
,,1739209838.0964184,-45.120503652039325
,,1739209838.0964196,-33.981070128970906
,,1739209838.096421,-38.13080360867914
,,1739209838.0964222,-38.13080360867914
,,1739209838.0964234,-33.98107012897096
,,1739209838.0964246,-32.816014438256545
,,1739209838.096426,-19.497575007474538
,,1739209838.0964272,-45.120503652039325
,,1739209838.0964284,-26.991370085610736
,,1739209838.0964296,-38.13080360867914
,,1739209838.0964308,-26.99137008561072
,,1739209838.0964322,-9.960441348178817
,,1739209838.0964334,-31.141103565318943
,,1739209838.0964346,-45.120503652039325
,,1739209838.0964358,-31.141103565318915
,,1739209838.0964372,-38.13080360867914
,,1739209838.0964384,-33.981070128970906
,,1739209838.0964396,-45.120503652039325
,,1739209838.0964408,-45.120503652039325
,,1739209838.096442,-35.57807855764607
,,1739209838.0964434,-45.120503652039325
,,1739209838.0964446,-33.98107012897096
,,1739209838.0964458,-35.57807855764607
,,1739209838.096447,-38.13080360867914
,,1739209838.0964484,-45.120503652039325
,,1739209838.0964496,-33.98107012897096
,,1739209838.0964508,-38.13080360867914
,,1739209838.096452,-35.57807855764607
,,1739209838.0964532,-45.120503652039325
,,1739209838.0964546,-31.141103565318915
,,1739209838.0964558,-16.763597937115033
,,1739209838.096457,-45.120503652039325
,,1739209838.0964582,-31.141103565318915
,,1739209838.0964596,-45.120503652039325
,,1739209838.0964608,-21.4469444417791
,,1739209838.096462,-8.217656626912998
,,1739209838.0964632,-38.13080360867914
,,1739209838.0964644,-32.816014438256545
,,1739209838.0964658,-32.816014438256545
,,1739209838.096467,-20.88804491267121
,,1739209838.0964682,-23.75329798047523
,,1739209838.0964694,-24.589719217205094
,,1739209838.0964708,-29.438486411369333
,,1739209838.096472,-29.43848641136937
,,1739209838.0964732,-12.022073604878589
,,1739209838.0964744,-12.948297095594103
,,1739209838.0964756,-32.81601443825658
,,1739209838.096477,-28.21854285175415
,,1739209838.0964782,-38.13080360867914
,,1739209838.0964794,-25.077289914212862
,,1739209838.0964806,-33.981070128970906
,,1739209838.096482,-38.13080360867914
,,1739209838.0964832,-45.120503652039325
,,1739209838.0964844,-33.981070128970906
,,1739209838.0964856,-14.154879268297936
,,1739209838.0964868,-23.50682362968953
,,1739209838.0964882,-45.120503652039325
,,1739209838.0964894,-31.141103565318893
,,1739209838.0964906,-45.120503652039325
,,1739209838.0964918,-45.120503652039325
,,1739209838.0964932,-45.120503652039325
,,1739209838.0964944,-30.49652367304973
,,1739209838.0964956,-38.13080360867914
,,1739209838.0964968,-45.120503652039325
,,1739209838.096498,-33.981070128970906
,,1739209838.0964994,-33.981070128970906
,,1739209838.0965006,-38.13080360867914
,,1739209838.0965018,-38.13080360867914
,,1739209838.096503,-38.13080360867914
,,1739209838.0965044,-31.141103565318915
,,1739209838.0965056,-38.13080360867914
,,1739209838.0965068,-38.13080360867914
,,1739209838.096508,-33.981070128970906
,,1739209838.0965092,-26.487275050834725
,,1739209838.0965106,-30.49652367304973
,,1739209838.0965118,-38.13080360867914
,,1739209838.096513,-38.13080360867914
,,1739209838.0965142,-32.816014438256545
,,1739209838.0965157,-28.992665084841946
,,1739209838.0965168,-38.13080360867914
,,1739209838.096518,-32.816014438256545
,,1739209838.0965192,-45.120503652039325
,,1739209838.0965204,-25.62660358559016
,,1739209838.096522,-15.811013340364063
,,1739209838.096523,-38.13080360867914
,,1739209838.0965242,-28.992665084841946
,,1739209838.0965254,-33.981070128970906
,,1739209838.0965269,-38.13080360867914
,,1739209838.096528,-38.13080360867914
,,1739209838.0965292,-28.58837851428586
,,1739209838.0965304,-28.58837851428586
,,1739209838.0965316,-38.13080360867914
,,1739209838.096533,-29.43848641136937
,,1739209838.0965345,-33.98107012897096
,,1739209838.0965354,-31.141103565318915
,,1739209838.0965366,-38.13080360867914
,,1739209838.096538,-32.816014438256545
,,1739209838.0965393,-20.001670042250552
,,1739209838.0965405,-22.84163660590256
,,1739209838.0965416,-33.981070128970906
,,1739209838.0965428,-38.13080360867914
,,1739209838.0965445,-38.13080360867914
,,1739209838.0965457,-30.49652367304976
,,1739209838.0965466,-45.120503652039325
,,1739209838.0965478,-38.13080360867914
,,1739209838.0965493,-35.57807855764607
,,1739209838.0965505,-45.120503652039325
