CAN Message, 0x1a7:00009626123811d5,Timestamp,Amplitude
,,1739209742.1852477,-32.816014438256545
,,1739209742.1852503,-38.13080360867914
,,1739209742.185253,-45.120503652039325
,,1739209742.1852555,-45.120503652039325
,,1739209742.1852582,-33.981070128970906
,,1739209742.1852608,-38.13080360867914
,,1739209742.1852634,-38.13080360867914
,,1739209742.185266,-38.13080360867914
,,1739209742.1852689,-33.981070128970906
,,1739209742.1852715,-38.13080360867914
,,1739209742.185274,-45.120503652039325
,,1739209742.1852767,-45.120503652039325
,,1739209742.1852794,-45.120503652039325
,,1739209742.185282,-38.13080360867914
,,1739209742.1852846,-35.57807855764607
,,1739209742.1852872,-45.120503652039325
,,1739209742.18529,-38.13080360867914
,,1739209742.1852925,-38.13080360867914
,,1739209742.185295,-38.13080360867914
,,1739209742.1852975,-38.13080360867914
,,1739209742.1853004,-35.57807855764607
,,1739209742.185303,-35.57807855764607
,,1739209742.1853056,-38.13080360867914
,,1739209742.1853082,-38.13080360867914
,,1739209742.1853108,-38.13080360867914
,,1739209742.1853137,-45.120503652039325
,,1739209742.185316,-38.13080360867914
,,1739209742.1853187,-38.13080360867914
,,1739209742.185321,-38.13080360867914
,,1739209742.185324,-45.120503652039325
,,1739209742.1853266,-35.57807855764607
,,1739209742.1853292,-35.57807855764607
,,1739209742.1853318,-38.13080360867914
,,1739209742.1853344,-45.120503652039325
,,1739209742.185337,-45.120503652039325
,,1739209742.1853397,-38.13080360867914
,,1739209742.1853423,-35.57807855764607
,,1739209742.185345,-45.120503652039325
,,1739209742.1853476,-35.57807855764607
,,1739209742.1853502,-35.57807855764607
,,1739209742.1853528,-38.13080360867914
,,1739209742.1853554,-38.13080360867914
,,1739209742.185358,-35.57807855764607
,,1739209742.185361,-45.120503652039325
,,1739209742.1853633,-38.13080360867914
,,1739209742.185366,-38.13080360867914
,,1739209742.1853683,-38.13080360867914
,,1739209742.1853712,-33.981070128970906
,,1739209742.185374,-28.992665084841946
,,1739209742.1853766,-22.84163660590256
,,1739209742.1853793,-9.42793531875319
,,1739209742.185382,-38.13080360867914
,,1739209742.1853845,-38.13080360867914
,,1739209742.1853871,-45.120503652039325
,,1739209742.1853898,-45.120503652039325
,,1739209742.1853924,-38.13080360867914
,,1739209742.185395,-45.120503652039325
,,1739209742.1853976,-45.120503652039325
,,1739209742.1854002,-45.120503652039325
,,1739209742.1854029,-38.13080360867914
,,1739209742.1854055,-32.816014438256545
,,1739209742.185408,-38.13080360867914
,,1739209742.1854107,-45.120503652039325
,,1739209742.1854134,-38.13080360867914
,,1739209742.185416,-38.13080360867914
,,1739209742.1854186,-32.816014438256545
,,1739209742.1854212,-45.120503652039325
,,1739209742.185424,-38.13080360867914
,,1739209742.1854265,-45.120503652039325
,,1739209742.185429,-33.981070128970906
,,1739209742.1854317,-38.13080360867914
,,1739209742.1854343,-38.13080360867914
,,1739209742.185437,-38.13080360867914
,,1739209742.1854396,-22.17584139042336
,,1739209742.1854422,-21.300333226290604
,,1739209742.1854448,-38.13080360867914
,,1739209742.1854477,-26.487275050834715
,,1739209742.18545,-26.991370085610768
,,1739209742.1854527,-14.182785837051991
,,1739209742.185455,-9.928789013822698
,,1739209742.185458,-29.43848641136937
,,1739209742.1854606,-29.438486411369333
,,1739209742.1854632,-38.13080360867914
,,1739209742.1854658,-45.120503652039325
,,1739209742.1854684,-31.141103565318893
,,1739209742.185471,-31.141103565318893
,,1739209742.1854737,-45.120503652039325
,,1739209742.1854763,-38.13080360867914
,,1739209742.1854792,-30.49652367304973
,,1739209742.1854818,-22.44878636800916
,,1739209742.1854844,-45.120503652039325
,,1739209742.185487,-45.120503652039325
,,1739209742.1854897,-38.13080360867914
,,1739209742.1854925,-32.816014438256545
,,1739209742.185495,-45.120503652039325
,,1739209742.1854975,-45.120503652039325
,,1739209742.1855,-45.120503652039325
,,1739209742.1855028,-33.98107012897096
,,1739209742.1855054,-38.13080360867914
,,1739209742.185508,-45.120503652039325
,,1739209742.1855106,-38.13080360867914
,,1739209742.1855133,-38.13080360867914
,,1739209742.185516,-25.826314394896357
,,1739209742.1855185,-26.991370085610736
,,1739209742.1855211,-45.120503652039325
,,1739209742.1855235,-30.49652367304976
,,1739209742.1855264,-30.49652367304973
,,1739209742.185529,-14.863349813025888
,,1739209742.1855316,-17.75653862927286
,,1739209742.1855342,-32.816014438256545
,,1739209742.1855369,-33.981070128970906
,,1739209742.1855395,-45.120503652039325
,,1739209742.185542,-45.120503652039325
,,1739209742.1855447,-33.981070128970906
,,1739209742.1855474,-38.13080360867914
,,1739209742.18555,-38.13080360867914
,,1739209742.1855526,-45.120503652039325
,,1739209742.1855552,-30.49652367304976
,,1739209742.1855578,-45.120503652039325
,,1739209742.1855605,-38.13080360867914
,,1739209742.185563,-38.13080360867914
,,1739209742.1855657,-29.438486411369333
,,1739209742.1855683,-33.981070128970906
,,1739209742.185571,-45.120503652039325
,,1739209742.1855736,-32.816014438256545
,,1739209742.1855762,-45.120503652039325
,,1739209742.1855788,-21.021172418726344
,,1739209742.1855817,-13.898344869311025
,,1739209742.1855843,-45.120503652039325
