CAN Message, 0x1a7:0000fee1dc1cd597,Timestamp,Amplitude
,,1739209805.377507,-38.13080360867914
,,1739209805.3775098,-45.120503652039325
,,1739209805.3775125,-35.57807855764607
,,1739209805.3775153,-33.981070128970906
,,1739209805.377518,-31.141103565318915
,,1739209805.3775208,-45.120503652039325
,,1739209805.3775234,-45.120503652039325
,,1739209805.3775263,-35.57807855764607
,,1739209805.377529,-45.120503652039325
,,1739209805.3775318,-45.120503652039325
,,1739209805.3775344,-30.49652367304973
,,1739209805.3775373,-31.141103565318915
,,1739209805.37754,-32.81601443825658
,,1739209805.3775427,-38.13080360867914
,,1739209805.3775454,-45.120503652039325
,,1739209805.3775482,-38.13080360867914
,,1739209805.3775508,-38.13080360867914
,,1739209805.3775537,-38.13080360867914
,,1739209805.3775563,-38.13080360867914
,,1739209805.3775592,-33.981070128970906
,,1739209805.3775618,-33.981070128970906
,,1739209805.377565,-45.120503652039325
,,1739209805.3775673,-38.13080360867914
,,1739209805.3775702,-38.13080360867914
,,1739209805.3775728,-45.120503652039325
,,1739209805.3775756,-45.120503652039325
,,1739209805.3775785,-45.120503652039325
,,1739209805.3775811,-38.13080360867914
,,1739209805.3775835,-38.13080360867914
,,1739209805.3775866,-38.13080360867914
,,1739209805.3775892,-38.13080360867914
,,1739209805.377592,-45.120503652039325
,,1739209805.3775947,-32.816014438256545
,,1739209805.3775976,-38.13080360867914
,,1739209805.3776002,-45.120503652039325
,,1739209805.377603,-45.120503652039325
,,1739209805.3776057,-38.13080360867914
,,1739209805.3776083,-38.13080360867914
,,1739209805.3776112,-45.120503652039325
,,1739209805.377614,-45.120503652039325
,,1739209805.3776166,-45.120503652039325
,,1739209805.3776195,-38.13080360867914
,,1739209805.377622,-38.13080360867914
,,1739209805.377625,-45.120503652039325
,,1739209805.3776278,-38.13080360867914
,,1739209805.3776305,-38.13080360867914
,,1739209805.377633,-38.13080360867914
,,1739209805.377636,-28.992665084841946
,,1739209805.3776388,-38.13080360867914
,,1739209805.3776414,-18.192034459266992
,,1739209805.3776443,-8.040546187810001
,,1739209805.377647,-30.49652367304973
,,1739209805.3776498,-45.120503652039325
,,1739209805.3776524,-32.816014438256545
,,1739209805.3776553,-45.120503652039325
,,1739209805.377658,-45.120503652039325
,,1739209805.3776608,-38.13080360867914
,,1739209805.3776634,-32.816014438256545
,,1739209805.3776662,-45.120503652039325
,,1739209805.3776689,-45.120503652039325
,,1739209805.3776717,-31.141103565318915
,,1739209805.3776743,-45.120503652039325
,,1739209805.3776772,-45.120503652039325
,,1739209805.3776798,-45.120503652039325
,,1739209805.3776827,-45.120503652039325
,,1739209805.3776853,-45.120503652039325
,,1739209805.3776882,-32.816014438256545
,,1739209805.3776908,-45.120503652039325
,,1739209805.3776937,-45.120503652039325
,,1739209805.3776965,-45.120503652039325
,,1739209805.3776991,-45.120503652039325
,,1739209805.3777018,-45.120503652039325
,,1739209805.3777046,-27.267205301931607
,,1739209805.3777072,-25.07728991421287
,,1739209805.37771,-25.826314394896364
,,1739209805.3777127,-31.141103565318915
,,1739209805.3777156,-38.13080360867914
,,1739209805.3777182,-24.151403521958727
,,1739209805.377721,-15.34784152776637
,,1739209805.3777237,-13.898344869311025
,,1739209805.3777266,-26.99137008561072
,,1739209805.3777292,-45.120503652039325
,,1739209805.377732,-45.120503652039325
,,1739209805.377735,-33.981070128970906
,,1739209805.3777375,-45.120503652039325
,,1739209805.37774,-45.120503652039325
,,1739209805.377743,-38.13080360867914
,,1739209805.3777456,-35.57807855764607
,,1739209805.3777485,-35.57807855764607
,,1739209805.377751,-45.120503652039325
,,1739209805.377754,-45.120503652039325
,,1739209805.3777568,-33.981070128970906
,,1739209805.3777597,-45.120503652039325
,,1739209805.3777623,-33.98107012897096
,,1739209805.377765,-32.816014438256545
,,1739209805.3777678,-33.981070128970906
,,1739209805.3777704,-45.120503652039325
,,1739209805.3777733,-45.120503652039325
,,1739209805.377776,-35.57807855764607
,,1739209805.3777788,-45.120503652039325
,,1739209805.3777814,-31.141103565318893
,,1739209805.3777845,-33.981070128970906
,,1739209805.3777869,-19.89606131697609
,,1739209805.3777895,-26.0356534632528
,,1739209805.3777924,-45.120503652039325
,,1739209805.3777952,-45.120503652039325
,,1739209805.3777978,-28.58837851428586
,,1739209805.3778007,-11.608340198645871
,,1739209805.377803,-16.12777177886325
,,1739209805.3778062,-25.62660358559016
,,1739209805.3778088,-38.13080360867914
,,1739209805.3778117,-45.120503652039325
,,1739209805.3778143,-38.13080360867914
,,1739209805.3778172,-38.13080360867914
,,1739209805.3778198,-45.120503652039325
,,1739209805.3778226,-38.13080360867914
,,1739209805.3778253,-28.992665084841946
,,1739209805.377828,-25.826314394896357
,,1739209805.3778307,-45.120503652039325
,,1739209805.3778336,-45.120503652039325
,,1739209805.3778362,-38.13080360867914
,,1739209805.377839,-28.992665084841946
,,1739209805.3778417,-38.13080360867914
,,1739209805.3778446,-45.120503652039325
,,1739209805.3778472,-38.13080360867914
,,1739209805.37785,-38.13080360867914
,,1739209805.377853,-26.99137008561072
,,1739209805.3778555,-22.84163660590256
,,1739209805.3778582,-45.120503652039325
,,1739209805.377861,-45.120503652039325
,,1739209805.3778636,-33.981070128970906
,,1739209805.3778665,-45.120503652039325
,,1739209805.3778691,-32.816014438256545
,,1739209805.377872,-30.49652367304973
,,1739209805.3778746,-45.120503652039325
,,1739209805.3778777,-45.120503652039325
,,1739209805.3778803,-38.13080360867914
,,1739209805.377883,-29.438486411369347
,,1739209805.3778858,-38.13080360867914
,,1739209805.3778884,-33.981070128970906
,,1739209805.3778913,-45.120503652039325
,,1739209805.377894,-35.57807855764607
,,1739209805.3778968,-38.13080360867914
,,1739209805.3778994,-45.120503652039325
,,1739209805.3779025,-38.13080360867914
,,1739209805.377905,-27.267205301931607
,,1739209805.3779078,-45.120503652039325
,,1739209805.3779104,-38.13080360867914
,,1739209805.3779132,-45.120503652039325
,,1739209805.377916,-22.17584139042336
,,1739209805.3779187,-15.459086324648968
,,1739209805.377921,-25.826314394896357
