CAN Message, 0x39:0547ed0c90310d3a,Timestamp,Amplitude
,,1739209792.692438,-45.120503652039325
,,1739209792.6924407,-45.120503652039325
,,1739209792.6924431,-38.13080360867914
,,1739209792.6924455,-45.120503652039325
,,1739209792.692448,-45.120503652039325
,,1739209792.6924503,-45.120503652039325
,,1739209792.692453,-35.57807855764607
,,1739209792.6924553,-32.816014438256545
,,1739209792.692458,-38.13080360867914
,,1739209792.6924603,-38.13080360867914
,,1739209792.6924627,-45.120503652039325
,,1739209792.6924653,-35.57807855764607
,,1739209792.6924677,-38.13080360867914
,,1739209792.69247,-45.120503652039325
,,1739209792.6924727,-38.13080360867914
,,1739209792.692475,-45.120503652039325
,,1739209792.6924777,-33.981070128970906
,,1739209792.6924798,-38.13080360867914
,,1739209792.6924825,-45.120503652039325
,,1739209792.6924849,-45.120503652039325
,,1739209792.6924872,-38.13080360867914
,,1739209792.69249,-38.13080360867914
,,1739209792.6924922,-45.120503652039325
,,1739209792.6924946,-38.13080360867914
,,1739209792.6924973,-35.57807855764607
,,1739209792.6924996,-38.13080360867914
,,1739209792.692502,-45.120503652039325
,,1739209792.6925044,-38.13080360867914
,,1739209792.692507,-33.981070128970906
,,1739209792.6925094,-45.120503652039325
,,1739209792.6925118,-45.120503652039325
,,1739209792.6925144,-38.13080360867914
,,1739209792.6925168,-38.13080360867914
,,1739209792.6925192,-45.120503652039325
,,1739209792.6925218,-33.981070128970906
,,1739209792.6925242,-38.13080360867914
,,1739209792.6925266,-45.120503652039325
,,1739209792.692529,-45.120503652039325
,,1739209792.6925316,-32.816014438256545
,,1739209792.692534,-38.13080360867914
,,1739209792.6925364,-45.120503652039325
,,1739209792.692539,-38.13080360867914
,,1739209792.6925414,-35.57807855764607
,,1739209792.6925435,-38.13080360867914
,,1739209792.6925464,-45.120503652039325
,,1739209792.6925488,-38.13080360867914
,,1739209792.6925511,-38.13080360867914
,,1739209792.6925538,-30.49652367304973
,,1739209792.692556,-31.141103565318915
,,1739209792.6925583,-28.21854285175415
,,1739209792.692561,-15.013264998121567
,,1739209792.6925635,-20.001670042250552
,,1739209792.692566,-29.438486411369333
,,1739209792.6925683,-38.13080360867914
,,1739209792.692571,-32.816014438256545
,,1739209792.6925733,-33.981070128970906
,,1739209792.6925757,-33.98107012897096
,,1739209792.6925783,-45.120503652039325
,,1739209792.6925807,-38.13080360867914
,,1739209792.692583,-45.120503652039325
,,1739209792.6925857,-45.120503652039325
,,1739209792.692588,-38.13080360867914
,,1739209792.6925905,-38.13080360867914
,,1739209792.6925929,-35.57807855764607
,,1739209792.6925955,-33.981070128970906
,,1739209792.692598,-38.13080360867914
,,1739209792.6926005,-35.57807855764607
,,1739209792.6926029,-38.13080360867914
,,1739209792.6926053,-45.120503652039325
,,1739209792.6926076,-33.981070128970906
,,1739209792.6926105,-38.13080360867914
,,1739209792.6926126,-31.141103565318915
,,1739209792.692615,-27.267205301931607
,,1739209792.6926174,-45.120503652039325
,,1739209792.69262,-17.051923356851116
,,1739209792.6926224,-27.8777449560314
,,1739209792.6926248,-33.981070128970906
,,1739209792.6926274,-45.120503652039325
,,1739209792.6926298,-31.141103565318915
,,1739209792.6926322,-8.46188065000774
,,1739209792.6926348,-19.40341533395241
,,1739209792.6926372,-30.49652367304973
,,1739209792.6926396,-33.981070128970906
