CAN Message, 0x150:04005d383af26434,Timestamp,Amplitude
,,1739209651.695878,-45.120503652039325
,,1739209651.695881,-45.120503652039325
,,1739209651.6958833,-45.120503652039325
,,1739209651.6958857,-38.13080360867914
,,1739209651.6958883,-35.57807855764607
,,1739209651.695891,-38.13080360867914
,,1739209651.6958935,-45.120503652039325
,,1739209651.695896,-38.13080360867914
,,1739209651.6958983,-35.57807855764607
,,1739209651.6959012,-45.120503652039325
,,1739209651.6959038,-45.120503652039325
,,1739209651.6959064,-38.13080360867914
,,1739209651.6959088,-38.13080360867914
,,1739209651.6959114,-38.13080360867914
,,1739209651.695914,-45.120503652039325
,,1739209651.695917,-38.13080360867914
,,1739209651.695919,-45.120503652039325
,,1739209651.6959217,-38.13080360867914
,,1739209651.6959243,-45.120503652039325
,,1739209651.695927,-38.13080360867914
,,1739209651.6959295,-35.57807855764607
,,1739209651.695932,-38.13080360867914
,,1739209651.6959343,-45.120503652039325
,,1739209651.6959372,-45.120503652039325
,,1739209651.6959398,-45.120503652039325
,,1739209651.6959422,-45.120503652039325
,,1739209651.6959448,-45.120503652039325
,,1739209651.6959474,-35.57807855764607
,,1739209651.69595,-35.57807855764607
,,1739209651.695953,-45.120503652039325
,,1739209651.695955,-33.981070128970906
,,1739209651.6959577,-38.13080360867914
,,1739209651.6959603,-45.120503652039325
,,1739209651.695963,-38.13080360867914
,,1739209651.6959655,-38.13080360867914
,,1739209651.695968,-38.13080360867914
,,1739209651.6959703,-45.120503652039325
,,1739209651.6959732,-35.57807855764607
,,1739209651.6959758,-35.57807855764607
,,1739209651.6959782,-45.120503652039325
,,1739209651.6959808,-45.120503652039325
,,1739209651.6959834,-38.13080360867914
,,1739209651.695986,-38.13080360867914
,,1739209651.695989,-38.13080360867914
,,1739209651.695991,-35.57807855764607
,,1739209651.6959937,-45.120503652039325
,,1739209651.6959963,-45.120503652039325
,,1739209651.695999,-38.13080360867914
,,1739209651.6960013,-38.13080360867914
,,1739209651.696004,-25.82631439489636
,,1739209651.6960063,-11.036407867355
,,1739209651.6960092,-14.830726599951507
,,1739209651.6960118,-25.82631439489636
,,1739209651.6960142,-38.13080360867914
,,1739209651.6960168,-35.57807855764607
,,1739209651.6960194,-45.120503652039325
,,1739209651.696022,-35.57807855764607
,,1739209651.6960244,-35.57807855764607
,,1739209651.696027,-32.816014438256545
,,1739209651.6960297,-45.120503652039325
,,1739209651.6960323,-45.120503652039325
,,1739209651.696035,-45.120503652039325
,,1739209651.6960373,-38.13080360867914
,,1739209651.69604,-45.120503652039325
,,1739209651.6960423,-45.120503652039325
,,1739209651.6960452,-45.120503652039325
,,1739209651.6960475,-45.120503652039325
,,1739209651.6960502,-45.120503652039325
,,1739209651.6960528,-35.57807855764607
,,1739209651.6960554,-38.13080360867914
,,1739209651.696058,-29.43848641136937
,,1739209651.6960604,-35.57807855764607
,,1739209651.696063,-45.120503652039325
,,1739209651.6960657,-45.120503652039325
,,1739209651.6960683,-17.56938098808858
,,1739209651.696071,-29.438486411369333
,,1739209651.6960733,-45.120503652039325
,,1739209651.696076,-32.816014438256545
,,1739209651.6960783,-24.29264994887477
,,1739209651.6960812,-8.724642785305024
,,1739209651.6960835,-21.67658091518819
,,1739209651.6960862,-26.99137008561072
,,1739209651.6960888,-45.120503652039325
,,1739209651.6960914,-45.120503652039325
,,1739209651.696094,-35.57807855764607
,,1739209651.6960964,-38.13080360867914
,,1739209651.696099,-26.991370085610736
,,1739209651.6961017,-38.13080360867914
,,1739209651.6961043,-38.13080360867914
,,1739209651.696107,-38.13080360867914
,,1739209651.6961093,-31.141103565318893
,,1739209651.696112,-45.120503652039325
,,1739209651.6961143,-38.13080360867914
