CAN Message, 0x98:00009e6fc9f50a66,Timestamp,Amplitude
,,1739209585.24673,-38.13080360867914
,,1739209585.2467344,-38.13080360867914
,,1739209585.246739,-45.120503652039325
,,1739209585.2467434,-28.58837851428586
,,1739209585.2467475,-30.49652367304973
,,1739209585.2467525,-45.120503652039325
,,1739209585.2467568,-38.13080360867914
,,1739209585.246761,-38.13080360867914
,,1739209585.246766,-38.13080360867914
,,1739209585.2467704,-38.13080360867914
,,1739209585.246775,-35.57807855764607
,,1739209585.2467792,-45.120503652039325
,,1739209585.2467835,-45.120503652039325
,,1739209585.2467885,-38.13080360867914
,,1739209585.2467928,-45.120503652039325
,,1739209585.246797,-38.13080360867914
,,1739209585.246802,-35.57807855764607
,,1739209585.2468064,-45.120503652039325
,,1739209585.246811,-38.13080360867914
,,1739209585.2468152,-32.816014438256545
,,1739209585.2468195,-33.981070128970906
,,1739209585.2468245,-38.13080360867914
,,1739209585.2468288,-32.816014438256545
,,1739209585.246833,-38.13080360867914
,,1739209585.246838,-45.120503652039325
,,1739209585.246842,-45.120503652039325
,,1739209585.246847,-45.120503652039325
,,1739209585.2468512,-45.120503652039325
,,1739209585.2468555,-38.13080360867914
,,1739209585.2468605,-35.57807855764607
,,1739209585.2468648,-38.13080360867914
,,1739209585.246869,-38.13080360867914
,,1739209585.246874,-45.120503652039325
,,1739209585.246878,-45.120503652039325
,,1739209585.246883,-38.13080360867914
,,1739209585.2468872,-45.120503652039325
,,1739209585.2468915,-45.120503652039325
,,1739209585.2468965,-38.13080360867914
,,1739209585.2469008,-38.13080360867914
,,1739209585.246905,-45.120503652039325
,,1739209585.2469096,-38.13080360867914
,,1739209585.246914,-38.13080360867914
,,1739209585.246919,-45.120503652039325
,,1739209585.2469232,-33.981070128970906
,,1739209585.2469275,-32.816014438256545
,,1739209585.2469325,-45.120503652039325
,,1739209585.2469368,-45.120503652039325
,,1739209585.246941,-45.120503652039325
,,1739209585.2469456,-33.981070128970906
,,1739209585.24695,-45.120503652039325
,,1739209585.246955,-14.487170062521797
,,1739209585.2469592,-38.13080360867914
,,1739209585.2469635,-38.13080360867914
,,1739209585.2469685,-45.120503652039325
,,1739209585.2469726,-38.13080360867914
,,1739209585.246977,-45.120503652039325
,,1739209585.2469816,-38.13080360867914
,,1739209585.2469862,-45.120503652039325
,,1739209585.246991,-45.120503652039325
,,1739209585.2469952,-33.981070128970906
,,1739209585.2469995,-38.13080360867914
,,1739209585.247004,-38.13080360867914
,,1739209585.2470086,-32.816014438256545
,,1739209585.247013,-38.13080360867914
,,1739209585.2470176,-45.120503652039325
,,1739209585.2470222,-35.57807855764607
,,1739209585.2470267,-38.13080360867914
,,1739209585.2470312,-38.13080360867914
,,1739209585.2470355,-45.120503652039325
,,1739209585.24704,-45.120503652039325
,,1739209585.2470446,-45.120503652039325
,,1739209585.247049,-35.57807855764607
,,1739209585.2470536,-33.98107012897096
,,1739209585.2470582,-30.49652367304973
,,1739209585.2470627,-21.021172418726344
,,1739209585.2470672,-45.120503652039325
,,1739209585.2470715,-28.992665084841946
,,1739209585.247076,-31.141103565318915
,,1739209585.2470806,-20.001670042250545
,,1739209585.247085,-10.634986260023512
,,1739209585.2470896,-32.816014438256545
,,1739209585.2470942,-32.816014438256545
,,1739209585.2470987,-38.13080360867914
,,1739209585.247103,-38.13080360867914
,,1739209585.2471075,-33.981070128970906
,,1739209585.247112,-33.981070128970906
,,1739209585.2471166,-38.13080360867914
,,1739209585.247121,-32.816014438256545
,,1739209585.2471256,-33.981070128970906
,,1739209585.2471302,-33.981070128970906
,,1739209585.2471344,-35.57807855764607
,,1739209585.247139,-33.981070128970906
,,1739209585.2471435,-28.58837851428589
,,1739209585.247148,-29.438486411369347
,,1739209585.2471526,-38.13080360867914
,,1739209585.247157,-45.120503652039325
,,1739209585.2471616,-45.120503652039325
,,1739209585.247166,-38.13080360867914
,,1739209585.2471704,-45.120503652039325
,,1739209585.247175,-38.13080360867914
,,1739209585.2471795,-32.816014438256545
,,1739209585.247184,-31.14110356531892
,,1739209585.2471886,-38.13080360867914
,,1739209585.247193,-33.981070128970906
,,1739209585.2471976,-38.13080360867914
,,1739209585.247202,-45.120503652039325
,,1739209585.2472064,-32.816014438256545
,,1739209585.247211,-38.13080360867914
,,1739209585.2472155,-26.99137008561072
,,1739209585.24722,-27.267205301931607
,,1739209585.2472246,-45.120503652039325
,,1739209585.247229,-38.13080360867914
,,1739209585.2472334,-38.13080360867914
,,1739209585.247238,-32.816014438256545
,,1739209585.2472425,-45.120503652039325
,,1739209585.247247,-45.120503652039325
,,1739209585.2472515,-33.981070128970906
,,1739209585.247256,-24.589719217205094
,,1739209585.2472606,-38.13080360867914
,,1739209585.2472649,-45.120503652039325
,,1739209585.2472694,-38.13080360867914
,,1739209585.247274,-30.49652367304973
,,1739209585.2472785,-38.13080360867914
,,1739209585.247283,-45.120503652039325
,,1739209585.2472875,-45.120503652039325
,,1739209585.247292,-26.991370085610747
,,1739209585.2472963,-19.00327057196587
,,1739209585.2473009,-8.987372037484695
,,1739209585.2473054,-38.13080360867914
,,1739209585.24731,-28.58837851428586
,,1739209585.2473145,-38.13080360867914
,,1739209585.247319,-45.120503652039325
,,1739209585.2473235,-45.120503652039325
,,1739209585.2473278,-33.981070128970906
,,1739209585.2473323,-45.120503652039325
,,1739209585.2473369,-45.120503652039325
,,1739209585.2473414,-45.120503652039325
,,1739209585.247346,-45.120503652039325
,,1739209585.2473505,-38.13080360867914
,,1739209585.247355,-38.13080360867914
,,1739209585.2473595,-38.13080360867914
,,1739209585.2473638,-30.49652367304973
,,1739209585.2473683,-33.981070128970906
