CAN Message, 0x98:0000ab2e9b14057e,Timestamp,Amplitude
,,1739209914.2374115,-38.13080360867914
,,1739209914.2374177,-33.981070128970906
,,1739209914.237424,-22.54371790334745
,,1739209914.23743,-31.14110356531892
,,1739209914.2374363,-31.141103565318893
,,1739209914.2374425,-45.120503652039325
,,1739209914.2374485,-45.120503652039325
,,1739209914.237455,-30.49652367304973
,,1739209914.2374609,-24.29264994887477
,,1739209914.2374668,-45.120503652039325
,,1739209914.237473,-45.120503652039325
,,1739209914.2374792,-32.816014438256545
,,1739209914.2374854,-29.438486411369333
,,1739209914.2374914,-38.13080360867914
,,1739209914.2374976,-35.57807855764607
,,1739209914.2375038,-45.120503652039325
,,1739209914.23751,-45.120503652039325
,,1739209914.237516,-45.120503652039325
,,1739209914.237522,-45.120503652039325
,,1739209914.2375283,-38.13080360867914
,,1739209914.2375343,-31.141103565318893
,,1739209914.2375405,-45.120503652039325
,,1739209914.2375467,-38.13080360867914
,,1739209914.237553,-45.120503652039325
,,1739209914.237559,-25.07728991421287
,,1739209914.237565,-38.13080360867914
,,1739209914.2375712,-22.002965041481755
,,1739209914.2375774,-32.816014438256545
,,1739209914.2375836,-45.120503652039325
,,1739209914.2375896,-35.57807855764607
,,1739209914.2375958,-33.981070128970906
,,1739209914.237602,-21.44694444177911
,,1739209914.2376082,-27.267205301931607
,,1739209914.2376142,-32.816014438256545
,,1739209914.2376204,-38.13080360867914
,,1739209914.2376266,-45.120503652039325
,,1739209914.2376328,-38.13080360867914
,,1739209914.2376387,-35.57807855764607
,,1739209914.237645,-35.57807855764607
,,1739209914.237651,-38.13080360867914
,,1739209914.2376573,-20.88804491267121
,,1739209914.2376633,-22.54371790334745
,,1739209914.2376697,-38.13080360867914
,,1739209914.2376757,-31.141103565318915
,,1739209914.237682,-38.13080360867914
,,1739209914.2376878,-45.120503652039325
,,1739209914.237694,-45.120503652039325
,,1739209914.2377002,-38.13080360867914
,,1739209914.2377064,-38.13080360867914
,,1739209914.2377124,-25.82631439489636
,,1739209914.2377186,-11.345619818277967
,,1739209914.2377248,-15.459086324648972
,,1739209914.237731,-23.16150712794695
,,1739209914.237737,-38.13080360867914
,,1739209914.2377431,-38.13080360867914
,,1739209914.237749,-38.13080360867914
,,1739209914.2377555,-33.981070128970906
,,1739209914.2377615,-33.981070128970906
,,1739209914.2377677,-45.120503652039325
,,1739209914.237774,-45.120503652039325
,,1739209914.23778,-28.992665084841946
,,1739209914.237786,-32.816014438256545
,,1739209914.2377925,-35.57807855764607
,,1739209914.2377985,-45.120503652039325
,,1739209914.237805,-31.141103565318915
,,1739209914.2378106,-30.49652367304973
,,1739209914.2378168,-35.57807855764607
,,1739209914.237823,-38.13080360867914
,,1739209914.2378292,-38.13080360867914
,,1739209914.2378354,-45.120503652039325
,,1739209914.2378414,-45.120503652039325
,,1739209914.2378476,-38.13080360867914
,,1739209914.2378538,-32.81601443825658
,,1739209914.23786,-31.14110356531892
,,1739209914.237866,-45.120503652039325
,,1739209914.237872,-38.13080360867914
,,1739209914.2378783,-45.120503652039325
,,1739209914.2378843,-31.141103565318893
,,1739209914.2378905,-38.13080360867914
,,1739209914.2378967,-17.661951700302005
,,1739209914.2379029,-24.74623867263306
,,1739209914.237909,-31.14110356531892
,,1739209914.237915,-32.816014438256545
,,1739209914.2379212,-38.13080360867914
,,1739209914.2379274,-35.57807855764607
,,1739209914.2379336,-38.13080360867914
,,1739209914.2379396,-45.120503652039325
,,1739209914.2379458,-45.120503652039325
,,1739209914.237952,-45.120503652039325
,,1739209914.2379582,-38.13080360867914
,,1739209914.2379642,-38.13080360867914
,,1739209914.2379704,-38.13080360867914
,,1739209914.2379766,-38.13080360867914
,,1739209914.2379827,-35.57807855764607
,,1739209914.2379887,-33.981070128970906
,,1739209914.237995,-45.120503652039325
,,1739209914.238001,-38.13080360867914
,,1739209914.2380073,-33.981070128970906
