CAN Message, 0x1d3:000046123bce8aed,Timestamp,Amplitude
,,1739209880.9643714,-35.57807855764607
,,1739209880.9643722,-35.57807855764607
,,1739209880.964373,-38.13080360867914
,,1739209880.9643738,-45.120503652039325
,,1739209880.9643748,-45.120503652039325
,,1739209880.9643755,-38.13080360867914
,,1739209880.9643764,-45.120503652039325
,,1739209880.9643772,-38.13080360867914
,,1739209880.964378,-38.13080360867914
,,1739209880.9643788,-45.120503652039325
,,1739209880.9643798,-45.120503652039325
,,1739209880.9643807,-38.13080360867914
,,1739209880.9643817,-45.120503652039325
,,1739209880.9643824,-31.141103565318915
,,1739209880.9643831,-32.816014438256545
,,1739209880.964384,-38.13080360867914
,,1739209880.9643848,-38.13080360867914
,,1739209880.9643855,-38.13080360867914
,,1739209880.9643865,-35.57807855764607
,,1739209880.9643874,-38.13080360867914
,,1739209880.964388,-33.981070128970906
,,1739209880.964389,-31.141103565318943
,,1739209880.9643898,-38.13080360867914
,,1739209880.9643908,-38.13080360867914
,,1739209880.9643917,-38.13080360867914
,,1739209880.9643924,-45.120503652039325
,,1739209880.9643934,-45.120503652039325
,,1739209880.964394,-45.120503652039325
,,1739209880.964395,-45.120503652039325
,,1739209880.9643958,-45.120503652039325
,,1739209880.9643967,-45.120503652039325
,,1739209880.9643974,-45.120503652039325
,,1739209880.9643984,-38.13080360867914
,,1739209880.964399,-45.120503652039325
,,1739209880.9644,-38.13080360867914
,,1739209880.9644008,-35.57807855764607
,,1739209880.9644015,-38.13080360867914
,,1739209880.964403,-38.13080360867914
,,1739209880.9644034,-35.57807855764607
,,1739209880.9644043,-45.120503652039325
,,1739209880.964405,-45.120503652039325
,,1739209880.964406,-38.13080360867914
,,1739209880.9644067,-38.13080360867914
,,1739209880.9644077,-45.120503652039325
,,1739209880.9644084,-38.13080360867914
,,1739209880.9644094,-24.29264994887477
,,1739209880.96441,-28.58837851428586
,,1739209880.964411,-38.13080360867914
,,1739209880.9644115,-45.120503652039325
,,1739209880.9644127,-28.992665084841946
,,1739209880.9644136,-13.011969998890358
,,1739209880.9644144,-22.002965041481755
,,1739209880.9644153,-31.141103565318915
,,1739209880.964416,-38.13080360867914
,,1739209880.964417,-30.49652367304973
,,1739209880.9644177,-38.13080360867914
,,1739209880.9644186,-38.13080360867914
,,1739209880.9644194,-45.120503652039325
,,1739209880.9644203,-38.13080360867914
,,1739209880.964421,-45.120503652039325
,,1739209880.964422,-38.13080360867914
,,1739209880.964423,-38.13080360867914
,,1739209880.9644237,-28.58837851428586
,,1739209880.9644246,-30.49652367304973
,,1739209880.964425,-33.981070128970906
,,1739209880.9644265,-45.120503652039325
,,1739209880.964427,-45.120503652039325
,,1739209880.964428,-35.57807855764607
,,1739209880.964429,-38.13080360867914
,,1739209880.9644296,-45.120503652039325
