CAN Message, 0x1d3:00009c08acffa5c2,Timestamp,Amplitude
,,1739209681.444472,-45.120503652039325
,,1739209681.444474,-35.57807855764607
,,1739209681.444476,-38.13080360867914
,,1739209681.444478,-33.981070128970906
,,1739209681.44448,-38.13080360867914
,,1739209681.4444818,-38.13080360867914
,,1739209681.4444838,-33.981070128970906
,,1739209681.4444857,-45.120503652039325
,,1739209681.4444878,-45.120503652039325
,,1739209681.4444897,-35.57807855764607
,,1739209681.4444916,-38.13080360867914
,,1739209681.4444935,-45.120503652039325
,,1739209681.4444954,-45.120503652039325
,,1739209681.4444976,-45.120503652039325
,,1739209681.4444995,-38.13080360867914
,,1739209681.4445014,-38.13080360867914
,,1739209681.4445033,-45.120503652039325
,,1739209681.4445052,-45.120503652039325
,,1739209681.4445074,-38.13080360867914
,,1739209681.4445093,-38.13080360867914
,,1739209681.4445112,-38.13080360867914
,,1739209681.444513,-45.120503652039325
,,1739209681.444515,-38.13080360867914
,,1739209681.4445171,-31.141103565318915
,,1739209681.444519,-45.120503652039325
,,1739209681.444521,-45.120503652039325
,,1739209681.4445229,-38.13080360867914
,,1739209681.4445248,-33.981070128970906
,,1739209681.444527,-45.120503652039325
,,1739209681.4445288,-35.57807855764607
,,1739209681.4445307,-33.981070128970906
,,1739209681.4445326,-32.81601443825658
,,1739209681.4445343,-45.120503652039325
,,1739209681.4445367,-38.13080360867914
,,1739209681.4445386,-38.13080360867914
,,1739209681.4445405,-38.13080360867914
,,1739209681.4445424,-38.13080360867914
,,1739209681.4445443,-38.13080360867914
,,1739209681.4445465,-35.57807855764607
,,1739209681.4445484,-30.49652367304973
,,1739209681.4445505,-38.13080360867914
,,1739209681.4445522,-45.120503652039325
,,1739209681.444554,-38.13080360867914
,,1739209681.4445562,-45.120503652039325
,,1739209681.444558,-45.120503652039325
,,1739209681.44456,-45.120503652039325
,,1739209681.444562,-33.981070128970906
,,1739209681.444564,-45.120503652039325
,,1739209681.444566,-32.816014438256545
,,1739209681.444568,-28.992665084841967
,,1739209681.4445698,-9.14245522799636
,,1739209681.4445715,-31.141103565318915
,,1739209681.4445736,-45.120503652039325
,,1739209681.4445758,-38.13080360867914
,,1739209681.4445777,-38.13080360867914
,,1739209681.4445796,-45.120503652039325
,,1739209681.4445815,-38.13080360867914
,,1739209681.4445834,-38.13080360867914
,,1739209681.4445856,-45.120503652039325
,,1739209681.4445877,-38.13080360867914
