CAN Message, 0x1b8:0100dc1d80013f48,Timestamp,Amplitude
,,1739209802.0621238,-38.13080360867914
,,1739209802.062127,-35.57807855764607
,,1739209802.0621307,-45.120503652039325
,,1739209802.062134,-32.816014438256545
,,1739209802.0621376,-38.13080360867914
,,1739209802.062141,-45.120503652039325
,,1739209802.0621445,-35.57807855764607
,,1739209802.062148,-38.13080360867914
,,1739209802.0621514,-38.13080360867914
,,1739209802.0621548,-45.120503652039325
,,1739209802.0621583,-45.120503652039325
,,1739209802.0621617,-45.120503652039325
,,1739209802.0621653,-35.57807855764607
,,1739209802.0621686,-38.13080360867914
,,1739209802.0621722,-45.120503652039325
,,1739209802.0621755,-33.981070128970906
,,1739209802.062179,-35.57807855764607
,,1739209802.0621824,-45.120503652039325
,,1739209802.062186,-35.57807855764607
,,1739209802.062189,-35.57807855764607
,,1739209802.062193,-38.13080360867914
,,1739209802.0621965,-38.13080360867914
,,1739209802.0621998,-38.13080360867914
,,1739209802.0622032,-35.57807855764607
,,1739209802.0622067,-35.57807855764607
,,1739209802.06221,-38.13080360867914
,,1739209802.0622134,-38.13080360867914
,,1739209802.062217,-35.57807855764607
,,1739209802.0622203,-45.120503652039325
,,1739209802.062224,-45.120503652039325
,,1739209802.0622272,-38.13080360867914
,,1739209802.0622308,-35.57807855764607
,,1739209802.0622342,-45.120503652039325
,,1739209802.0622375,-45.120503652039325
,,1739209802.062241,-32.816014438256545
,,1739209802.062245,-35.57807855764607
,,1739209802.062248,-35.57807855764607
,,1739209802.0622516,-29.438486411369333
,,1739209802.062255,-38.13080360867914
,,1739209802.0622585,-35.57807855764607
,,1739209802.0622618,-38.13080360867914
,,1739209802.0622654,-38.13080360867914
,,1739209802.0622687,-45.120503652039325
,,1739209802.0622723,-38.13080360867914
,,1739209802.0622756,-45.120503652039325
,,1739209802.0622792,-45.120503652039325
,,1739209802.0622826,-45.120503652039325
,,1739209802.062286,-38.13080360867914
,,1739209802.0622897,-31.141103565318893
,,1739209802.062293,-30.49652367304976
,,1739209802.0622964,-17.600019173844906
,,1739209802.0623,-8.328951239205754
,,1739209802.0623033,-33.98107012897096
,,1739209802.062307,-45.120503652039325
,,1739209802.0623102,-33.981070128970906
,,1739209802.0623138,-45.120503652039325
,,1739209802.0623171,-45.120503652039325
,,1739209802.0623207,-45.120503652039325
,,1739209802.062324,-38.13080360867914
,,1739209802.0623276,-45.120503652039325
,,1739209802.062331,-35.57807855764607
,,1739209802.0623343,-31.141103565318893
,,1739209802.062338,-45.120503652039325
,,1739209802.0623417,-45.120503652039325
,,1739209802.0623448,-38.13080360867914
,,1739209802.062348,-45.120503652039325
,,1739209802.0623517,-45.120503652039325
,,1739209802.062355,-45.120503652039325
,,1739209802.0623586,-45.120503652039325
,,1739209802.062362,-35.57807855764607
,,1739209802.0623655,-45.120503652039325
,,1739209802.0623689,-38.13080360867914
,,1739209802.0623724,-45.120503652039325
,,1739209802.0623758,-27.8777449560314
,,1739209802.0623794,-25.62660358559016
,,1739209802.0623827,-23.506823629689546
