CAN Message, 0x1a7:0000b54f2c7b40f9,Timestamp,Amplitude
,,1739209830.665214,-38.13080360867914
,,1739209830.6652184,-45.120503652039325
,,1739209830.6652226,-45.120503652039325
,,1739209830.665227,-45.120503652039325
,,1739209830.6652312,-45.120503652039325
,,1739209830.6652355,-35.57807855764607
,,1739209830.6652398,-35.57807855764607
,,1739209830.6652443,-38.13080360867914
,,1739209830.6652486,-38.13080360867914
,,1739209830.665253,-32.816014438256545
,,1739209830.6652572,-38.13080360867914
,,1739209830.6652615,-45.120503652039325
,,1739209830.6652658,-38.13080360867914
,,1739209830.66527,-35.57807855764607
,,1739209830.6652744,-38.13080360867914
,,1739209830.665279,-45.120503652039325
,,1739209830.665283,-38.13080360867914
,,1739209830.6652873,-33.98107012897096
,,1739209830.6652918,-45.120503652039325
,,1739209830.665296,-45.120503652039325
,,1739209830.6653004,-45.120503652039325
,,1739209830.665305,-33.981070128970906
,,1739209830.665309,-45.120503652039325
,,1739209830.6653132,-45.120503652039325
,,1739209830.6653175,-33.981070128970906
,,1739209830.6653218,-24.589719217205094
,,1739209830.665326,-35.57807855764607
,,1739209830.6653304,-38.13080360867914
,,1739209830.6653347,-38.13080360867914
,,1739209830.665339,-31.141103565318915
,,1739209830.6653435,-45.120503652039325
,,1739209830.6653478,-45.120503652039325
,,1739209830.665352,-45.120503652039325
,,1739209830.6653564,-38.13080360867914
,,1739209830.6653607,-38.13080360867914
,,1739209830.665365,-35.57807855764607
,,1739209830.6653693,-45.120503652039325
,,1739209830.6653736,-45.120503652039325
,,1739209830.665378,-45.120503652039325
,,1739209830.665382,-45.120503652039325
,,1739209830.6653864,-45.120503652039325
,,1739209830.665391,-33.981070128970906
,,1739209830.6653953,-38.13080360867914
,,1739209830.6653996,-35.57807855764607
,,1739209830.6654038,-32.816014438256545
,,1739209830.665408,-38.13080360867914
,,1739209830.6654124,-45.120503652039325
,,1739209830.6654265,-33.981070128970906
,,1739209830.66544,-32.816014438256545
,,1739209830.665454,-38.13080360867914
,,1739209830.6654675,-10.64737256380361
,,1739209830.6654816,-25.826314394896364
,,1739209830.6654954,-27.267205301931607
,,1739209830.6655092,-38.13080360867914
,,1739209830.665523,-38.13080360867914
,,1739209830.665537,-35.57807855764607
,,1739209830.665551,-35.57807855764607
,,1739209830.6655648,-45.120503652039325
,,1739209830.6655786,-45.120503652039325
,,1739209830.6655924,-45.120503652039325
,,1739209830.6656065,-38.13080360867914
,,1739209830.66562,-45.120503652039325
,,1739209830.665634,-45.120503652039325
,,1739209830.6656475,-38.13080360867914
,,1739209830.6656616,-45.120503652039325
,,1739209830.6656754,-31.141103565318893
,,1739209830.6656892,-33.981070128970906
,,1739209830.665703,-45.120503652039325
,,1739209830.665717,-45.120503652039325
,,1739209830.6657307,-38.13080360867914
,,1739209830.6657443,-38.13080360867914
,,1739209830.6657584,-38.13080360867914
,,1739209830.6657724,-45.120503652039325
,,1739209830.6657865,-27.267205301931607
,,1739209830.6658,-17.245898906855142
,,1739209830.665814,-45.120503652039325
,,1739209830.6658278,-38.13080360867914
,,1739209830.6658416,-25.25278630937684
,,1739209830.6658554,-23.50682362968953
,,1739209830.6658692,-8.552815859379125
,,1739209830.665883,-33.98107012897096
,,1739209830.665897,-38.13080360867914
,,1739209830.6659107,-33.981070128970906
,,1739209830.6659243,-45.120503652039325
,,1739209830.6659384,-45.120503652039325
,,1739209830.6659522,-45.120503652039325
,,1739209830.665966,-33.981070128970906
,,1739209830.66598,-45.120503652039325
,,1739209830.665994,-45.120503652039325
,,1739209830.6660078,-45.120503652039325
,,1739209830.6660216,-30.49652367304976
,,1739209830.6660354,-33.981070128970906
,,1739209830.6660492,-33.981070128970906
,,1739209830.666063,-45.120503652039325
,,1739209830.666077,-38.13080360867914
,,1739209830.6660907,-32.816014438256545
,,1739209830.6661046,-33.981070128970906
,,1739209830.6661184,-45.120503652039325
,,1739209830.6661322,-38.13080360867914
,,1739209830.666146,-45.120503652039325
,,1739209830.66616,-45.120503652039325
,,1739209830.6661737,-28.58837851428586
,,1739209830.6661875,-29.438486411369347
,,1739209830.6662014,-25.826314394896357
,,1739209830.6662152,-35.57807855764607
,,1739209830.6662292,-38.13080360867914
,,1739209830.666243,-18.755624688505637
,,1739209830.666257,-19.22100763878221
,,1739209830.6662707,-12.33068248338486
,,1739209830.6662846,-27.8777449560314
,,1739209830.6662984,-45.120503652039325
,,1739209830.6663122,-35.57807855764607
,,1739209830.666326,-35.57807855764607
,,1739209830.66634,-45.120503652039325
,,1739209830.6663537,-27.267205301931607
,,1739209830.6663675,-35.57807855764607
,,1739209830.6663814,-35.57807855764607
,,1739209830.6663952,-38.13080360867914
,,1739209830.666409,-28.58837851428586
,,1739209830.6664228,-45.120503652039325
,,1739209830.666437,-38.13080360867914
,,1739209830.6664505,-38.13080360867914
,,1739209830.6664646,-30.49652367304973
,,1739209830.6664784,-33.981070128970906
,,1739209830.6664922,-33.981070128970906
,,1739209830.666506,-38.13080360867914
,,1739209830.66652,-30.49652367304973
,,1739209830.6665337,-17.079109328685792
,,1739209830.6665475,-45.120503652039325
,,1739209830.6665614,-38.13080360867914
,,1739209830.6665752,-33.98107012897096
,,1739209830.666589,-45.120503652039325
,,1739209830.6666028,-45.120503652039325
,,1739209830.666617,-38.13080360867914
,,1739209830.6666305,-30.49652367304973
,,1739209830.6666443,-33.981070128970906
,,1739209830.6666582,-38.13080360867914
,,1739209830.666672,-45.120503652039325
,,1739209830.6666858,-45.120503652039325
,,1739209830.6667,-45.120503652039325
,,1739209830.6667137,-45.120503652039325
,,1739209830.6667275,-45.120503652039325
,,1739209830.6667414,-38.13080360867914
,,1739209830.6667552,-33.981070128970906
,,1739209830.666769,-38.13080360867914
,,1739209830.6667829,-38.13080360867914
,,1739209830.6667967,-38.13080360867914
,,1739209830.6668105,-38.13080360867914
,,1739209830.6668243,-38.13080360867914
,,1739209830.6668382,-33.981070128970906
,,1739209830.666852,-26.99137008561072
,,1739209830.6668658,-18.48349439814281
,,1739209830.6668797,-28.992665084841946
,,1739209830.6668935,-38.13080360867914
,,1739209830.6669073,-24.151403521958727
,,1739209830.6669211,-16.30665708433357
,,1739209830.6669352,-9.494006929920127
,,1739209830.666949,-26.0356534632528
,,1739209830.6669629,-45.120503652039325
,,1739209830.6669767,-45.120503652039325
,,1739209830.6669905,-45.120503652039325
,,1739209830.6670043,-38.13080360867914
,,1739209830.6670182,-28.992665084841946
,,1739209830.667032,-27.267205301931607
,,1739209830.6670458,-38.13080360867914
,,1739209830.6670597,-45.120503652039325
,,1739209830.6670735,-38.13080360867914
,,1739209830.6670873,-38.13080360867914
,,1739209830.6671011,-45.120503652039325
,,1739209830.667115,-45.120503652039325
,,1739209830.6671288,-45.120503652039325
