CAN Message, 0x77:b55c461475a076e3,Timestamp,Amplitude
,,1739209735.705147,-45.120503652039325
,,1739209735.7051497,-33.981070128970906
,,1739209735.7051525,-45.120503652039325
,,1739209735.7051551,-45.120503652039325
,,1739209735.705158,-45.120503652039325
,,1739209735.7051606,-32.816014438256545
,,1739209735.7051632,-27.267205301931607
,,1739209735.705166,-38.13080360867914
,,1739209735.7051687,-45.120503652039325
,,1739209735.7051716,-38.13080360867914
,,1739209735.7051742,-31.141103565318915
,,1739209735.7051768,-45.120503652039325
,,1739209735.7051797,-45.120503652039325
,,1739209735.7051823,-45.120503652039325
,,1739209735.7051852,-31.141103565318943
,,1739209735.7051878,-45.120503652039325
,,1739209735.7051904,-45.120503652039325
,,1739209735.7051933,-45.120503652039325
,,1739209735.705196,-45.120503652039325
,,1739209735.7051988,-45.120503652039325
,,1739209735.7052014,-45.120503652039325
,,1739209735.7052042,-45.120503652039325
,,1739209735.7052069,-33.981070128970906
,,1739209735.7052095,-35.57807855764607
,,1739209735.7052124,-45.120503652039325
,,1739209735.705215,-35.57807855764607
,,1739209735.7052178,-35.57807855764607
,,1739209735.7052205,-45.120503652039325
,,1739209735.705223,-45.120503652039325
,,1739209735.705226,-45.120503652039325
,,1739209735.7052286,-38.13080360867914
,,1739209735.7052314,-35.57807855764607
,,1739209735.705234,-38.13080360867914
,,1739209735.705237,-38.13080360867914
,,1739209735.7052395,-38.13080360867914
,,1739209735.7052422,-38.13080360867914
,,1739209735.705245,-45.120503652039325
,,1739209735.7052476,-38.13080360867914
,,1739209735.7052505,-38.13080360867914
,,1739209735.7052531,-45.120503652039325
,,1739209735.7052555,-45.120503652039325
,,1739209735.7052586,-38.13080360867914
,,1739209735.7052612,-45.120503652039325
,,1739209735.705264,-45.120503652039325
,,1739209735.7052667,-45.120503652039325
,,1739209735.705269,-38.13080360867914
,,1739209735.7052722,-28.992665084841946
,,1739209735.7052748,-33.981070128970906
,,1739209735.7052777,-38.13080360867914
,,1739209735.7052803,-35.57807855764607
,,1739209735.705283,-14.96271608814888
,,1739209735.7052858,-28.992665084841946
,,1739209735.7052884,-45.120503652039325
,,1739209735.7052913,-38.13080360867914
,,1739209735.705294,-28.218542851754165
,,1739209735.7052968,-33.981070128970906
,,1739209735.7052994,-38.13080360867914
,,1739209735.705302,-45.120503652039325
,,1739209735.7053049,-33.981070128970906
,,1739209735.7053075,-45.120503652039325
,,1739209735.7053103,-45.120503652039325
,,1739209735.705313,-45.120503652039325
,,1739209735.7053156,-26.487275050834725
,,1739209735.7053185,-31.141103565318915
,,1739209735.705321,-35.57807855764607
,,1739209735.705324,-38.13080360867914
,,1739209735.7053266,-33.981070128970906
,,1739209735.7053292,-35.57807855764607
,,1739209735.705332,-38.13080360867914
,,1739209735.705335,-38.13080360867914
,,1739209735.7053375,-27.87774495603141
,,1739209735.70534,-28.992665084841946
,,1739209735.705343,-31.141103565318915
,,1739209735.7053456,-35.57807855764607
,,1739209735.7053485,-20.82298085201522
,,1739209735.705351,-33.981070128970906
,,1739209735.7053535,-30.49652367304973
,,1739209735.7053566,-32.81601443825658
,,1739209735.7053592,-22.54371790334745
,,1739209735.7053618,-8.94945134701551
,,1739209735.7053647,-28.58837851428586
,,1739209735.705367,-45.120503652039325
,,1739209735.7053702,-31.141103565318915
,,1739209735.7053728,-33.981070128970906
,,1739209735.7053754,-45.120503652039325
,,1739209735.7053783,-38.13080360867914
,,1739209735.705381,-33.981070128970906
,,1739209735.7053838,-33.981070128970906
,,1739209735.7053864,-38.13080360867914
,,1739209735.7053893,-38.13080360867914
,,1739209735.705392,-38.13080360867914
,,1739209735.7053945,-32.816014438256545
,,1739209735.7053974,-38.13080360867914
,,1739209735.7054,-45.120503652039325
,,1739209735.7054029,-38.13080360867914
,,1739209735.7054057,-38.13080360867914
,,1739209735.705408,-45.120503652039325
,,1739209735.705411,-38.13080360867914
,,1739209735.7054136,-38.13080360867914
,,1739209735.7054164,-32.81601443825658
,,1739209735.705419,-38.13080360867914
,,1739209735.7054217,-38.13080360867914
,,1739209735.7054243,-33.981070128970906
,,1739209735.7054272,-38.13080360867914
,,1739209735.70543,-38.13080360867914
,,1739209735.705433,-33.981070128970906
,,1739209735.7054355,-33.981070128970906
,,1739209735.705438,-23.273589343863303
,,1739209735.7054408,-22.44878636800916
,,1739209735.7054436,-38.13080360867914
,,1739209735.7054462,-38.13080360867914
,,1739209735.705449,-28.58837851428586
,,1739209735.7054515,-35.57807855764607
,,1739209735.7054543,-38.13080360867914
,,1739209735.7054572,-45.120503652039325
,,1739209735.7054598,-30.49652367304973
,,1739209735.7054627,-38.13080360867914
,,1739209735.7054653,-31.141103565318943
,,1739209735.7054682,-45.120503652039325
,,1739209735.7054708,-38.13080360867914
,,1739209735.7054734,-45.120503652039325
,,1739209735.7054763,-38.13080360867914
,,1739209735.705479,-38.13080360867914
,,1739209735.7054818,-31.141103565318943
,,1739209735.7054844,-32.816014438256545
,,1739209735.705487,-32.81601443825658
,,1739209735.70549,-22.54371790334745
,,1739209735.7054925,-9.33525759928936
,,1739209735.7054954,-31.141103565318915
,,1739209735.705498,-45.120503652039325
,,1739209735.7055006,-35.57807855764607
,,1739209735.7055037,-45.120503652039325
,,1739209735.705506,-45.120503652039325
,,1739209735.705509,-45.120503652039325
,,1739209735.7055116,-38.13080360867914
,,1739209735.7055144,-24.746238672633048
,,1739209735.705517,-31.141103565318893
,,1739209735.7055197,-45.120503652039325
,,1739209735.7055223,-38.13080360867914
,,1739209735.7055252,-38.13080360867914
,,1739209735.705528,-45.120503652039325
,,1739209735.7055306,-32.816014438256545
,,1739209735.7055333,-38.13080360867914
,,1739209735.705536,-28.21854285175415
,,1739209735.7055387,-30.49652367304973
,,1739209735.7055416,-38.13080360867914
,,1739209735.7055442,-38.13080360867914
,,1739209735.7055469,-31.141103565318893
,,1739209735.7055497,-33.981070128970906
,,1739209735.7055523,-45.120503652039325
,,1739209735.7055552,-25.82631439489636
,,1739209735.7055578,-26.991370085610757
,,1739209735.7055607,-33.98107012897096
,,1739209735.7055633,-29.438486411369333
,,1739209735.705566,-30.49652367304976
,,1739209735.7055688,-15.914053637971415
,,1739209735.7055714,-10.818140117924184
,,1739209735.7055745,-32.81601443825658
,,1739209735.705577,-31.141103565318893
,,1739209735.7055795,-45.120503652039325
,,1739209735.7055824,-45.120503652039325
,,1739209735.705585,-31.141103565318893
,,1739209735.705588,-38.13080360867914
,,1739209735.7055905,-45.120503652039325
,,1739209735.705593,-33.981070128970906
,,1739209735.705596,-45.120503652039325
,,1739209735.7055986,-38.13080360867914
,,1739209735.7056017,-32.816014438256545
,,1739209735.705604,-33.981070128970906
,,1739209735.705607,-38.13080360867914
,,1739209735.7056096,-38.13080360867914
,,1739209735.7056122,-45.120503652039325
