CAN Message, 0x98:0000464745118afd,Timestamp,Amplitude
,,1739209877.05435,-38.13080360867914
,,1739209877.054354,-45.120503652039325
,,1739209877.054358,-38.13080360867914
,,1739209877.054362,-38.13080360867914
,,1739209877.054366,-45.120503652039325
,,1739209877.0543702,-45.120503652039325
,,1739209877.0543742,-32.816014438256545
,,1739209877.054378,-35.57807855764607
,,1739209877.054382,-45.120503652039325
,,1739209877.054386,-45.120503652039325
,,1739209877.0543902,-45.120503652039325
,,1739209877.0543942,-45.120503652039325
,,1739209877.0543983,-45.120503652039325
,,1739209877.0544024,-45.120503652039325
,,1739209877.0544064,-45.120503652039325
,,1739209877.0544105,-45.120503652039325
,,1739209877.0544145,-38.13080360867914
,,1739209877.0544186,-35.57807855764607
,,1739209877.0544226,-45.120503652039325
,,1739209877.054427,-38.13080360867914
,,1739209877.0544307,-31.141103565318915
,,1739209877.0544348,-19.357090149981367
,,1739209877.0544388,-20.51152522447381
,,1739209877.054443,-31.141103565318915
,,1739209877.054447,-33.981070128970906
,,1739209877.054451,-45.120503652039325
,,1739209877.054455,-33.981070128970906
,,1739209877.054459,-25.25278630937684
,,1739209877.0544631,-38.13080360867914
,,1739209877.0544672,-45.120503652039325
,,1739209877.0544713,-45.120503652039325
,,1739209877.0544753,-31.141103565318915
,,1739209877.0544794,-38.13080360867914
,,1739209877.0544834,-45.120503652039325
,,1739209877.0544877,-45.120503652039325
,,1739209877.0544915,-38.13080360867914
,,1739209877.0544956,-38.13080360867914
,,1739209877.0544996,-45.120503652039325
,,1739209877.0545037,-45.120503652039325
,,1739209877.0545075,-45.120503652039325
,,1739209877.0545118,-38.13080360867914
,,1739209877.0545158,-45.120503652039325
,,1739209877.05452,-45.120503652039325
,,1739209877.054524,-38.13080360867914
,,1739209877.054528,-38.13080360867914
,,1739209877.054532,-18.877682693682605
,,1739209877.054536,-25.82631439489636
,,1739209877.0545402,-31.141103565318943
,,1739209877.0545442,-45.120503652039325
,,1739209877.0545485,-24.746238672633048
,,1739209877.0545523,-10.06222331349093
,,1739209877.0545564,-17.245898906855142
,,1739209877.0545604,-25.077289914212862
,,1739209877.0545645,-38.13080360867914
,,1739209877.0545683,-35.57807855764607
