CAN Message, 0x39:02146403dd1a9af1,Timestamp,Amplitude
,,1739209829.155092,-35.57807855764607
,,1739209829.1550946,-38.13080360867914
,,1739209829.1550975,-35.57807855764607
,,1739209829.1551,-45.120503652039325
,,1739209829.155103,-35.57807855764607
,,1739209829.1551056,-35.57807855764607
,,1739209829.1551082,-38.13080360867914
,,1739209829.155111,-45.120503652039325
,,1739209829.1551137,-38.13080360867914
,,1739209829.1551166,-38.13080360867914
,,1739209829.1551192,-45.120503652039325
,,1739209829.155122,-45.120503652039325
,,1739209829.155125,-45.120503652039325
,,1739209829.1551273,-45.120503652039325
,,1739209829.15513,-45.120503652039325
,,1739209829.1551328,-38.13080360867914
,,1739209829.1551356,-38.13080360867914
,,1739209829.1551385,-45.120503652039325
,,1739209829.155141,-45.120503652039325
,,1739209829.1551435,-38.13080360867914
,,1739209829.1551464,-29.438486411369333
,,1739209829.1551492,-38.13080360867914
,,1739209829.1551518,-45.120503652039325
,,1739209829.1551547,-45.120503652039325
,,1739209829.155157,-33.981070128970906
,,1739209829.15516,-33.981070128970906
,,1739209829.1551628,-45.120503652039325
,,1739209829.1551654,-38.13080360867914
,,1739209829.1551683,-45.120503652039325
,,1739209829.155171,-45.120503652039325
,,1739209829.1551738,-45.120503652039325
,,1739209829.1551764,-35.57807855764607
,,1739209829.155179,-38.13080360867914
,,1739209829.155182,-45.120503652039325
,,1739209829.1551845,-45.120503652039325
,,1739209829.1551874,-45.120503652039325
,,1739209829.15519,-33.981070128970906
,,1739209829.1551929,-35.57807855764607
,,1739209829.1551957,-35.57807855764607
,,1739209829.155198,-38.13080360867914
,,1739209829.155201,-38.13080360867914
,,1739209829.1552036,-35.57807855764607
,,1739209829.1552064,-38.13080360867914
,,1739209829.155209,-33.981070128970906
,,1739209829.1552117,-38.13080360867914
,,1739209829.1552143,-45.120503652039325
,,1739209829.1552172,-38.13080360867914
,,1739209829.15522,-32.816014438256545
,,1739209829.155223,-45.120503652039325
,,1739209829.1552255,-25.25278630937684
,,1739209829.155228,-10.435553406968596
,,1739209829.1552308,-31.141103565318915
,,1739209829.1552336,-45.120503652039325
,,1739209829.1552362,-33.981070128970906
,,1739209829.155239,-45.120503652039325
,,1739209829.1552415,-35.57807855764607
,,1739209829.1552446,-38.13080360867914
,,1739209829.1552472,-38.13080360867914
,,1739209829.1552498,-45.120503652039325
,,1739209829.1552527,-38.13080360867914
,,1739209829.1552553,-38.13080360867914
,,1739209829.1552582,-38.13080360867914
,,1739209829.1552608,-45.120503652039325
,,1739209829.1552634,-45.120503652039325
,,1739209829.1552663,-38.13080360867914
,,1739209829.155269,-45.120503652039325
,,1739209829.1552718,-45.120503652039325
,,1739209829.1552744,-38.13080360867914
,,1739209829.1552773,-38.13080360867914
,,1739209829.15528,-45.120503652039325
,,1739209829.1552825,-38.13080360867914
,,1739209829.1552854,-45.120503652039325
,,1739209829.155288,-25.25278630937684
,,1739209829.1552908,-32.81601443825658
,,1739209829.1552937,-27.87774495603143
,,1739209829.1552963,-32.816014438256545
,,1739209829.155299,-31.141103565318915
,,1739209829.1553016,-28.992665084841946
,,1739209829.1553044,-29.438486411369347
,,1739209829.155307,-21.021172418726344
,,1739209829.15531,-45.120503652039325
,,1739209829.1553123,-45.120503652039325
,,1739209829.1553154,-45.120503652039325
,,1739209829.155318,-38.13080360867914
,,1739209829.1553206,-32.81601443825658
,,1739209829.1553235,-32.81601443825658
,,1739209829.155326,-38.13080360867914
,,1739209829.155329,-45.120503652039325
,,1739209829.1553316,-38.13080360867914
,,1739209829.1553342,-38.13080360867914
,,1739209829.155337,-38.13080360867914
,,1739209829.1553397,-45.120503652039325
,,1739209829.1553426,-33.981070128970906
,,1739209829.1553452,-28.992665084841946
,,1739209829.155348,-45.120503652039325
,,1739209829.1553507,-38.13080360867914
,,1739209829.1553533,-35.57807855764607
,,1739209829.1553562,-38.13080360867914
,,1739209829.1553588,-45.120503652039325
,,1739209829.1553617,-45.120503652039325
,,1739209829.1553645,-31.141103565318915
,,1739209829.1553671,-21.4469444417791
,,1739209829.1553698,-20.001670042250534
,,1739209829.1553724,-22.26493056196156
,,1739209829.1553752,-27.267205301931607
,,1739209829.155378,-29.438486411369333
,,1739209829.1553807,-27.267205301931607
,,1739209829.155383,-11.063625785311515
,,1739209829.155386,-11.585188061261672
,,1739209829.1553888,-32.81601443825658
,,1739209829.1553917,-28.58837851428586
,,1739209829.1553943,-38.13080360867914
,,1739209829.155397,-45.120503652039325
,,1739209829.1553998,-28.58837851428586
,,1739209829.1554024,-38.13080360867914
,,1739209829.155405,-33.981070128970906
,,1739209829.155408,-30.49652367304973
,,1739209829.1554103,-19.089059925837475
,,1739209829.1554134,-38.13080360867914
,,1739209829.155416,-45.120503652039325
,,1739209829.1554189,-38.13080360867914
,,1739209829.1554215,-45.120503652039325
,,1739209829.155424,-45.120503652039325
,,1739209829.155427,-33.981070128970906
,,1739209829.1554296,-33.981070128970906
,,1739209829.1554325,-33.981070128970906
,,1739209829.155435,-33.981070128970906
,,1739209829.155438,-32.816014438256545
,,1739209829.1554406,-38.13080360867914
,,1739209829.1554432,-31.141103565318915
,,1739209829.155446,-45.120503652039325
,,1739209829.155449,-38.13080360867914
,,1739209829.1554515,-38.13080360867914
,,1739209829.1554542,-38.13080360867914
,,1739209829.1554568,-32.816014438256545
,,1739209829.1554596,-38.13080360867914
,,1739209829.1554625,-38.13080360867914
,,1739209829.1554651,-33.981070128970906
,,1739209829.1554675,-32.816014438256545
,,1739209829.1554706,-45.120503652039325
,,1739209829.1554732,-35.57807855764607
,,1739209829.155476,-38.13080360867914
,,1739209829.1554787,-45.120503652039325
,,1739209829.155481,-38.13080360867914
,,1739209829.1554842,-45.120503652039325
,,1739209829.1554868,-31.14110356531892
,,1739209829.1554897,-45.120503652039325
,,1739209829.1554923,-45.120503652039325
,,1739209829.155495,-38.13080360867914
,,1739209829.1554978,-24.746238672633048
,,1739209829.1555004,-23.16150712794696
,,1739209829.1555033,-24.746238672633048
,,1739209829.155506,-33.981070128970906
,,1739209829.1555085,-38.13080360867914
,,1739209829.1555114,-28.992665084841967
,,1739209829.155514,-13.937856391144498
,,1739209829.1555169,-13.71856686625298
,,1739209829.1555195,-45.120503652039325
,,1739209829.1555223,-24.15140352195872
,,1739209829.155525,-45.120503652039325
,,1739209829.1555276,-38.13080360867914
,,1739209829.1555305,-38.13080360867914
,,1739209829.155533,-45.120503652039325
,,1739209829.155536,-45.120503652039325
,,1739209829.1555386,-45.120503652039325
,,1739209829.1555414,-27.267205301931607
,,1739209829.155544,-28.58837851428586
,,1739209829.155547,-45.120503652039325
,,1739209829.1555495,-38.13080360867914
,,1739209829.155552,-33.981070128970906
,,1739209829.155555,-38.13080360867914
,,1739209829.1555576,-45.120503652039325
,,1739209829.1555605,-35.57807855764607
,,1739209829.155563,-32.81601443825658
,,1739209829.1555655,-38.13080360867914
,,1739209829.1555686,-31.141103565318915
,,1739209829.1555712,-38.13080360867914
,,1739209829.155574,-27.8777449560314
,,1739209829.1555767,-30.49652367304973
,,1739209829.155579,-20.10991102986178
,,1739209829.1555822,-25.82631439489636
,,1739209829.1555848,-30.49652367304976
,,1739209829.1555877,-31.141103565318915
,,1739209829.1555903,-30.49652367304976
,,1739209829.1555932,-10.239228689564705
,,1739209829.1555958,-16.763597937115033
,,1739209829.1555984,-38.13080360867914
,,1739209829.1556013,-28.58837851428586
,,1739209829.155604,-45.120503652039325
,,1739209829.1556067,-35.57807855764607
,,1739209829.1556094,-32.816014438256545
,,1739209829.155612,-38.13080360867914
,,1739209829.1556149,-45.120503652039325
,,1739209829.1556177,-33.981070128970906
