CAN Message, 0x77:e356d0424adaa71c,Timestamp,Amplitude
,,1739209587.8818562,-38.13080360867914
,,1739209587.8818588,-32.816014438256545
,,1739209587.8818617,-38.13080360867914
,,1739209587.8818643,-45.120503652039325
,,1739209587.881867,-38.13080360867914
,,1739209587.8818698,-45.120503652039325
,,1739209587.8818724,-45.120503652039325
,,1739209587.881875,-45.120503652039325
,,1739209587.881878,-45.120503652039325
,,1739209587.8818803,-35.57807855764607
,,1739209587.8818834,-38.13080360867914
,,1739209587.881886,-35.57807855764607
,,1739209587.8818886,-45.120503652039325
,,1739209587.8818915,-29.438486411369333
,,1739209587.881894,-35.57807855764607
,,1739209587.881897,-45.120503652039325
,,1739209587.8818996,-38.13080360867914
,,1739209587.8819022,-35.57807855764607
,,1739209587.881905,-38.13080360867914
,,1739209587.8819077,-45.120503652039325
,,1739209587.8819106,-33.981070128970906
,,1739209587.8819132,-38.13080360867914
,,1739209587.8819158,-45.120503652039325
,,1739209587.881919,-45.120503652039325
,,1739209587.8819213,-45.120503652039325
,,1739209587.8819242,-45.120503652039325
,,1739209587.8819268,-38.13080360867914
,,1739209587.8819294,-45.120503652039325
,,1739209587.8819325,-45.120503652039325
,,1739209587.881935,-28.58837851428586
,,1739209587.8819375,-31.141103565318915
,,1739209587.8819404,-45.120503652039325
,,1739209587.881943,-38.13080360867914
,,1739209587.8819458,-31.141103565318893
,,1739209587.8819485,-45.120503652039325
,,1739209587.881951,-45.120503652039325
,,1739209587.881954,-45.120503652039325
,,1739209587.8819566,-45.120503652039325
,,1739209587.8819594,-45.120503652039325
,,1739209587.881962,-45.120503652039325
,,1739209587.8819647,-45.120503652039325
,,1739209587.8819675,-45.120503652039325
,,1739209587.8819702,-45.120503652039325
,,1739209587.881973,-38.13080360867914
,,1739209587.8819757,-45.120503652039325
,,1739209587.8819785,-33.981070128970906
,,1739209587.8819811,-28.992665084841946
,,1739209587.8819838,-38.13080360867914
,,1739209587.8819866,-27.267205301931607
,,1739209587.8819892,-19.45023999044868
,,1739209587.881992,-14.608978427565477
,,1739209587.8819947,-28.992665084841946
,,1739209587.881997,-45.120503652039325
,,1739209587.8820002,-38.13080360867914
,,1739209587.8820028,-45.120503652039325
,,1739209587.8820057,-38.13080360867914
,,1739209587.8820083,-38.13080360867914
,,1739209587.882011,-32.816014438256545
,,1739209587.8820138,-33.981070128970906
,,1739209587.8820164,-45.120503652039325
,,1739209587.882019,-33.981070128970906
,,1739209587.882022,-45.120503652039325
,,1739209587.8820243,-45.120503652039325
,,1739209587.8820274,-38.13080360867914
