CAN Message, 0x98:0000f12ae49dbd15,Timestamp,Amplitude
,,1739209701.9805326,-45.120503652039325
,,1739209701.9805355,-38.13080360867914
,,1739209701.9805386,-38.13080360867914
,,1739209701.9805417,-45.120503652039325
,,1739209701.9805446,-45.120503652039325
,,1739209701.9805474,-35.57807855764607
,,1739209701.9805503,-38.13080360867914
,,1739209701.9805534,-45.120503652039325
,,1739209701.9805562,-33.981070128970906
,,1739209701.980559,-35.57807855764607
,,1739209701.9805622,-38.13080360867914
,,1739209701.9805653,-38.13080360867914
,,1739209701.9805682,-35.57807855764607
,,1739209701.9805713,-45.120503652039325
,,1739209701.980574,-45.120503652039325
,,1739209701.9805772,-33.981070128970906
,,1739209701.98058,-45.120503652039325
,,1739209701.9805832,-45.120503652039325
,,1739209701.980586,-45.120503652039325
,,1739209701.9805892,-35.57807855764607
,,1739209701.980592,-45.120503652039325
,,1739209701.980595,-26.991370085610736
,,1739209701.980598,-29.438486411369333
,,1739209701.980601,-45.120503652039325
,,1739209701.980604,-38.13080360867914
,,1739209701.980607,-38.13080360867914
,,1739209701.98061,-32.816014438256545
,,1739209701.980613,-45.120503652039325
,,1739209701.980616,-38.13080360867914
,,1739209701.980619,-38.13080360867914
,,1739209701.9806218,-45.120503652039325
,,1739209701.980625,-45.120503652039325
,,1739209701.9806278,-38.13080360867914
,,1739209701.9806309,-31.141103565318915
,,1739209701.9806335,-38.13080360867914
,,1739209701.9806368,-38.13080360867914
,,1739209701.9806397,-35.57807855764607
,,1739209701.9806428,-38.13080360867914
,,1739209701.9806457,-45.120503652039325
,,1739209701.9806488,-33.981070128970906
,,1739209701.9806516,-38.13080360867914
,,1739209701.9806547,-38.13080360867914
,,1739209701.9806576,-45.120503652039325
,,1739209701.980661,-45.120503652039325
,,1739209701.9806635,-33.981070128970906
,,1739209701.9806666,-31.141103565318915
,,1739209701.9806695,-45.120503652039325
,,1739209701.9806726,-33.981070128970906
,,1739209701.9806757,-45.120503652039325
,,1739209701.9806786,-24.589719217205094
,,1739209701.9806814,-11.962898745381946
,,1739209701.9806845,-33.981070128970906
,,1739209701.9806874,-45.120503652039325
,,1739209701.9806905,-33.981070128970906
,,1739209701.980693,-35.57807855764607
,,1739209701.9806964,-38.13080360867914
,,1739209701.9806993,-32.816014438256545
,,1739209701.9807024,-26.99137008561072
,,1739209701.9807053,-38.13080360867914
,,1739209701.9807084,-45.120503652039325
,,1739209701.9807112,-38.13080360867914
,,1739209701.9807143,-38.13080360867914
,,1739209701.9807172,-38.13080360867914
,,1739209701.9807203,-38.13080360867914
,,1739209701.9807231,-33.981070128970906
,,1739209701.9807262,-31.141103565318915
,,1739209701.980729,-38.13080360867914
,,1739209701.9807322,-33.981070128970906
,,1739209701.980735,-38.13080360867914
,,1739209701.9807382,-38.13080360867914
,,1739209701.980741,-45.120503652039325
,,1739209701.980744,-38.13080360867914
,,1739209701.980747,-30.49652367304973
,,1739209701.98075,-38.13080360867914
,,1739209701.980753,-38.13080360867914
,,1739209701.980756,-38.13080360867914
