CAN Message, 0x1bb:000092a37ebd88af,Timestamp,Amplitude
,,1739209838.70095,-38.13080360867914
,,1739209838.7009556,-38.13080360867914
,,1739209838.700961,-45.120503652039325
,,1739209838.7009666,-45.120503652039325
,,1739209838.7009723,-45.120503652039325
,,1739209838.7009778,-45.120503652039325
,,1739209838.7009833,-38.13080360867914
,,1739209838.7009888,-33.981070128970906
,,1739209838.7009945,-45.120503652039325
,,1739209838.701,-45.120503652039325
,,1739209838.7010057,-45.120503652039325
,,1739209838.701011,-38.13080360867914
,,1739209838.7010164,-45.120503652039325
,,1739209838.701022,-45.120503652039325
,,1739209838.7010276,-38.13080360867914
,,1739209838.701033,-28.992665084841946
,,1739209838.7010386,-31.141103565318915
,,1739209838.701044,-45.120503652039325
,,1739209838.7010498,-45.120503652039325
,,1739209838.7010553,-38.13080360867914
,,1739209838.7010608,-32.816014438256545
,,1739209838.7010665,-38.13080360867914
,,1739209838.7010715,-38.13080360867914
,,1739209838.7010777,-38.13080360867914
,,1739209838.701083,-45.120503652039325
,,1739209838.7010884,-45.120503652039325
,,1739209838.701094,-45.120503652039325
,,1739209838.7010994,-45.120503652039325
,,1739209838.701105,-45.120503652039325
,,1739209838.7011106,-45.120503652039325
,,1739209838.701116,-45.120503652039325
,,1739209838.7011216,-45.120503652039325
,,1739209838.701127,-45.120503652039325
,,1739209838.7011328,-45.120503652039325
,,1739209838.7011385,-38.13080360867914
,,1739209838.7011435,-38.13080360867914
,,1739209838.7011492,-45.120503652039325
,,1739209838.7011547,-45.120503652039325
,,1739209838.7011604,-38.13080360867914
,,1739209838.701166,-33.981070128970906
,,1739209838.7011714,-26.99137008561072
,,1739209838.701177,-38.13080360867914
,,1739209838.7011824,-38.13080360867914
,,1739209838.701188,-38.13080360867914
,,1739209838.7011936,-35.57807855764607
,,1739209838.701199,-38.13080360867914
,,1739209838.7012043,-38.13080360867914
,,1739209838.7012105,-38.13080360867914
,,1739209838.7012155,-38.13080360867914
