CAN Message, 0x39:028fcf7060fd162e,Timestamp,Amplitude
,,1739209869.3256888,-30.49652367304973
,,1739209869.3256931,-38.13080360867914
,,1739209869.3256972,-45.120503652039325
,,1739209869.3257017,-45.120503652039325
,,1739209869.3257058,-45.120503652039325
,,1739209869.3257098,-45.120503652039325
,,1739209869.325714,-45.120503652039325
,,1739209869.3257182,-38.13080360867914
,,1739209869.3257225,-35.57807855764607
,,1739209869.3257265,-38.13080360867914
,,1739209869.3257308,-38.13080360867914
,,1739209869.325735,-45.120503652039325
,,1739209869.3257391,-32.816014438256545
,,1739209869.3257434,-38.13080360867914
,,1739209869.3257475,-45.120503652039325
,,1739209869.3257518,-32.816014438256545
,,1739209869.325756,-38.13080360867914
,,1739209869.32576,-38.13080360867914
,,1739209869.3257644,-38.13080360867914
,,1739209869.3257685,-45.120503652039325
,,1739209869.3257728,-45.120503652039325
,,1739209869.325777,-45.120503652039325
,,1739209869.325781,-33.981070128970906
,,1739209869.3257854,-33.981070128970906
,,1739209869.3257897,-45.120503652039325
,,1739209869.3257935,-38.13080360867914
,,1739209869.325798,-38.13080360867914
,,1739209869.325802,-38.13080360867914
,,1739209869.3258064,-45.120503652039325
,,1739209869.3258104,-45.120503652039325
,,1739209869.3258147,-38.13080360867914
,,1739209869.325819,-45.120503652039325
,,1739209869.325823,-35.57807855764607
,,1739209869.3258274,-38.13080360867914
,,1739209869.3258314,-45.120503652039325
,,1739209869.3258357,-45.120503652039325
,,1739209869.32584,-28.992665084841946
,,1739209869.325844,-32.816014438256545
,,1739209869.3258483,-45.120503652039325
,,1739209869.3258524,-38.13080360867914
,,1739209869.3258567,-35.57807855764607
,,1739209869.3258607,-38.13080360867914
,,1739209869.325865,-45.120503652039325
,,1739209869.325869,-45.120503652039325
,,1739209869.3258734,-38.13080360867914
,,1739209869.3258777,-45.120503652039325
,,1739209869.3258815,-38.13080360867914
,,1739209869.325886,-45.120503652039325
,,1739209869.3258903,-30.49652367304973
,,1739209869.3258944,-29.43848641136937
,,1739209869.3258986,-14.912748770103716
,,1739209869.3259027,-31.141103565318915
,,1739209869.325907,-45.120503652039325
,,1739209869.3259113,-38.13080360867914
,,1739209869.325915,-35.57807855764607
,,1739209869.3259196,-38.13080360867914
,,1739209869.3259237,-45.120503652039325
,,1739209869.325928,-31.141103565318915
,,1739209869.3259325,-35.57807855764607
,,1739209869.3259363,-38.13080360867914
,,1739209869.3259406,-38.13080360867914
,,1739209869.325945,-33.981070128970906
,,1739209869.325949,-45.120503652039325
,,1739209869.3259532,-33.981070128970906
,,1739209869.3259573,-45.120503652039325
,,1739209869.3259616,-26.03565346325281
,,1739209869.3259656,-45.120503652039325
,,1739209869.32597,-38.13080360867914
,,1739209869.325974,-35.57807855764607
,,1739209869.3259785,-33.981070128970906
,,1739209869.3259826,-45.120503652039325
,,1739209869.3259866,-45.120503652039325
,,1739209869.325991,-45.120503652039325
,,1739209869.325995,-28.992665084841946
,,1739209869.3259993,-28.58837851428586
,,1739209869.3260036,-38.13080360867914
,,1739209869.3260076,-45.120503652039325
,,1739209869.326012,-45.120503652039325
,,1739209869.326016,-31.141103565318943
,,1739209869.3260202,-38.13080360867914
,,1739209869.3260243,-38.13080360867914
,,1739209869.3260286,-23.16150712794696
,,1739209869.3260329,-31.141103565318915
,,1739209869.326037,-45.120503652039325
,,1739209869.3260412,-45.120503652039325
,,1739209869.3260455,-38.13080360867914
,,1739209869.3260496,-45.120503652039325
,,1739209869.326054,-45.120503652039325
,,1739209869.326058,-35.57807855764607
,,1739209869.3260622,-38.13080360867914
,,1739209869.3260665,-45.120503652039325
,,1739209869.3260703,-38.13080360867914
,,1739209869.3260748,-38.13080360867914
,,1739209869.326079,-30.49652367304973
,,1739209869.3260832,-38.13080360867914
,,1739209869.3260872,-38.13080360867914
,,1739209869.3260915,-45.120503652039325
,,1739209869.3260958,-35.57807855764607
,,1739209869.3261,-33.981070128970906
,,1739209869.3261042,-35.57807855764607
,,1739209869.3261082,-45.120503652039325
,,1739209869.3261125,-31.141103565318915
,,1739209869.3261168,-20.27750525857143
,,1739209869.3261209,-27.267205301931607
,,1739209869.3261251,-45.120503652039325
,,1739209869.3261292,-38.13080360867914
,,1739209869.3261335,-30.49652367304973
,,1739209869.3261378,-20.001670042250534
,,1739209869.3261418,-21.67658091518819
,,1739209869.326146,-32.816014438256545
,,1739209869.3261502,-35.57807855764607
,,1739209869.3261545,-38.13080360867914
,,1739209869.3261588,-45.120503652039325
,,1739209869.3261628,-45.120503652039325
,,1739209869.326167,-38.13080360867914
,,1739209869.3261712,-45.120503652039325
,,1739209869.3261757,-24.589719217205094
,,1739209869.3261795,-18.83661435153617
,,1739209869.3261838,-45.120503652039325
,,1739209869.326188,-38.13080360867914
,,1739209869.326192,-38.13080360867914
,,1739209869.3261964,-45.120503652039325
,,1739209869.3262005,-28.58837851428589
,,1739209869.3262048,-32.816014438256545
,,1739209869.326209,-38.13080360867914
,,1739209869.3262131,-24.589719217205094
,,1739209869.3262174,-13.643740409628307
,,1739209869.3262217,-12.441749458850314
,,1739209869.3262258,-24.438645034577675
,,1739209869.32623,-38.13080360867914
,,1739209869.326234,-45.120503652039325
,,1739209869.3262384,-45.120503652039325
,,1739209869.3262424,-38.13080360867914
,,1739209869.3262467,-45.120503652039325
,,1739209869.326251,-45.120503652039325
,,1739209869.326255,-32.816014438256545
,,1739209869.3262594,-35.57807855764607
,,1739209869.3262634,-30.49652367304973
,,1739209869.3262675,-24.151403521958727
,,1739209869.326272,-35.57807855764607
,,1739209869.326276,-38.13080360867914
,,1739209869.3262804,-45.120503652039325
,,1739209869.3262844,-35.57807855764607
,,1739209869.3262887,-38.13080360867914
,,1739209869.326293,-45.120503652039325
,,1739209869.326297,-35.57807855764607
,,1739209869.326301,-27.8777449560314
,,1739209869.3263054,-45.120503652039325
,,1739209869.3263097,-45.120503652039325
,,1739209869.3263135,-33.981070128970906
,,1739209869.326318,-26.99137008561072
,,1739209869.3263223,-45.120503652039325
,,1739209869.3263264,-35.57807855764607
,,1739209869.326331,-38.13080360867914
,,1739209869.3263347,-33.981070128970906
,,1739209869.326339,-14.96271608814888
,,1739209869.3263433,-20.16506027657481
,,1739209869.3263474,-35.57807855764607
,,1739209869.3263516,-26.99137008561072
,,1739209869.3263557,-38.13080360867914
,,1739209869.32636,-45.120503652039325
,,1739209869.3263645,-38.13080360867914
,,1739209869.3263683,-29.438486411369333
,,1739209869.3263726,-33.981070128970906
,,1739209869.326377,-38.13080360867914
,,1739209869.326381,-38.13080360867914
,,1739209869.3263853,-25.826314394896357
,,1739209869.3263893,-38.13080360867914
,,1739209869.3263936,-45.120503652039325
,,1739209869.3263977,-45.120503652039325
,,1739209869.326402,-24.15140352195872
,,1739209869.3264062,-28.992665084841946
,,1739209869.3264103,-45.120503652039325
,,1739209869.3264146,-38.13080360867914
,,1739209869.3264186,-32.816014438256545
,,1739209869.326423,-38.13080360867914
,,1739209869.326427,-45.120503652039325
,,1739209869.3264313,-38.13080360867914
,,1739209869.3264356,-45.120503652039325
,,1739209869.3264396,-38.13080360867914
,,1739209869.326444,-33.981070128970906
,,1739209869.326448,-38.13080360867914
,,1739209869.3264525,-33.981070128970906
,,1739209869.3264563,-31.141103565318915
,,1739209869.3264606,-26.991370085610736
