CAN Message, 0x1bb:00004f3e76e1659a,Timestamp,Amplitude
,,1739209695.0405653,-38.13080360867914
,,1739209695.04057,-45.120503652039325
,,1739209695.040575,-45.120503652039325
,,1739209695.0405798,-32.816014438256545
,,1739209695.0405848,-38.13080360867914
,,1739209695.0405898,-45.120503652039325
,,1739209695.0405946,-45.120503652039325
,,1739209695.0405996,-32.816014438256545
,,1739209695.0406044,-38.13080360867914
,,1739209695.0406094,-45.120503652039325
,,1739209695.040614,-38.13080360867914
,,1739209695.0406191,-45.120503652039325
,,1739209695.040624,-45.120503652039325
,,1739209695.040629,-45.120503652039325
,,1739209695.040634,-38.13080360867914
,,1739209695.0406387,-38.13080360867914
,,1739209695.0406437,-31.141103565318915
,,1739209695.0406487,-45.120503652039325
,,1739209695.0406537,-38.13080360867914
,,1739209695.0406585,-32.816014438256545
,,1739209695.0406632,-45.120503652039325
,,1739209695.0406682,-45.120503652039325
,,1739209695.040673,-45.120503652039325
,,1739209695.040678,-45.120503652039325
,,1739209695.040683,-45.120503652039325
,,1739209695.0406878,-45.120503652039325
,,1739209695.0406928,-38.13080360867914
,,1739209695.0406976,-45.120503652039325
,,1739209695.0407026,-45.120503652039325
,,1739209695.040707,-45.120503652039325
,,1739209695.0407124,-45.120503652039325
,,1739209695.0407174,-38.13080360867914
,,1739209695.040722,-38.13080360867914
,,1739209695.0407271,-45.120503652039325
,,1739209695.040732,-45.120503652039325
,,1739209695.040737,-45.120503652039325
,,1739209695.040742,-33.981070128970906
,,1739209695.0407467,-45.120503652039325
,,1739209695.0407517,-45.120503652039325
,,1739209695.0407565,-45.120503652039325
,,1739209695.0407617,-38.13080360867914
,,1739209695.0407662,-38.13080360867914
,,1739209695.0407712,-45.120503652039325
,,1739209695.0407765,-45.120503652039325
,,1739209695.040781,-33.981070128970906
,,1739209695.040786,-38.13080360867914
,,1739209695.0407908,-45.120503652039325
,,1739209695.0407958,-38.13080360867914
,,1739209695.0408008,-45.120503652039325
,,1739209695.0408056,-28.58837851428586
,,1739209695.0408106,-8.962054823292272
,,1739209695.0408154,-18.192034459266992
,,1739209695.0408204,-24.589719217205094
,,1739209695.0408251,-38.13080360867914
,,1739209695.04083,-33.981070128970906
,,1739209695.0408351,-33.981070128970906
,,1739209695.04084,-32.816014438256545
,,1739209695.040845,-45.120503652039325
,,1739209695.0408497,-38.13080360867914
,,1739209695.0408547,-33.981070128970906
,,1739209695.0408597,-25.25278630937684
,,1739209695.0408645,-45.120503652039325
,,1739209695.0408697,-38.13080360867914
,,1739209695.0408742,-35.57807855764607
,,1739209695.0408792,-33.981070128970906
,,1739209695.040884,-45.120503652039325
,,1739209695.040889,-33.981070128970906
,,1739209695.040894,-33.981070128970906
,,1739209695.0408988,-45.120503652039325
,,1739209695.0409038,-45.120503652039325
,,1739209695.0409086,-33.981070128970906
,,1739209695.0409136,-38.13080360867914
,,1739209695.0409184,-33.981070128970906
,,1739209695.0409234,-33.981070128970906
,,1739209695.0409284,-19.89606131697609
,,1739209695.0409331,-38.13080360867914
,,1739209695.040938,-26.99137008561072
