CAN Message, 0x1bb:000034e05b856119,Timestamp,Amplitude
,,1739209730.5542006,-38.13080360867914
,,1739209730.5542011,-45.120503652039325
,,1739209730.5542014,-38.13080360867914
,,1739209730.5542016,-35.57807855764607
,,1739209730.554202,-38.13080360867914
,,1739209730.5542023,-32.816014438256545
,,1739209730.5542026,-32.816014438256545
,,1739209730.554203,-45.120503652039325
,,1739209730.5542033,-38.13080360867914
,,1739209730.5542035,-35.57807855764607
,,1739209730.554204,-31.141103565318915
,,1739209730.5542042,-45.120503652039325
,,1739209730.5542047,-45.120503652039325
,,1739209730.554205,-45.120503652039325
,,1739209730.5542052,-45.120503652039325
,,1739209730.5542057,-45.120503652039325
,,1739209730.554206,-45.120503652039325
,,1739209730.554206,-45.120503652039325
,,1739209730.5542066,-38.13080360867914
,,1739209730.5542068,-38.13080360867914
,,1739209730.554207,-45.120503652039325
,,1739209730.5542076,-45.120503652039325
,,1739209730.5542078,-45.120503652039325
,,1739209730.554208,-45.120503652039325
,,1739209730.5542085,-45.120503652039325
,,1739209730.5542088,-35.57807855764607
,,1739209730.554209,-31.141103565318915
,,1739209730.5542097,-38.13080360867914
,,1739209730.5542097,-38.13080360867914
,,1739209730.55421,-35.57807855764607
,,1739209730.5542104,-35.57807855764607
,,1739209730.554211,-45.120503652039325
,,1739209730.554211,-45.120503652039325
,,1739209730.5542114,-45.120503652039325
,,1739209730.5542116,-45.120503652039325
,,1739209730.554212,-35.57807855764607
,,1739209730.5542123,-38.13080360867914
,,1739209730.5542126,-45.120503652039325
,,1739209730.5542128,-45.120503652039325
,,1739209730.5542133,-38.13080360867914
,,1739209730.5542135,-38.13080360867914
,,1739209730.5542138,-45.120503652039325
,,1739209730.5542142,-38.13080360867914
,,1739209730.5542145,-38.13080360867914
,,1739209730.5542147,-45.120503652039325
,,1739209730.5542152,-45.120503652039325
,,1739209730.5542154,-38.13080360867914
,,1739209730.5542157,-45.120503652039325
,,1739209730.554216,-38.13080360867914
,,1739209730.5542164,-33.981070128970906
,,1739209730.5542169,-20.10991102986178
,,1739209730.554217,-19.45023999044868
,,1739209730.554217,-33.981070128970906
,,1739209730.5542178,-38.13080360867914
,,1739209730.554218,-38.13080360867914
,,1739209730.5542183,-38.13080360867914
,,1739209730.5542188,-45.120503652039325
,,1739209730.554219,-45.120503652039325
,,1739209730.5542192,-27.87774495603141
,,1739209730.5542195,-38.13080360867914
,,1739209730.55422,-38.13080360867914
,,1739209730.5542202,-45.120503652039325
,,1739209730.554221,-45.120503652039325
,,1739209730.554221,-32.816014438256545
,,1739209730.5542212,-38.13080360867914
,,1739209730.5542216,-35.57807855764607
,,1739209730.554222,-33.981070128970906
,,1739209730.554222,-45.120503652039325
,,1739209730.5542226,-35.57807855764607
,,1739209730.5542228,-38.13080360867914
,,1739209730.554223,-29.438486411369347
,,1739209730.5542235,-45.120503652039325
,,1739209730.5542238,-38.13080360867914
,,1739209730.554224,-45.120503652039325
,,1739209730.5542245,-26.487275050834725
,,1739209730.5542247,-35.57807855764607
,,1739209730.554225,-38.13080360867914
,,1739209730.5542254,-45.120503652039325
,,1739209730.5542257,-32.816014438256545
,,1739209730.554226,-23.16150712794695
,,1739209730.5542264,-45.120503652039325
,,1739209730.5542266,-35.57807855764607
,,1739209730.5542269,-38.13080360867914
,,1739209730.5542274,-38.13080360867914
,,1739209730.5542276,-38.13080360867914
,,1739209730.5542278,-45.120503652039325
,,1739209730.5542283,-33.981070128970906
,,1739209730.5542283,-45.120503652039325
,,1739209730.554229,-45.120503652039325
,,1739209730.5542293,-45.120503652039325
,,1739209730.5542295,-45.120503652039325
,,1739209730.55423,-45.120503652039325
,,1739209730.5542302,-45.120503652039325
,,1739209730.5542305,-45.120503652039325
,,1739209730.554231,-32.816014438256545
,,1739209730.5542312,-35.57807855764607
,,1739209730.5542314,-38.13080360867914
,,1739209730.554232,-35.57807855764607
,,1739209730.554232,-38.13080360867914
,,1739209730.5542324,-33.98107012897096
,,1739209730.5542328,-45.120503652039325
,,1739209730.554233,-45.120503652039325
,,1739209730.5542333,-38.13080360867914
,,1739209730.5542338,-23.506823629689546
,,1739209730.554234,-33.981070128970906
,,1739209730.5542345,-45.120503652039325
,,1739209730.5542347,-28.992665084841946
,,1739209730.554235,-24.589719217205094
,,1739209730.5542352,-18.83661435153617
,,1739209730.5542357,-31.141103565318915
,,1739209730.554236,-45.120503652039325
,,1739209730.5542362,-45.120503652039325
,,1739209730.554237,-38.13080360867914
,,1739209730.554237,-45.120503652039325
,,1739209730.5542371,-28.992665084841946
,,1739209730.5542376,-27.267205301931607
,,1739209730.5542378,-35.57807855764607
,,1739209730.554238,-22.74004262075133
,,1739209730.5542386,-38.13080360867914
,,1739209730.5542388,-31.141103565318915
,,1739209730.554239,-45.120503652039325
,,1739209730.5542395,-33.981070128970906
