CAN Message, 0x150:05007ebfc000d44e,Timestamp,Amplitude
,,1739209899.2730746,-33.98107012897096
,,1739209899.2730768,-45.120503652039325
,,1739209899.273079,-22.54371790334745
,,1739209899.273081,-25.82631439489636
,,1739209899.2730832,-45.120503652039325
,,1739209899.2730854,-30.49652367304973
,,1739209899.2730875,-28.21854285175415
,,1739209899.2730896,-31.141103565318915
,,1739209899.2730918,-38.13080360867914
,,1739209899.273094,-28.218542851754165
,,1739209899.273096,-32.816014438256545
,,1739209899.2730982,-32.816014438256545
,,1739209899.2731004,-31.141103565318943
,,1739209899.2731028,-33.98107012897096
,,1739209899.273105,-45.120503652039325
,,1739209899.273107,-38.13080360867914
,,1739209899.2731092,-28.58837851428589
,,1739209899.273111,-45.120503652039325
,,1739209899.2731135,-33.981070128970906
,,1739209899.2731156,-28.992665084841946
,,1739209899.2731178,-27.87774495603141
,,1739209899.27312,-27.877744956031417
,,1739209899.273122,-31.141103565318893
,,1739209899.2731242,-33.98107012897096
,,1739209899.2731264,-38.13080360867914
,,1739209899.2731285,-32.81601443825658
,,1739209899.273131,-32.816014438256545
,,1739209899.273133,-25.25278630937684
,,1739209899.2731352,-32.81601443825658
,,1739209899.273137,-45.120503652039325
,,1739209899.2731397,-45.120503652039325
,,1739209899.2731416,-45.120503652039325
,,1739209899.2731438,-28.992665084841967
,,1739209899.273146,-24.589719217205094
,,1739209899.273148,-29.438486411369333
,,1739209899.2731502,-31.141103565318915
,,1739209899.2731524,-38.13080360867914
,,1739209899.2731545,-45.120503652039325
,,1739209899.2731566,-25.82631439489636
,,1739209899.2731588,-27.267205301931607
,,1739209899.273161,-38.13080360867914
,,1739209899.2731633,-38.13080360867914
,,1739209899.2731657,-23.50682362968953
,,1739209899.2731676,-35.57807855764607
,,1739209899.2731698,-35.57807855764607
,,1739209899.273172,-32.81601443825658
,,1739209899.273174,-33.981070128970906
,,1739209899.2731762,-38.13080360867914
,,1739209899.2731783,-24.151403521958727
,,1739209899.2731805,-13.001292808954194
,,1739209899.2731826,-10.34205888865171
,,1739209899.2731848,-18.598040242006057
,,1739209899.273187,-25.82631439489636
,,1739209899.273189,-38.13080360867914
,,1739209899.2731912,-26.487275050834725
,,1739209899.2731934,-31.141103565318915
,,1739209899.2731955,-25.82631439489636
,,1739209899.273198,-29.438486411369357
,,1739209899.2732,-33.981070128970906
,,1739209899.2732022,-29.438486411369347
,,1739209899.2732043,-45.120503652039325
,,1739209899.2732065,-25.62660358559016
,,1739209899.2732086,-25.077289914212862
,,1739209899.2732108,-33.981070128970906
,,1739209899.273213,-35.57807855764607
,,1739209899.273215,-38.13080360867914
,,1739209899.2732172,-38.13080360867914
,,1739209899.273219,-28.992665084841946
,,1739209899.2732215,-33.981070128970906
,,1739209899.2732236,-45.120503652039325
,,1739209899.273226,-45.120503652039325
,,1739209899.2732282,-32.81601443825658
,,1739209899.2732303,-23.273589343863318
,,1739209899.2732325,-18.836614351536173
,,1739209899.2732346,-24.15140352195873
,,1739209899.2732368,-27.267205301931607
,,1739209899.273239,-23.38864096791655
,,1739209899.273241,-32.816014438256545
,,1739209899.2732432,-9.23554564196719
,,1739209899.273245,-16.306657084333562
,,1739209899.2732477,-33.98107012897096
,,1739209899.2732496,-25.62660358559016
,,1739209899.2732518,-35.57807855764607
,,1739209899.273254,-29.438486411369333
,,1739209899.273256,-35.57807855764607
,,1739209899.2732584,-27.267205301931607
,,1739209899.2732606,-23.75329798047522
