CAN Message, 0x39:0ab806eee690af7c,Timestamp,Amplitude
,,1739209586.6973112,-45.120503652039325
,,1739209586.697316,-45.120503652039325
,,1739209586.6973207,-45.120503652039325
,,1739209586.6973257,-38.13080360867914
,,1739209586.6973305,-45.120503652039325
,,1739209586.6973352,-29.438486411369333
,,1739209586.69734,-32.816014438256545
,,1739209586.6973448,-38.13080360867914
,,1739209586.6973495,-35.57807855764607
,,1739209586.6973546,-38.13080360867914
,,1739209586.697359,-45.120503652039325
,,1739209586.697364,-45.120503652039325
,,1739209586.6973689,-45.120503652039325
,,1739209586.6973736,-45.120503652039325
,,1739209586.6973784,-38.13080360867914
,,1739209586.6973834,-45.120503652039325
,,1739209586.6973882,-38.13080360867914
,,1739209586.697393,-38.13080360867914
,,1739209586.6973977,-45.120503652039325
,,1739209586.6974025,-35.57807855764607
,,1739209586.6974075,-38.13080360867914
,,1739209586.6974125,-45.120503652039325
,,1739209586.697417,-45.120503652039325
,,1739209586.6974218,-45.120503652039325
,,1739209586.6974266,-45.120503652039325
,,1739209586.697431,-45.120503652039325
,,1739209586.6974363,-45.120503652039325
,,1739209586.697441,-35.57807855764607
,,1739209586.697446,-38.13080360867914
,,1739209586.6974506,-32.816014438256545
,,1739209586.6974554,-38.13080360867914
,,1739209586.6974604,-45.120503652039325
,,1739209586.6974652,-38.13080360867914
,,1739209586.69747,-38.13080360867914
,,1739209586.6974747,-38.13080360867914
,,1739209586.6974795,-45.120503652039325
,,1739209586.6974845,-38.13080360867914
,,1739209586.6974893,-45.120503652039325
,,1739209586.697494,-45.120503652039325
,,1739209586.6974988,-32.816014438256545
,,1739209586.6975036,-38.13080360867914
,,1739209586.6975083,-38.13080360867914
,,1739209586.697513,-38.13080360867914
,,1739209586.697518,-38.13080360867914
,,1739209586.6975229,-38.13080360867914
,,1739209586.6975276,-38.13080360867914
,,1739209586.6975324,-38.13080360867914
,,1739209586.6975372,-35.57807855764607
,,1739209586.6975422,-33.981070128970906
,,1739209586.697547,-33.981070128970906
,,1739209586.6975515,-9.77389789375485
,,1739209586.6975565,-19.49757500747454
,,1739209586.6975613,-30.49652367304973
,,1739209586.6975665,-38.13080360867914
,,1739209586.697571,-45.120503652039325
,,1739209586.6975758,-45.120503652039325
,,1739209586.6975806,-45.120503652039325
,,1739209586.697585,-38.13080360867914
,,1739209586.6975904,-32.816014438256545
,,1739209586.6975951,-38.13080360867914
,,1739209586.6976,-33.981070128970906
,,1739209586.697605,-45.120503652039325
,,1739209586.6976094,-45.120503652039325
,,1739209586.6976142,-38.13080360867914
,,1739209586.6976192,-45.120503652039325
,,1739209586.697624,-38.13080360867914
,,1739209586.6976287,-33.981070128970906
,,1739209586.6976335,-45.120503652039325
,,1739209586.6976385,-45.120503652039325
,,1739209586.6976433,-35.57807855764607
,,1739209586.697648,-38.13080360867914
,,1739209586.6976528,-38.13080360867914
,,1739209586.6976576,-38.13080360867914
,,1739209586.6976624,-32.81601443825658
,,1739209586.6976671,-16.17180708458677
,,1739209586.697672,-45.120503652039325
,,1739209586.697677,-32.816014438256545
,,1739209586.6976817,-45.120503652039325
,,1739209586.6976864,-23.38864096791655
,,1739209586.6976912,-8.157813684583964
,,1739209586.6976962,-25.077289914212862
,,1739209586.697701,-45.120503652039325
,,1739209586.6977055,-31.141103565318915
,,1739209586.6977105,-45.120503652039325
,,1739209586.6977153,-45.120503652039325
,,1739209586.69772,-45.120503652039325
,,1739209586.697725,-26.99137008561072
,,1739209586.6977298,-33.981070128970906
,,1739209586.6977346,-35.57807855764607
,,1739209586.6977394,-45.120503652039325
,,1739209586.697744,-38.13080360867914
,,1739209586.6977491,-38.13080360867914
,,1739209586.697754,-38.13080360867914
,,1739209586.697759,-35.57807855764607
,,1739209586.6977634,-26.99137008561072
,,1739209586.6977682,-33.981070128970906
,,1739209586.697773,-38.13080360867914
,,1739209586.697778,-38.13080360867914
,,1739209586.6977828,-31.141103565318915
,,1739209586.6977875,-38.13080360867914
,,1739209586.6977923,-33.981070128970906
,,1739209586.697797,-38.13080360867914
,,1739209586.697802,-22.84163660590256
,,1739209586.6978068,-19.35709014998136
,,1739209586.6978116,-38.13080360867914
,,1739209586.6978164,-32.816014438256545
,,1739209586.6978211,-31.141103565318943
,,1739209586.697826,-18.755624688505637
,,1739209586.697831,-10.160899703222238
,,1739209586.6978357,-45.120503652039325
,,1739209586.6978405,-31.141103565318915
,,1739209586.6978452,-45.120503652039325
,,1739209586.69785,-45.120503652039325
,,1739209586.697855,-45.120503652039325
,,1739209586.6978598,-33.981070128970906
,,1739209586.6978643,-45.120503652039325
,,1739209586.6978693,-33.981070128970906
,,1739209586.697874,-26.487275050834715
,,1739209586.6978788,-33.981070128970906
,,1739209586.6978838,-35.57807855764607
,,1739209586.6978886,-35.57807855764607
,,1739209586.6978934,-38.13080360867914
,,1739209586.697898,-38.13080360867914
,,1739209586.697903,-28.992665084841946
,,1739209586.697908,-45.120503652039325
,,1739209586.6979127,-38.13080360867914
,,1739209586.6979177,-38.13080360867914
,,1739209586.6979222,-19.35709014998136
,,1739209586.697927,-27.8777449560314
,,1739209586.6979318,-38.13080360867914
,,1739209586.6979368,-45.120503652039325
,,1739209586.6979415,-31.141103565318893
,,1739209586.6979463,-38.13080360867914
,,1739209586.697951,-45.120503652039325
,,1739209586.6979558,-45.120503652039325
,,1739209586.6979609,-38.13080360867914
,,1739209586.6979656,-38.13080360867914
,,1739209586.6979704,-38.13080360867914
,,1739209586.6979752,-33.981070128970906
,,1739209586.69798,-35.57807855764607
,,1739209586.6979847,-45.120503652039325
,,1739209586.6979897,-45.120503652039325
,,1739209586.6979945,-45.120503652039325
,,1739209586.6979992,-27.267205301931607
,,1739209586.698004,-45.120503652039325
,,1739209586.6980088,-45.120503652039325
,,1739209586.6980138,-45.120503652039325
,,1739209586.6980186,-38.13080360867914
,,1739209586.698023,-32.816014438256545
,,1739209586.698028,-45.120503652039325
,,1739209586.6980329,-27.267205301931607
,,1739209586.6980376,-18.877682693682605
,,1739209586.6980426,-45.120503652039325
,,1739209586.6980474,-31.141103565318893
,,1739209586.6980522,-31.141103565318943
,,1739209586.698057,-19.497575007474538
,,1739209586.6980617,-8.575850316837831
,,1739209586.6980667,-35.57807855764607
,,1739209586.6980717,-32.816014438256545
,,1739209586.6980762,-27.8777449560314
,,1739209586.698081,-38.13080360867914
,,1739209586.6980858,-38.13080360867914
,,1739209586.6980906,-45.120503652039325
,,1739209586.6980956,-38.13080360867914
,,1739209586.6981003,-45.120503652039325
,,1739209586.698105,-45.120503652039325
,,1739209586.69811,-45.120503652039325
,,1739209586.6981146,-25.25278630937684
,,1739209586.6981196,-45.120503652039325
,,1739209586.6981244,-45.120503652039325
,,1739209586.6981292,-33.981070128970906
,,1739209586.698134,-38.13080360867914
,,1739209586.6981387,-45.120503652039325
,,1739209586.6981435,-45.120503652039325
,,1739209586.6981485,-45.120503652039325
,,1739209586.6981533,-38.13080360867914
,,1739209586.698158,-45.120503652039325
,,1739209586.6981628,-33.981070128970906
,,1739209586.6981676,-45.120503652039325
,,1739209586.6981726,-22.17584139042336
,,1739209586.698177,-22.002965041481755
,,1739209586.698182,-45.120503652039325
,,1739209586.6981869,-38.13080360867914
,,1739209586.6981916,-23.506823629689546
,,1739209586.6981966,-15.133552068922738
,,1739209586.6982014,-11.516463104739906
,,1739209586.6982062,-25.62660358559016
,,1739209586.698211,-27.8777449560314
,,1739209586.6982155,-32.816014438256545
,,1739209586.6982205,-45.120503652039325
,,1739209586.6982255,-45.120503652039325
,,1739209586.6982305,-26.991370085610736
,,1739209586.698235,-27.8777449560314
,,1739209586.6982398,-45.120503652039325
,,1739209586.6982446,-24.589719217205094
,,1739209586.6982496,-38.13080360867914
,,1739209586.6982543,-35.57807855764607
,,1739209586.698259,-38.13080360867914
,,1739209586.698264,-33.981070128970906
,,1739209586.698269,-32.81601443825658
,,1739209586.6982734,-31.141103565318943
,,1739209586.6982784,-38.13080360867914
,,1739209586.6982832,-45.120503652039325
,,1739209586.698288,-38.13080360867914
,,1739209586.6982927,-45.120503652039325
,,1739209586.6982975,-45.120503652039325
,,1739209586.6983025,-35.57807855764607
,,1739209586.6983073,-24.589719217205094
,,1739209586.698312,-15.554017859987264
,,1739209586.6983168,-10.634986260023512
,,1739209586.6983216,-27.267205301931607
,,1739209586.6983263,-38.13080360867914
,,1739209586.6983314,-45.120503652039325
,,1739209586.698336,-38.13080360867914
,,1739209586.698341,-45.120503652039325
,,1739209586.6983457,-30.49652367304973
,,1739209586.6983504,-27.267205301931607
,,1739209586.6983554,-38.13080360867914
,,1739209586.6983602,-18.263086266016654
,,1739209586.698365,-38.13080360867914
,,1739209586.6983695,-33.98107012897096
,,1739209586.6983745,-32.816014438256545
,,1739209586.6983793,-38.13080360867914
,,1739209586.6983843,-8.760642534030957
,,1739209586.698389,-33.98107012897096
,,1739209586.6983938,-29.438486411369333
,,1739209586.6983986,-45.120503652039325
,,1739209586.6984034,-33.981070128970906
,,1739209586.6984084,-32.816014438256545
,,1739209586.6984131,-45.120503652039325
