CAN Message, 0x39:051e94638dba244a,Timestamp,Amplitude
,,1739209694.720525,-45.120503652039325
,,1739209694.7205262,-33.981070128970906
,,1739209694.7205276,-31.141103565318915
,,1739209694.720529,-45.120503652039325
,,1739209694.7205305,-45.120503652039325
,,1739209694.720532,-38.13080360867914
,,1739209694.7205334,-38.13080360867914
,,1739209694.7205346,-45.120503652039325
,,1739209694.720536,-45.120503652039325
,,1739209694.7205374,-45.120503652039325
,,1739209694.7205389,-38.13080360867914
,,1739209694.7205403,-38.13080360867914
,,1739209694.7205417,-38.13080360867914
,,1739209694.720543,-45.120503652039325
,,1739209694.7205443,-45.120503652039325
,,1739209694.7205458,-45.120503652039325
,,1739209694.7205472,-45.120503652039325
,,1739209694.7205486,-38.13080360867914
,,1739209694.7205498,-33.981070128970906
,,1739209694.7205513,-38.13080360867914
,,1739209694.7205527,-45.120503652039325
,,1739209694.720554,-45.120503652039325
,,1739209694.7205555,-45.120503652039325
,,1739209694.7205567,-38.13080360867914
,,1739209694.7205582,-45.120503652039325
,,1739209694.7205596,-33.981070128970906
,,1739209694.720561,-26.99137008561072
,,1739209694.7205625,-45.120503652039325
,,1739209694.7205637,-38.13080360867914
,,1739209694.720565,-38.13080360867914
,,1739209694.7205665,-38.13080360867914
,,1739209694.720568,-45.120503652039325
,,1739209694.7205694,-38.13080360867914
,,1739209694.7205706,-32.816014438256545
,,1739209694.720572,-38.13080360867914
,,1739209694.7205734,-45.120503652039325
,,1739209694.7205749,-38.13080360867914
,,1739209694.7205763,-38.13080360867914
,,1739209694.7205777,-45.120503652039325
,,1739209694.720579,-45.120503652039325
,,1739209694.7205803,-45.120503652039325
,,1739209694.7205818,-38.13080360867914
,,1739209694.7205832,-45.120503652039325
,,1739209694.7205846,-45.120503652039325
,,1739209694.7205858,-38.13080360867914
,,1739209694.7205873,-38.13080360867914
,,1739209694.7205887,-38.13080360867914
,,1739209694.72059,-38.13080360867914
,,1739209694.7205915,-30.49652367304973
,,1739209694.720593,-21.300333226290604
,,1739209694.7205942,-9.850652966439332
,,1739209694.7205956,-38.13080360867914
,,1739209694.720597,-38.13080360867914
,,1739209694.7205985,-45.120503652039325
,,1739209694.7206,-35.57807855764607
,,1739209694.720601,-38.13080360867914
,,1739209694.7206025,-45.120503652039325
,,1739209694.720604,-45.120503652039325
,,1739209694.7206054,-31.141103565318915
,,1739209694.7206068,-35.57807855764607
,,1739209694.720608,-38.13080360867914
,,1739209694.7206094,-38.13080360867914
,,1739209694.7206109,-38.13080360867914
,,1739209694.7206123,-38.13080360867914
,,1739209694.7206137,-38.13080360867914
,,1739209694.720615,-35.57807855764607
,,1739209694.7206163,-38.13080360867914
,,1739209694.7206178,-45.120503652039325
,,1739209694.7206192,-38.13080360867914
,,1739209694.7206206,-38.13080360867914
,,1739209694.720622,-33.981070128970906
,,1739209694.7206233,-45.120503652039325
,,1739209694.7206247,-31.141103565318915
,,1739209694.720626,-30.49652367304976
,,1739209694.7206275,-23.75329798047523
,,1739209694.720629,-31.141103565318893
,,1739209694.7206302,-45.120503652039325
,,1739209694.7206316,-45.120503652039325
,,1739209694.720633,-23.75329798047522
,,1739209694.7206345,-19.49757500747454
,,1739209694.720636,-38.13080360867914
,,1739209694.720637,-38.13080360867914
,,1739209694.7206385,-28.58837851428586
,,1739209694.72064,-30.49652367304973
,,1739209694.7206414,-45.120503652039325
,,1739209694.7206428,-38.13080360867914
,,1739209694.7206442,-35.57807855764607
,,1739209694.7206454,-38.13080360867914
,,1739209694.7206469,-45.120503652039325
,,1739209694.7206483,-35.57807855764607
,,1739209694.7206495,-33.98107012897096
,,1739209694.7206511,-38.13080360867914
,,1739209694.7206523,-35.57807855764607
,,1739209694.7206538,-45.120503652039325
,,1739209694.7206552,-35.57807855764607
,,1739209694.7206566,-29.438486411369333
,,1739209694.720658,-45.120503652039325
,,1739209694.7206593,-35.57807855764607
,,1739209694.7206607,-31.141103565318943
,,1739209694.720662,-28.58837851428589
,,1739209694.7206635,-30.49652367304973
,,1739209694.720665,-38.13080360867914
,,1739209694.7206664,-20.6957059613948
,,1739209694.7206676,-22.26493056196156
,,1739209694.720669,-45.120503652039325
,,1739209694.7206705,-31.141103565318893
,,1739209694.720672,-30.49652367304976
,,1739209694.720673,-15.403107743161506
,,1739209694.7206745,-16.517123586329355
,,1739209694.720676,-31.141103565318943
,,1739209694.7206774,-33.981070128970906
,,1739209694.7206788,-29.438486411369333
,,1739209694.7206802,-33.981070128970906
,,1739209694.7206817,-38.13080360867914
,,1739209694.7206829,-45.120503652039325
