CAN Message, 0x1a7:0000a121b0ebfc24,Timestamp,Amplitude
,,1739209841.0204544,-38.13080360867914
,,1739209841.0204575,-45.120503652039325
,,1739209841.0204606,-32.816014438256545
,,1739209841.0204637,-30.49652367304973
,,1739209841.0204668,-45.120503652039325
,,1739209841.02047,-38.13080360867914
,,1739209841.0204732,-38.13080360867914
,,1739209841.0204763,-45.120503652039325
,,1739209841.0204794,-45.120503652039325
,,1739209841.0204823,-45.120503652039325
,,1739209841.0204856,-45.120503652039325
,,1739209841.0204887,-35.57807855764607
,,1739209841.0204918,-38.13080360867914
,,1739209841.020495,-38.13080360867914
,,1739209841.020498,-38.13080360867914
,,1739209841.0205014,-32.816014438256545
,,1739209841.0205045,-38.13080360867914
,,1739209841.0205076,-45.120503652039325
,,1739209841.020511,-38.13080360867914
,,1739209841.0205138,-38.13080360867914
,,1739209841.0205169,-33.981070128970906
,,1739209841.02052,-38.13080360867914
,,1739209841.020523,-38.13080360867914
,,1739209841.0205262,-45.120503652039325
,,1739209841.0205293,-45.120503652039325
,,1739209841.0205326,-45.120503652039325
,,1739209841.0205357,-45.120503652039325
,,1739209841.0205388,-35.57807855764607
,,1739209841.020542,-38.13080360867914
,,1739209841.020545,-45.120503652039325
,,1739209841.020548,-38.13080360867914
,,1739209841.0205512,-38.13080360867914
,,1739209841.0205543,-45.120503652039325
,,1739209841.0205574,-45.120503652039325
,,1739209841.0205605,-45.120503652039325
,,1739209841.0205638,-45.120503652039325
,,1739209841.020567,-45.120503652039325
,,1739209841.02057,-45.120503652039325
,,1739209841.0205731,-38.13080360867914
,,1739209841.0205762,-33.981070128970906
,,1739209841.020579,-38.13080360867914
,,1739209841.0205824,-45.120503652039325
,,1739209841.0205855,-38.13080360867914
,,1739209841.0205886,-33.981070128970906
,,1739209841.020592,-38.13080360867914
,,1739209841.020595,-45.120503652039325
,,1739209841.0205982,-38.13080360867914
,,1739209841.0206013,-45.120503652039325
,,1739209841.0206044,-45.120503652039325
,,1739209841.0206077,-35.57807855764607
,,1739209841.0206106,-17.217652011706875
,,1739209841.0206137,-28.58837851428589
,,1739209841.0206168,-27.267205301931607
,,1739209841.02062,-38.13080360867914
,,1739209841.0206232,-45.120503652039325
,,1739209841.0206263,-38.13080360867914
,,1739209841.0206294,-38.13080360867914
,,1739209841.0206325,-45.120503652039325
,,1739209841.0206356,-45.120503652039325
,,1739209841.0206387,-38.13080360867914
,,1739209841.0206418,-35.57807855764607
,,1739209841.020645,-45.120503652039325
,,1739209841.020648,-38.13080360867914
,,1739209841.020651,-38.13080360867914
,,1739209841.0206544,-45.120503652039325
,,1739209841.0206575,-38.13080360867914
,,1739209841.0206606,-33.981070128970906
,,1739209841.0206635,-31.141103565318915
,,1739209841.0206668,-26.03565346325281
,,1739209841.02067,-38.13080360867914
,,1739209841.020673,-45.120503652039325
,,1739209841.020676,-45.120503652039325
,,1739209841.0206792,-33.981070128970906
,,1739209841.0206823,-31.141103565318915
,,1739209841.0206857,-21.598678470925663
,,1739209841.0206888,-38.13080360867914
,,1739209841.020692,-28.992665084841946
,,1739209841.020695,-45.120503652039325
,,1739209841.020698,-25.826314394896357
,,1739209841.0207012,-13.208789094753705
,,1739209841.0207045,-31.14110356531892
,,1739209841.0207074,-33.981070128970906
,,1739209841.0207105,-38.13080360867914
,,1739209841.0207138,-38.13080360867914
,,1739209841.020717,-31.141103565318915
,,1739209841.02072,-38.13080360867914
,,1739209841.020723,-45.120503652039325
,,1739209841.0207262,-45.120503652039325
,,1739209841.0207293,-33.98107012897096
,,1739209841.0207324,-45.120503652039325
,,1739209841.0207355,-45.120503652039325
,,1739209841.0207386,-38.13080360867914
,,1739209841.0207417,-45.120503652039325
,,1739209841.020745,-45.120503652039325
,,1739209841.020748,-35.57807855764607
,,1739209841.0207512,-32.816014438256545
,,1739209841.0207543,-33.981070128970906
,,1739209841.0207574,-45.120503652039325
,,1739209841.0207603,-33.981070128970906
,,1739209841.0207636,-38.13080360867914
,,1739209841.0207667,-29.438486411369333
,,1739209841.0207698,-38.13080360867914
,,1739209841.020773,-28.21854285175415
,,1739209841.0207765,-26.991370085610736
,,1739209841.0207794,-27.267205301931607
,,1739209841.0207825,-38.13080360867914
,,1739209841.0207856,-28.992665084841946
,,1739209841.020789,-19.13259858440814
,,1739209841.0207918,-18.598040242006057
,,1739209841.0207949,-25.82631439489636
,,1739209841.020798,-38.13080360867914
,,1739209841.020801,-38.13080360867914
,,1739209841.0208042,-31.141103565318915
,,1739209841.0208075,-38.13080360867914
,,1739209841.0208106,-45.120503652039325
,,1739209841.0208137,-33.981070128970906
,,1739209841.0208168,-45.120503652039325
,,1739209841.02082,-27.267205301931607
,,1739209841.020823,-38.13080360867914
,,1739209841.020826,-38.13080360867914
,,1739209841.0208292,-35.57807855764607
,,1739209841.0208323,-38.13080360867914
,,1739209841.0208356,-45.120503652039325
,,1739209841.0208387,-32.816014438256545
,,1739209841.0208418,-31.141103565318943
,,1739209841.020845,-26.991370085610768
,,1739209841.020848,-16.663323472372703
,,1739209841.0208511,-8.136887991488194
,,1739209841.0208542,-33.98107012897096
,,1739209841.020857,-29.438486411369333
,,1739209841.0208604,-35.57807855764607
,,1739209841.0208635,-38.13080360867914
,,1739209841.0208669,-45.120503652039325
,,1739209841.02087,-33.981070128970906
,,1739209841.020873,-38.13080360867914
,,1739209841.0208762,-38.13080360867914
,,1739209841.0208793,-45.120503652039325
,,1739209841.0208824,-33.981070128970906
,,1739209841.0208857,-35.57807855764607
,,1739209841.0208886,-38.13080360867914
,,1739209841.0208917,-33.981070128970906
,,1739209841.0208948,-38.13080360867914
,,1739209841.020898,-38.13080360867914
,,1739209841.0209012,-35.57807855764607
,,1739209841.0209043,-45.120503652039325
,,1739209841.0209074,-35.57807855764607
,,1739209841.0209105,-31.141103565318893
,,1739209841.0209136,-45.120503652039325
,,1739209841.0209167,-38.13080360867914
,,1739209841.0209198,-45.120503652039325
,,1739209841.020923,-29.438486411369333
,,1739209841.020926,-26.991370085610736
,,1739209841.020929,-38.13080360867914
,,1739209841.0209324,-38.13080360867914
,,1739209841.0209355,-31.141103565318915
,,1739209841.0209386,-19.54543163298272
,,1739209841.0209415,-16.81461696518784
,,1739209841.0209448,-28.992665084841946
,,1739209841.020948,-38.13080360867914
,,1739209841.020951,-38.13080360867914
,,1739209841.020954,-38.13080360867914
,,1739209841.0209577,-32.816014438256545
,,1739209841.0209606,-32.816014438256545
,,1739209841.0209637,-31.141103565318915
,,1739209841.0209668,-33.981070128970906
,,1739209841.02097,-23.38864096791655
,,1739209841.020973,-38.13080360867914
,,1739209841.020976,-38.13080360867914
,,1739209841.0209792,-38.13080360867914
,,1739209841.0209825,-35.57807855764607
,,1739209841.0209854,-38.13080360867914
,,1739209841.0209887,-45.120503652039325
,,1739209841.0209918,-31.141103565318915
,,1739209841.020995,-27.267205301931607
,,1739209841.020998,-21.598678470925663
,,1739209841.021001,-21.021172418726344
,,1739209841.0210042,-45.120503652039325
,,1739209841.0210073,-26.991370085610736
,,1739209841.0210104,-38.13080360867914
,,1739209841.0210135,-38.13080360867914
,,1739209841.0210166,-45.120503652039325
,,1739209841.02102,-45.120503652039325
,,1739209841.021023,-45.120503652039325
,,1739209841.021026,-32.816014438256545
,,1739209841.0210292,-23.16150712794696
,,1739209841.0210323,-32.81601443825658
,,1739209841.0210354,-32.816014438256545
,,1739209841.0210383,-45.120503652039325
,,1739209841.0210416,-35.57807855764607
,,1739209841.0210447,-26.99137008561072
,,1739209841.0210478,-45.120503652039325
,,1739209841.0210512,-38.13080360867914
,,1739209841.0210545,-45.120503652039325
,,1739209841.0210574,-26.487275050834725
,,1739209841.0210605,-11.33107666590492
,,1739209841.0210636,-35.57807855764607
,,1739209841.021067,-31.141103565318915
,,1739209841.0210698,-38.13080360867914
,,1739209841.0210729,-33.981070128970906
,,1739209841.021076,-38.13080360867914
,,1739209841.0210793,-33.981070128970906
