CAN Message, 0x39:0e66ab5467636606,Timestamp,Amplitude
,,1739209630.5212593,-45.120503652039325
,,1739209630.5212626,-45.120503652039325
,,1739209630.521266,-45.120503652039325
,,1739209630.521269,-45.120503652039325
,,1739209630.521273,-31.141103565318893
,,1739209630.5212762,-38.13080360867914
,,1739209630.5212796,-35.57807855764607
,,1739209630.521283,-38.13080360867914
,,1739209630.5212862,-38.13080360867914
,,1739209630.5212896,-38.13080360867914
,,1739209630.5212932,-38.13080360867914
,,1739209630.5212965,-38.13080360867914
,,1739209630.5212998,-45.120503652039325
,,1739209630.5213032,-38.13080360867914
,,1739209630.5213065,-31.141103565318943
,,1739209630.52131,-45.120503652039325
,,1739209630.5213134,-32.816014438256545
,,1739209630.5213168,-45.120503652039325
,,1739209630.52132,-45.120503652039325
,,1739209630.5213234,-45.120503652039325
,,1739209630.5213268,-38.13080360867914
,,1739209630.5213304,-45.120503652039325
,,1739209630.5213337,-28.58837851428586
,,1739209630.521337,-32.816014438256545
,,1739209630.5213404,-38.13080360867914
,,1739209630.5213437,-38.13080360867914
,,1739209630.521347,-35.57807855764607
,,1739209630.5213506,-35.57807855764607
,,1739209630.521354,-35.57807855764607
,,1739209630.5213573,-45.120503652039325
,,1739209630.5213606,-38.13080360867914
,,1739209630.521364,-45.120503652039325
,,1739209630.5213675,-45.120503652039325
,,1739209630.521371,-33.981070128970906
,,1739209630.5213742,-45.120503652039325
,,1739209630.5213776,-38.13080360867914
,,1739209630.521381,-35.57807855764607
,,1739209630.5213842,-38.13080360867914
,,1739209630.5213878,-32.816014438256545
,,1739209630.5213912,-33.981070128970906
,,1739209630.5213945,-45.120503652039325
,,1739209630.5213978,-38.13080360867914
,,1739209630.5214012,-35.57807855764607
,,1739209630.5214045,-45.120503652039325
,,1739209630.521408,-45.120503652039325
,,1739209630.5214114,-45.120503652039325
,,1739209630.5214148,-45.120503652039325
,,1739209630.521418,-35.57807855764607
,,1739209630.5214214,-45.120503652039325
,,1739209630.521425,-32.816014438256545
,,1739209630.5214283,-18.263086266016654
,,1739209630.5214317,-33.981070128970906
,,1739209630.521435,-45.120503652039325
,,1739209630.5214384,-45.120503652039325
,,1739209630.5214417,-45.120503652039325
,,1739209630.5214453,-45.120503652039325
,,1739209630.5214486,-45.120503652039325
,,1739209630.521452,-38.13080360867914
,,1739209630.5214553,-38.13080360867914
,,1739209630.5214586,-45.120503652039325
,,1739209630.5214622,-33.981070128970906
,,1739209630.5214655,-38.13080360867914
,,1739209630.5214689,-33.981070128970906
,,1739209630.5214722,-33.981070128970906
,,1739209630.5214756,-45.120503652039325
,,1739209630.521479,-45.120503652039325
,,1739209630.5214825,-45.120503652039325
,,1739209630.5214858,-33.981070128970906
,,1739209630.5214891,-45.120503652039325
,,1739209630.5214925,-38.13080360867914
,,1739209630.5214958,-33.981070128970906
,,1739209630.5214992,-31.141103565318915
,,1739209630.5215027,-38.13080360867914
,,1739209630.521506,-35.57807855764607
,,1739209630.5215094,-23.506823629689546
,,1739209630.5215127,-28.58837851428586
,,1739209630.521516,-38.13080360867914
,,1739209630.5215197,-27.267205301931607
,,1739209630.521523,-19.8960613169761
,,1739209630.5215263,-11.273386222656466
,,1739209630.5215297,-31.141103565318915
,,1739209630.521533,-38.13080360867914
,,1739209630.5215364,-32.816014438256545
,,1739209630.52154,-31.14110356531892
,,1739209630.5215433,-38.13080360867914
,,1739209630.5215466,-35.57807855764607
,,1739209630.52155,-45.120503652039325
,,1739209630.5215533,-45.120503652039325
,,1739209630.5215566,-38.13080360867914
,,1739209630.5215602,-38.13080360867914
,,1739209630.5215635,-45.120503652039325
,,1739209630.5215669,-38.13080360867914
,,1739209630.5215702,-35.57807855764607
,,1739209630.5215735,-38.13080360867914
,,1739209630.5215771,-45.120503652039325
,,1739209630.5215805,-23.16150712794696
,,1739209630.5215838,-31.141103565318915
,,1739209630.5215871,-38.13080360867914
,,1739209630.5215905,-45.120503652039325
,,1739209630.5215938,-33.981070128970906
,,1739209630.5215974,-38.13080360867914
,,1739209630.5216007,-38.13080360867914
