CAN Message, 0x98:0000124aa0b3fa77,Timestamp,Amplitude
,,1739209645.1527584,-35.57807855764607
,,1739209645.1527586,-38.13080360867914
,,1739209645.152759,-38.13080360867914
,,1739209645.1527593,-38.13080360867914
,,1739209645.1527598,-38.13080360867914
,,1739209645.15276,-45.120503652039325
,,1739209645.1527605,-45.120503652039325
,,1739209645.1527607,-35.57807855764607
,,1739209645.152761,-45.120503652039325
,,1739209645.1527617,-45.120503652039325
,,1739209645.1527617,-38.13080360867914
,,1739209645.152762,-35.57807855764607
,,1739209645.1527624,-38.13080360867914
,,1739209645.152763,-45.120503652039325
,,1739209645.1527631,-45.120503652039325
,,1739209645.1527634,-45.120503652039325
,,1739209645.1527636,-35.57807855764607
,,1739209645.152764,-38.13080360867914
,,1739209645.1527643,-38.13080360867914
,,1739209645.1527648,-35.57807855764607
,,1739209645.152765,-38.13080360867914
,,1739209645.1527653,-45.120503652039325
,,1739209645.1527658,-38.13080360867914
,,1739209645.152766,-33.981070128970906
,,1739209645.1527665,-45.120503652039325
,,1739209645.1527667,-45.120503652039325
,,1739209645.152767,-38.13080360867914
,,1739209645.1527674,-38.13080360867914
,,1739209645.1527677,-38.13080360867914
,,1739209645.152768,-45.120503652039325
,,1739209645.1527684,-38.13080360867914
,,1739209645.1527686,-38.13080360867914
,,1739209645.152769,-35.57807855764607
,,1739209645.152769,-38.13080360867914
,,1739209645.1527698,-45.120503652039325
,,1739209645.15277,-38.13080360867914
,,1739209645.1527703,-38.13080360867914
,,1739209645.1527708,-38.13080360867914
,,1739209645.152771,-38.13080360867914
,,1739209645.1527717,-32.816014438256545
,,1739209645.1527717,-45.120503652039325
,,1739209645.152772,-38.13080360867914
,,1739209645.1527724,-38.13080360867914
,,1739209645.152773,-45.120503652039325
,,1739209645.1527731,-45.120503652039325
,,1739209645.1527734,-45.120503652039325
,,1739209645.1527736,-38.13080360867914
,,1739209645.152774,-45.120503652039325
,,1739209645.1527743,-27.267205301931607
,,1739209645.1527748,-25.82631439489636
,,1739209645.152775,-12.142898541047952
,,1739209645.1527753,-10.567485935468524
,,1739209645.1527758,-26.99137008561072
,,1739209645.152776,-28.992665084841946
,,1739209645.1527765,-45.120503652039325
,,1739209645.1527767,-38.13080360867914
,,1739209645.152777,-38.13080360867914
,,1739209645.1527774,-30.49652367304973
,,1739209645.1527777,-35.57807855764607
,,1739209645.152778,-45.120503652039325
,,1739209645.1527784,-38.13080360867914
,,1739209645.1527786,-35.57807855764607
,,1739209645.152779,-38.13080360867914
,,1739209645.152779,-38.13080360867914
,,1739209645.1527798,-45.120503652039325
,,1739209645.15278,-45.120503652039325
,,1739209645.1527803,-45.120503652039325
,,1739209645.1527808,-45.120503652039325
,,1739209645.152781,-45.120503652039325
,,1739209645.1527815,-30.49652367304976
,,1739209645.1527815,-45.120503652039325
,,1739209645.152782,-45.120503652039325
,,1739209645.1527824,-45.120503652039325
,,1739209645.152783,-45.120503652039325
,,1739209645.1527832,-22.74004262075133
,,1739209645.1527834,-30.49652367304976
,,1739209645.1527836,-33.981070128970906
,,1739209645.152784,-26.991370085610736
,,1739209645.1527843,-28.58837851428586
,,1739209645.1527846,-18.75562468850564
,,1739209645.152785,-21.598678470925677
