CAN Message, 0x62:05c27dc988d59ffd,Timestamp,Amplitude
,,1739209715.395606,-45.120503652039325
,,1739209715.395616,-45.120503652039325
,,1739209715.395626,-38.13080360867914
,,1739209715.3956363,-45.120503652039325
,,1739209715.3956463,-45.120503652039325
,,1739209715.3956563,-45.120503652039325
,,1739209715.3956664,-38.13080360867914
,,1739209715.3956764,-38.13080360867914
,,1739209715.3956864,-45.120503652039325
,,1739209715.3956964,-27.87774495603141
,,1739209715.3957064,-38.13080360867914
,,1739209715.3957164,-38.13080360867914
,,1739209715.395727,-45.120503652039325
,,1739209715.3957367,-38.13080360867914
,,1739209715.3957467,-35.57807855764607
,,1739209715.3957567,-38.13080360867914
,,1739209715.3957667,-38.13080360867914
,,1739209715.3957767,-38.13080360867914
,,1739209715.3957868,-45.120503652039325
,,1739209715.3957968,-35.57807855764607
,,1739209715.395807,-45.120503652039325
,,1739209715.395817,-31.141103565318915
,,1739209715.395827,-24.15140352195872
,,1739209715.395837,-33.981070128970906
,,1739209715.395847,-45.120503652039325
,,1739209715.395857,-33.981070128970906
,,1739209715.395867,-38.13080360867914
,,1739209715.3958771,-38.13080360867914
,,1739209715.3958874,-45.120503652039325
,,1739209715.3958974,-38.13080360867914
,,1739209715.3959074,-45.120503652039325
,,1739209715.3959174,-38.13080360867914
,,1739209715.3959274,-45.120503652039325
,,1739209715.3959374,-25.826314394896364
,,1739209715.3959477,-31.141103565318915
,,1739209715.3959577,-38.13080360867914
,,1739209715.3959675,-38.13080360867914
,,1739209715.3959775,-33.981070128970906
,,1739209715.3959875,-38.13080360867914
,,1739209715.3959978,-45.120503652039325
,,1739209715.3960078,-38.13080360867914
,,1739209715.3960178,-45.120503652039325
,,1739209715.3960278,-45.120503652039325
,,1739209715.3960378,-38.13080360867914
,,1739209715.396048,-38.13080360867914
,,1739209715.396058,-22.002965041481744
,,1739209715.396068,-33.981070128970906
,,1739209715.396078,-38.13080360867914
,,1739209715.396088,-32.816014438256545
,,1739209715.396098,-33.98107012897096
,,1739209715.3961082,-12.04768318170583
,,1739209715.3961182,-19.35709014998136
,,1739209715.3961282,-35.57807855764607
,,1739209715.3961384,-31.141103565318893
,,1739209715.3961484,-30.49652367304973
,,1739209715.3961585,-45.120503652039325
,,1739209715.3961685,-45.120503652039325
,,1739209715.3961785,-45.120503652039325
,,1739209715.3961885,-45.120503652039325
,,1739209715.3961985,-45.120503652039325
,,1739209715.3962083,-45.120503652039325
,,1739209715.3962188,-35.57807855764607
,,1739209715.3962288,-33.981070128970906
,,1739209715.3962388,-38.13080360867914
,,1739209715.3962488,-38.13080360867914
,,1739209715.3962588,-38.13080360867914
,,1739209715.3962688,-45.120503652039325
,,1739209715.3962789,-45.120503652039325
,,1739209715.3962889,-35.57807855764607
,,1739209715.3962991,-45.120503652039325
,,1739209715.3963091,-45.120503652039325
,,1739209715.3963192,-38.13080360867914
,,1739209715.3963292,-38.13080360867914
,,1739209715.3963392,-35.57807855764607
,,1739209715.3963492,-30.49652367304973
,,1739209715.3963592,-38.13080360867914
,,1739209715.3963692,-38.13080360867914
,,1739209715.3963797,-33.981070128970906
,,1739209715.3963895,-30.49652367304973
,,1739209715.3963995,-20.695705961394808
,,1739209715.3964095,-38.13080360867914
,,1739209715.3964195,-31.141103565318915
,,1739209715.3964295,-22.26493056196156
,,1739209715.3964396,-45.120503652039325
,,1739209715.3964496,-45.120503652039325
,,1739209715.3964598,-35.57807855764607
,,1739209715.3964698,-32.816014438256545
,,1739209715.3964798,-35.57807855764607
,,1739209715.39649,-38.13080360867914
,,1739209715.3965,-38.13080360867914
,,1739209715.39651,-38.13080360867914
,,1739209715.39652,-45.120503652039325
,,1739209715.39653,-38.13080360867914
,,1739209715.3965402,-45.120503652039325
,,1739209715.3965502,-35.57807855764607
,,1739209715.3965602,-38.13080360867914
,,1739209715.3965702,-32.816014438256545
,,1739209715.3965802,-32.81601443825658
,,1739209715.3965902,-13.450285694136726
,,1739209715.3966002,-16.105920438078165
,,1739209715.3966105,-30.49652367304976
,,1739209715.3966205,-38.13080360867914
,,1739209715.3966303,-38.13080360867914
,,1739209715.3966403,-33.981070128970906
,,1739209715.3966506,-45.120503652039325
,,1739209715.3966606,-38.13080360867914
,,1739209715.3966706,-26.991370085610736
,,1739209715.3966806,-32.816014438256545
,,1739209715.3966906,-45.120503652039325
,,1739209715.3967006,-38.13080360867914
,,1739209715.3967109,-38.13080360867914
,,1739209715.396721,-38.13080360867914
,,1739209715.396731,-45.120503652039325
,,1739209715.396741,-45.120503652039325
,,1739209715.396751,-27.8777449560314
,,1739209715.396761,-38.13080360867914
,,1739209715.396771,-45.120503652039325
,,1739209715.396781,-33.981070128970906
,,1739209715.3967912,-33.98107012897096
,,1739209715.3968012,-45.120503652039325
,,1739209715.3968112,-45.120503652039325
,,1739209715.3968213,-45.120503652039325
,,1739209715.3968313,-16.91848905718289
,,1739209715.3968413,-30.49652367304973
,,1739209715.3968513,-38.13080360867914
,,1739209715.3968613,-45.120503652039325
,,1739209715.3968716,-27.8777449560314
,,1739209715.3968816,-8.978916556947539
,,1739209715.3968916,-21.522148828640407
,,1739209715.3969016,-29.438486411369347
,,1739209715.3969116,-28.992665084841946
,,1739209715.3969216,-28.992665084841946
,,1739209715.3969316,-45.120503652039325
,,1739209715.3969417,-38.13080360867914
,,1739209715.396952,-28.21854285175415
,,1739209715.396962,-30.49652367304973
,,1739209715.396972,-38.13080360867914
,,1739209715.396982,-45.120503652039325
,,1739209715.396992,-24.746238672633048
,,1739209715.397002,-25.62660358559016
,,1739209715.397012,-45.120503652039325
,,1739209715.397022,-38.13080360867914
,,1739209715.397032,-32.816014438256545
,,1739209715.3970425,-35.57807855764607
,,1739209715.3970523,-38.13080360867914
,,1739209715.3970623,-33.981070128970906
,,1739209715.3970723,-45.120503652039325
,,1739209715.3970823,-33.981070128970906
,,1739209715.3970923,-29.438486411369333
,,1739209715.3971024,-45.120503652039325
,,1739209715.3971124,-31.141103565318915
,,1739209715.3971226,-24.589719217205094
,,1739209715.3971326,-45.120503652039325
,,1739209715.3971426,-38.13080360867914
,,1739209715.397153,-35.57807855764607
,,1739209715.397163,-29.43848641136937
,,1739209715.3971727,-15.275230518601363
,,1739209715.3971827,-38.13080360867914
,,1739209715.3971927,-29.438486411369333
,,1739209715.397203,-38.13080360867914
,,1739209715.397213,-21.67658091518819
,,1739209715.397223,-20.277505258571438
,,1739209715.397233,-38.13080360867914
,,1739209715.397243,-38.13080360867914
,,1739209715.397253,-38.13080360867914
,,1739209715.397263,-45.120503652039325
,,1739209715.397273,-45.120503652039325
,,1739209715.3972833,-45.120503652039325
,,1739209715.397293,-45.120503652039325
,,1739209715.397303,-35.57807855764607
,,1739209715.3973134,-23.50682362968953
,,1739209715.3973234,-33.98107012897096
,,1739209715.3973334,-31.141103565318893
,,1739209715.3973434,-45.120503652039325
,,1739209715.3973534,-45.120503652039325
,,1739209715.3973637,-33.981070128970906
,,1739209715.3973737,-45.120503652039325
,,1739209715.3973837,-38.13080360867914
,,1739209715.3973937,-35.57807855764607
,,1739209715.3974037,-32.816014438256545
,,1739209715.3974135,-38.13080360867914
,,1739209715.3974235,-45.120503652039325
,,1739209715.3974338,-32.816014438256545
,,1739209715.3974438,-38.13080360867914
,,1739209715.397454,-20.277505258571438
,,1739209715.397464,-19.0459534198926
,,1739209715.397474,-45.120503652039325
,,1739209715.397484,-30.49652367304973
,,1739209715.397494,-24.589719217205094
,,1739209715.397504,-13.71856686625298
,,1739209715.397514,-11.448808766692483
,,1739209715.397524,-24.589719217205094
,,1739209715.3975344,-38.13080360867914
,,1739209715.3975444,-38.13080360867914
,,1739209715.3975544,-38.13080360867914
,,1739209715.3975644,-25.826314394896364
,,1739209715.3975744,-33.981070128970906
,,1739209715.3975844,-38.13080360867914
,,1739209715.3975945,-38.13080360867914
,,1739209715.3976045,-33.981070128970906
,,1739209715.3976147,-45.120503652039325
,,1739209715.3976247,-45.120503652039325
,,1739209715.3976347,-35.57807855764607
,,1739209715.3976448,-38.13080360867914
,,1739209715.3976548,-45.120503652039325
,,1739209715.3976648,-45.120503652039325
,,1739209715.3976748,-35.57807855764607
,,1739209715.3976848,-45.120503652039325
,,1739209715.397695,-22.26493056196156
,,1739209715.397705,-21.67658091518819
,,1739209715.397715,-45.120503652039325
,,1739209715.397725,-30.49652367304973
,,1739209715.397735,-25.82631439489636
,,1739209715.3977451,-18.83661435153617
,,1739209715.3977551,-15.440346512102872
,,1739209715.3977652,-33.981070128970906
,,1739209715.3977754,-32.816014438256545
,,1739209715.3977854,-35.57807855764607
,,1739209715.3977954,-38.13080360867914
,,1739209715.3978057,-33.981070128970906
,,1739209715.3978157,-45.120503652039325
,,1739209715.3978257,-38.13080360867914
,,1739209715.3978355,-45.120503652039325
,,1739209715.3978455,-33.981070128970906
,,1739209715.3978555,-45.120503652039325
,,1739209715.3978658,-38.13080360867914
,,1739209715.3978758,-45.120503652039325
,,1739209715.3978858,-33.981070128970906
,,1739209715.3978958,-38.13080360867914
,,1739209715.3979058,-38.13080360867914
,,1739209715.3979158,-38.13080360867914
,,1739209715.397926,-28.992665084841946
,,1739209715.397936,-31.141103565318915
,,1739209715.397946,-45.120503652039325
,,1739209715.397956,-33.981070128970906
,,1739209715.397966,-31.141103565318915
,,1739209715.3979762,-28.992665084841946
,,1739209715.3979862,-20.001670042250552
,,1739209715.3979962,-24.151403521958727
,,1739209715.3980062,-31.141103565318915
,,1739209715.3980162,-33.981070128970906
,,1739209715.3980265,-23.75329798047522
,,1739209715.3980365,-10.735080164178186
,,1739209715.3980465,-13.937856391144496
,,1739209715.3980565,-22.17584139042336
,,1739209715.3980663,-45.120503652039325
,,1739209715.3980763,-45.120503652039325
,,1739209715.3980863,-38.13080360867914
,,1739209715.3980966,-38.13080360867914
,,1739209715.3981068,-38.13080360867914
,,1739209715.3981168,-45.120503652039325
,,1739209715.3981268,-45.120503652039325
,,1739209715.3981369,-38.13080360867914
,,1739209715.3981469,-35.57807855764607
,,1739209715.398157,-38.13080360867914
,,1739209715.398167,-38.13080360867914
,,1739209715.398177,-29.438486411369333
,,1739209715.3981872,-33.981070128970906
,,1739209715.3981972,-35.57807855764607
,,1739209715.3982072,-38.13080360867914
,,1739209715.3982172,-25.82631439489636
,,1739209715.3982272,-33.981070128970906
