CAN Message, 0x1d3:0000e2f203fbf8e9,Timestamp,Amplitude
,,1739209733.0865085,-45.120503652039325
,,1739209733.086515,-38.13080360867914
,,1739209733.0865214,-38.13080360867914
,,1739209733.0865278,-38.13080360867914
,,1739209733.0865345,-45.120503652039325
,,1739209733.0865407,-38.13080360867914
,,1739209733.0865471,-35.57807855764607
,,1739209733.0865538,-45.120503652039325
,,1739209733.0865602,-45.120503652039325
,,1739209733.0865667,-38.13080360867914
,,1739209733.0865731,-35.57807855764607
,,1739209733.0865796,-45.120503652039325
,,1739209733.086586,-45.120503652039325
,,1739209733.086593,-38.13080360867914
,,1739209733.086599,-38.13080360867914
,,1739209733.0866055,-45.120503652039325
,,1739209733.086612,-45.120503652039325
,,1739209733.0866184,-38.13080360867914
,,1739209733.0866249,-38.13080360867914
,,1739209733.0866313,-45.120503652039325
,,1739209733.086638,-45.120503652039325
,,1739209733.0866444,-38.13080360867914
,,1739209733.0866508,-35.57807855764607
,,1739209733.0866573,-45.120503652039325
,,1739209733.0866635,-38.13080360867914
,,1739209733.0866702,-28.992665084841946
,,1739209733.0866768,-38.13080360867914
,,1739209733.0866833,-38.13080360867914
,,1739209733.0866897,-38.13080360867914
,,1739209733.086696,-38.13080360867914
,,1739209733.0867026,-38.13080360867914
,,1739209733.086709,-38.13080360867914
,,1739209733.0867157,-45.120503652039325
,,1739209733.086722,-38.13080360867914
,,1739209733.0867286,-38.13080360867914
,,1739209733.086735,-38.13080360867914
,,1739209733.0867414,-45.120503652039325
,,1739209733.086748,-35.57807855764607
,,1739209733.0867546,-35.57807855764607
,,1739209733.086761,-45.120503652039325
,,1739209733.0867674,-45.120503652039325
,,1739209733.086774,-33.981070128970906
,,1739209733.0867803,-45.120503652039325
,,1739209733.0867867,-38.13080360867914
,,1739209733.0867934,-38.13080360867914
,,1739209733.0868,-45.120503652039325
,,1739209733.0868063,-45.120503652039325
,,1739209733.0868127,-38.13080360867914
,,1739209733.0868192,-33.981070128970906
,,1739209733.0868256,-33.981070128970906
,,1739209733.0868323,-19.00327057196587
,,1739209733.0868387,-17.44894499121748
,,1739209733.0868452,-32.816014438256545
,,1739209733.0868516,-32.816014438256545
,,1739209733.086858,-38.13080360867914
,,1739209733.0868645,-45.120503652039325
,,1739209733.0868711,-38.13080360867914
,,1739209733.0868776,-38.13080360867914
,,1739209733.086884,-38.13080360867914
,,1739209733.0868905,-38.13080360867914
,,1739209733.086897,-45.120503652039325
,,1739209733.086903,-45.120503652039325
,,1739209733.08691,-38.13080360867914
,,1739209733.0869164,-45.120503652039325
,,1739209733.086923,-45.120503652039325
,,1739209733.086929,-38.13080360867914
,,1739209733.0869358,-45.120503652039325
,,1739209733.0869422,-38.13080360867914
,,1739209733.0869486,-45.120503652039325
,,1739209733.0869553,-38.13080360867914
,,1739209733.0869615,-38.13080360867914
,,1739209733.0869682,-38.13080360867914
,,1739209733.0869746,-45.120503652039325
,,1739209733.086981,-33.981070128970906
,,1739209733.0869875,-31.141103565318915
,,1739209733.0869942,-38.13080360867914
,,1739209733.0870006,-33.981070128970906
,,1739209733.087007,-31.141103565318893
,,1739209733.0870135,-35.57807855764607
,,1739209733.08702,-35.57807855764607
,,1739209733.0870264,-32.816014438256545
,,1739209733.087033,-35.57807855764607
,,1739209733.0870397,-30.49652367304973
,,1739209733.087046,-38.13080360867914
,,1739209733.0870523,-38.13080360867914
,,1739209733.0870588,-45.120503652039325
,,1739209733.0870652,-38.13080360867914
,,1739209733.087072,-45.120503652039325
,,1739209733.0870783,-35.57807855764607
,,1739209733.0870848,-45.120503652039325
,,1739209733.0870912,-30.49652367304976
,,1739209733.0870976,-38.13080360867914
,,1739209733.087104,-45.120503652039325
,,1739209733.0871108,-45.120503652039325
,,1739209733.0871172,-45.120503652039325
,,1739209733.0871236,-38.13080360867914
,,1739209733.08713,-38.13080360867914
,,1739209733.0871365,-38.13080360867914
,,1739209733.087143,-45.120503652039325
,,1739209733.0871496,-45.120503652039325
,,1739209733.087156,-38.13080360867914
,,1739209733.0871625,-45.120503652039325
,,1739209733.087169,-38.13080360867914
,,1739209733.0871754,-19.35709014998136
,,1739209733.0871818,-33.981070128970906
,,1739209733.0871885,-33.981070128970906
,,1739209733.087195,-24.15140352195872
,,1739209733.0872014,-38.13080360867914
,,1739209733.0872078,-13.898344869311028
,,1739209733.0872142,-24.15140352195873
,,1739209733.087221,-33.981070128970906
,,1739209733.087227,-38.13080360867914
,,1739209733.0872338,-45.120503652039325
,,1739209733.0872402,-45.120503652039325
,,1739209733.087247,-33.98107012897096
,,1739209733.087253,-38.13080360867914
,,1739209733.0872595,-45.120503652039325
,,1739209733.087266,-19.00327057196587
,,1739209733.0872726,-18.52134165134079
,,1739209733.087279,-45.120503652039325
,,1739209733.0872855,-35.57807855764607
,,1739209733.087292,-45.120503652039325
,,1739209733.0872984,-38.13080360867914
,,1739209733.0873048,-45.120503652039325
,,1739209733.0873115,-45.120503652039325
,,1739209733.087318,-45.120503652039325
,,1739209733.0873244,-26.487275050834715
,,1739209733.0873308,-10.896246888327248
,,1739209733.0873373,-17.85323156177357
,,1739209733.0873437,-25.077289914212862
,,1739209733.0873504,-45.120503652039325
,,1739209733.0873568,-45.120503652039325
,,1739209733.0873632,-38.13080360867914
,,1739209733.0873697,-45.120503652039325
,,1739209733.087376,-33.98107012897096
,,1739209733.0873826,-45.120503652039325
,,1739209733.0873892,-32.816014438256545
