CAN Message, 0x1b8:03008748c6a719df,Timestamp,Amplitude
,,1739209752.7564156,-45.120503652039325
,,1739209752.7564182,-28.992665084841946
,,1739209752.7564209,-35.57807855764607
,,1739209752.7564237,-45.120503652039325
,,1739209752.7564263,-45.120503652039325
,,1739209752.7564292,-38.13080360867914
,,1739209752.7564318,-35.57807855764607
,,1739209752.7564344,-45.120503652039325
,,1739209752.7564373,-45.120503652039325
,,1739209752.75644,-38.13080360867914
,,1739209752.7564423,-45.120503652039325
,,1739209752.7564454,-33.981070128970906
,,1739209752.756448,-45.120503652039325
,,1739209752.756451,-45.120503652039325
,,1739209752.7564535,-38.13080360867914
,,1739209752.756456,-38.13080360867914
,,1739209752.756459,-45.120503652039325
,,1739209752.7564616,-26.99137008561072
,,1739209752.7564645,-29.438486411369333
,,1739209752.756467,-45.120503652039325
,,1739209752.7564695,-38.13080360867914
,,1739209752.7564726,-38.13080360867914
,,1739209752.7564752,-33.981070128970906
,,1739209752.756478,-38.13080360867914
,,1739209752.7564807,-45.120503652039325
,,1739209752.7564833,-45.120503652039325
,,1739209752.7564862,-45.120503652039325
,,1739209752.7564888,-38.13080360867914
,,1739209752.7564917,-45.120503652039325
,,1739209752.7564943,-45.120503652039325
,,1739209752.756497,-45.120503652039325
,,1739209752.7564998,-38.13080360867914
,,1739209752.7565024,-45.120503652039325
,,1739209752.7565053,-38.13080360867914
,,1739209752.756508,-33.981070128970906
,,1739209752.7565105,-38.13080360867914
,,1739209752.7565134,-38.13080360867914
,,1739209752.756516,-45.120503652039325
,,1739209752.7565188,-38.13080360867914
,,1739209752.7565217,-38.13080360867914
,,1739209752.756524,-45.120503652039325
,,1739209752.756527,-27.8777449560314
,,1739209752.7565296,-25.077289914212862
,,1739209752.7565324,-45.120503652039325
,,1739209752.756535,-45.120503652039325
,,1739209752.7565377,-18.755624688505637
,,1739209752.7565403,-25.25278630937684
,,1739209752.7565432,-45.120503652039325
,,1739209752.756546,-32.816014438256545
,,1739209752.7565486,-30.49652367304976
,,1739209752.7565513,-10.567485935468524
,,1739209752.756554,-16.614041300208626
,,1739209752.7565567,-26.99137008561072
,,1739209752.7565596,-30.49652367304973
,,1739209752.7565622,-29.438486411369333
,,1739209752.7565649,-45.120503652039325
,,1739209752.7565677,-38.13080360867914
,,1739209752.7565703,-45.120503652039325
,,1739209752.7565732,-45.120503652039325
,,1739209752.7565758,-33.981070128970906
,,1739209752.7565784,-45.120503652039325
,,1739209752.7565813,-38.13080360867914
,,1739209752.756584,-45.120503652039325
,,1739209752.7565868,-33.981070128970906
,,1739209752.7565894,-38.13080360867914
,,1739209752.756592,-32.816014438256545
,,1739209752.756595,-32.816014438256545
,,1739209752.7565975,-45.120503652039325
,,1739209752.7566004,-45.120503652039325
,,1739209752.756603,-45.120503652039325
,,1739209752.7566056,-33.98107012897096
,,1739209752.7566085,-45.120503652039325
,,1739209752.756611,-45.120503652039325
,,1739209752.756614,-35.57807855764607
,,1739209752.7566166,-30.49652367304973
,,1739209752.7566187,-45.120503652039325
,,1739209752.756621,-45.120503652039325
,,1739209752.756623,-33.981070128970906
,,1739209752.756625,-45.120503652039325
,,1739209752.756627,-19.84420464332589
,,1739209752.7566292,-45.120503652039325
,,1739209752.7566314,-45.120503652039325
,,1739209752.7566335,-45.120503652039325
,,1739209752.7566357,-45.120503652039325
,,1739209752.7566378,-45.120503652039325
,,1739209752.75664,-35.57807855764607
,,1739209752.756642,-31.141103565318893
,,1739209752.756644,-38.13080360867914
,,1739209752.7566462,-31.141103565318915
,,1739209752.7566483,-32.816014438256545
,,1739209752.7566504,-22.44878636800916
,,1739209752.7566526,-33.981070128970906
,,1739209752.7566547,-38.13080360867914
,,1739209752.756657,-38.13080360867914
,,1739209752.7566588,-33.981070128970906
,,1739209752.756661,-35.57807855764607
,,1739209752.756663,-33.981070128970906
,,1739209752.7566652,-27.877744956031417
,,1739209752.7566674,-9.673623429012515
,,1739209752.7566695,-14.962716088148875
,,1739209752.7566717,-27.877744956031417
,,1739209752.7566738,-31.141103565318915
,,1739209752.7566755,-28.992665084841946
,,1739209752.756678,-35.57807855764607
,,1739209752.75668,-38.13080360867914
,,1739209752.7566822,-33.981070128970906
,,1739209752.7566843,-28.58837851428589
,,1739209752.7566864,-33.981070128970906
,,1739209752.7566886,-38.13080360867914
,,1739209752.7566907,-45.120503652039325
,,1739209752.7566926,-28.992665084841946
,,1739209752.7566948,-31.141103565318915
,,1739209752.756697,-38.13080360867914
,,1739209752.756699,-38.13080360867914
,,1739209752.7567012,-32.81601443825658
,,1739209752.7567034,-45.120503652039325
,,1739209752.7567055,-45.120503652039325
,,1739209752.7567077,-33.981070128970906
,,1739209752.7567096,-38.13080360867914
,,1739209752.7567115,-32.816014438256545
,,1739209752.756714,-38.13080360867914
,,1739209752.756716,-38.13080360867914
,,1739209752.7567182,-21.228842808393964
,,1739209752.7567203,-35.57807855764607
,,1739209752.7567225,-45.120503652039325
,,1739209752.7567246,-38.13080360867914
,,1739209752.7567265,-33.981070128970906
,,1739209752.7567286,-12.948297095594102
,,1739209752.7567308,-28.992665084841967
,,1739209752.756733,-33.981070128970906
,,1739209752.756735,-45.120503652039325
,,1739209752.7567372,-27.267205301931607
,,1739209752.7567394,-38.13080360867914
,,1739209752.7567415,-45.120503652039325
,,1739209752.7567434,-33.981070128970906
,,1739209752.7567456,-31.141103565318915
,,1739209752.7567475,-45.120503652039325
,,1739209752.75675,-38.13080360867914
,,1739209752.756752,-38.13080360867914
,,1739209752.7567542,-33.981070128970906
,,1739209752.7567563,-45.120503652039325
,,1739209752.7567582,-38.13080360867914
,,1739209752.7567604,-35.57807855764607
,,1739209752.7567625,-38.13080360867914
,,1739209752.756765,-45.120503652039325
,,1739209752.7567668,-38.13080360867914
,,1739209752.756769,-19.45023999044868
,,1739209752.756771,-26.487275050834725
,,1739209752.7567732,-45.120503652039325
,,1739209752.7567751,-38.13080360867914
,,1739209752.7567773,-38.13080360867914
,,1739209752.7567794,-31.141103565318915
,,1739209752.7567816,-38.13080360867914
,,1739209752.7567835,-45.120503652039325
,,1739209752.756786,-38.13080360867914
,,1739209752.756788,-28.218542851754165
,,1739209752.7567902,-31.141103565318915
,,1739209752.756792,-33.981070128970906
,,1739209752.7567942,-45.120503652039325
,,1739209752.7567964,-35.57807855764607
,,1739209752.7567985,-33.981070128970906
,,1739209752.756801,-33.981070128970906
,,1739209752.7568028,-38.13080360867914
,,1739209752.756805,-32.816014438256545
,,1739209752.756807,-35.57807855764607
,,1739209752.756809,-38.13080360867914
,,1739209752.7568111,-38.13080360867914
,,1739209752.7568133,-38.13080360867914
,,1739209752.7568154,-45.120503652039325
,,1739209752.7568176,-45.120503652039325
,,1739209752.7568195,-38.13080360867914
,,1739209752.756822,-33.981070128970906
,,1739209752.756824,-45.120503652039325
,,1739209752.756826,-45.120503652039325
,,1739209752.756828,-32.816014438256545
,,1739209752.7568302,-8.518491638232472
,,1739209752.7568324,-21.598678470925677
,,1739209752.7568345,-28.58837851428586
,,1739209752.756837,-38.13080360867914
,,1739209752.7568388,-38.13080360867914
,,1739209752.756841,-45.120503652039325
,,1739209752.7568429,-45.120503652039325
,,1739209752.756845,-45.120503652039325
,,1739209752.7568471,-31.141103565318915
,,1739209752.7568493,-38.13080360867914
,,1739209752.7568514,-38.13080360867914
,,1739209752.7568536,-45.120503652039325
,,1739209752.7568555,-35.57807855764607
,,1739209752.756858,-33.981070128970906
,,1739209752.7568598,-45.120503652039325
,,1739209752.756862,-45.120503652039325
,,1739209752.756864,-28.58837851428586
,,1739209752.7568662,-30.49652367304973
,,1739209752.7568684,-45.120503652039325
,,1739209752.7568705,-35.57807855764607
,,1739209752.756873,-35.57807855764607
,,1739209752.7568748,-38.13080360867914
,,1739209752.7568767,-45.120503652039325
,,1739209752.7568789,-38.13080360867914
,,1739209752.756881,-38.13080360867914
,,1739209752.7568831,-45.120503652039325
,,1739209752.7568853,-45.120503652039325
,,1739209752.7568874,-33.981070128970906
,,1739209752.7568896,-26.487275050834725
,,1739209752.7568915,-19.00327057196588
,,1739209752.7568936,-38.13080360867914
,,1739209752.7568958,-45.120503652039325
,,1739209752.756898,-38.13080360867914
,,1739209752.7569,-24.438645034577675
,,1739209752.7569022,-25.82631439489636
,,1739209752.7569044,-30.49652367304973
,,1739209752.7569065,-27.267205301931607
,,1739209752.7569084,-38.13080360867914
,,1739209752.7569106,-15.934958346536558
,,1739209752.7569127,-14.60897842756548
,,1739209752.7569149,-25.826314394896357
,,1739209752.756917,-45.120503652039325
,,1739209752.7569191,-45.120503652039325
,,1739209752.7569213,-45.120503652039325
,,1739209752.7569234,-45.120503652039325
,,1739209752.756925,-45.120503652039325
,,1739209752.7569275,-45.120503652039325
,,1739209752.7569296,-45.120503652039325
,,1739209752.7569318,-45.120503652039325
,,1739209752.756934,-31.141103565318915
,,1739209752.756936,-38.13080360867914
,,1739209752.7569382,-45.120503652039325
,,1739209752.7569404,-38.13080360867914
,,1739209752.7569425,-33.981070128970906
,,1739209752.7569444,-45.120503652039325
,,1739209752.7569466,-45.120503652039325
,,1739209752.7569487,-45.120503652039325
,,1739209752.7569509,-45.120503652039325
,,1739209752.756953,-35.57807855764607
,,1739209752.7569551,-38.13080360867914
,,1739209752.7569573,-38.13080360867914
,,1739209752.7569592,-38.13080360867914
,,1739209752.756961,-26.99137008561072
,,1739209752.7569635,-26.991370085610736
,,1739209752.7569656,-45.120503652039325
,,1739209752.7569678,-45.120503652039325
,,1739209752.75697,-38.13080360867914
,,1739209752.756972,-31.141103565318915
,,1739209752.7569742,-27.87774495603141
,,1739209752.756976,-24.589719217205094
,,1739209752.7569785,-45.120503652039325
,,1739209752.7569804,-45.120503652039325
,,1739209752.7569826,-45.120503652039325
,,1739209752.7569847,-45.120503652039325
,,1739209752.7569869,-45.120503652039325
,,1739209752.756989,-45.120503652039325
,,1739209752.7569911,-38.13080360867914
,,1739209752.756993,-32.816014438256545
,,1739209752.7569952,-45.120503652039325
,,1739209752.756997,-38.13080360867914
,,1739209752.7569995,-38.13080360867914
,,1739209752.7570016,-33.98107012897096
,,1739209752.7570038,-45.120503652039325
,,1739209752.757006,-38.13080360867914
,,1739209752.757008,-45.120503652039325
,,1739209752.75701,-23.38864096791655
,,1739209752.757012,-31.141103565318893
,,1739209752.7570145,-32.816014438256545
,,1739209752.7570164,-38.13080360867914
