CAN Message, 0x150:06004e273b6af83d,Timestamp,Amplitude
,,1739209606.679461,-45.120503652039325
,,1739209606.679464,-45.120503652039325
,,1739209606.679467,-38.13080360867914
,,1739209606.67947,-45.120503652039325
,,1739209606.6794732,-45.120503652039325
,,1739209606.6794765,-45.120503652039325
,,1739209606.6794791,-45.120503652039325
,,1739209606.6794822,-45.120503652039325
,,1739209606.679485,-38.13080360867914
,,1739209606.6794884,-45.120503652039325
,,1739209606.6794913,-38.13080360867914
,,1739209606.6794944,-35.57807855764607
,,1739209606.6794977,-38.13080360867914
,,1739209606.6795006,-45.120503652039325
,,1739209606.6795037,-35.57807855764607
,,1739209606.6795063,-45.120503652039325
,,1739209606.6795096,-45.120503652039325
,,1739209606.6795127,-32.816014438256545
,,1739209606.6795158,-45.120503652039325
,,1739209606.679519,-45.120503652039325
,,1739209606.6795218,-38.13080360867914
,,1739209606.679525,-27.267205301931607
,,1739209606.679528,-21.676580915188183
,,1739209606.679531,-45.120503652039325
,,1739209606.679534,-45.120503652039325
,,1739209606.679537,-38.13080360867914
,,1739209606.6795402,-32.816014438256545
,,1739209606.6795433,-45.120503652039325
,,1739209606.6795464,-45.120503652039325
,,1739209606.6795492,-38.13080360867914
,,1739209606.6795523,-45.120503652039325
,,1739209606.6795554,-31.141103565318915
,,1739209606.6795585,-45.120503652039325
,,1739209606.6795616,-33.981070128970906
,,1739209606.6795645,-45.120503652039325
,,1739209606.6795676,-38.13080360867914
,,1739209606.679571,-38.13080360867914
,,1739209606.6795738,-38.13080360867914
,,1739209606.6795766,-45.120503652039325
,,1739209606.6795795,-45.120503652039325
,,1739209606.6795828,-45.120503652039325
,,1739209606.679586,-38.13080360867914
,,1739209606.679589,-45.120503652039325
,,1739209606.679592,-45.120503652039325
,,1739209606.679595,-38.13080360867914
,,1739209606.679598,-31.14110356531892
,,1739209606.6796012,-45.120503652039325
,,1739209606.679604,-45.120503652039325
,,1739209606.6796072,-38.13080360867914
,,1739209606.6796105,-45.120503652039325
,,1739209606.6796134,-13.450285694136726
,,1739209606.6796165,-22.84163660590255
,,1739209606.6796193,-45.120503652039325
,,1739209606.6796224,-38.13080360867914
,,1739209606.6796255,-30.49652367304973
,,1739209606.6796286,-23.506823629689546
,,1739209606.6796317,-45.120503652039325
,,1739209606.6796346,-45.120503652039325
,,1739209606.6796377,-38.13080360867914
,,1739209606.6796408,-33.981070128970906
,,1739209606.679644,-35.57807855764607
,,1739209606.6796467,-35.57807855764607
,,1739209606.6796498,-45.120503652039325
,,1739209606.679653,-38.13080360867914
,,1739209606.679656,-35.57807855764607
,,1739209606.6796591,-38.13080360867914
,,1739209606.679662,-45.120503652039325
,,1739209606.679665,-33.981070128970906
,,1739209606.6796682,-38.13080360867914
,,1739209606.6796713,-38.13080360867914
,,1739209606.679674,-45.120503652039325
,,1739209606.6796772,-24.15140352195872
,,1739209606.6796803,-35.57807855764607
,,1739209606.6796834,-33.981070128970906
,,1739209606.6796863,-33.98107012897096
,,1739209606.6796894,-45.120503652039325
,,1739209606.6796925,-32.816014438256545
,,1739209606.6796956,-38.13080360867914
,,1739209606.6796987,-33.981070128970906
,,1739209606.6797018,-24.589719217205094
,,1739209606.679705,-38.13080360867914
,,1739209606.6797078,-45.120503652039325
,,1739209606.6797109,-38.13080360867914
,,1739209606.679714,-35.57807855764607
,,1739209606.6797168,-38.13080360867914
,,1739209606.67972,-45.120503652039325
,,1739209606.679723,-38.13080360867914
,,1739209606.679726,-25.82631439489636
,,1739209606.6797292,-28.58837851428589
,,1739209606.679732,-33.98107012897096
,,1739209606.6797352,-32.816014438256545
,,1739209606.6797383,-30.49652367304973
,,1739209606.6797414,-33.981070128970906
,,1739209606.6797442,-38.13080360867914
,,1739209606.679747,-38.13080360867914
,,1739209606.6797504,-33.981070128970906
,,1739209606.6797535,-32.816014438256545
,,1739209606.6797566,-45.120503652039325
,,1739209606.6797595,-9.54663483144422
,,1739209606.6797626,-16.763597937115033
,,1739209606.6797657,-33.98107012897096
,,1739209606.6797688,-32.816014438256545
,,1739209606.679772,-45.120503652039325
,,1739209606.6797748,-38.13080360867914
,,1739209606.679778,-35.57807855764607
,,1739209606.679781,-38.13080360867914
