CAN Message, 0x24:0d992ea885a4f601,Timestamp,Amplitude
,,1739209623.4660778,-38.13080360867914
,,1739209623.466087,-33.981070128970906
,,1739209623.4660964,-45.120503652039325
,,1739209623.4661057,-33.981070128970906
,,1739209623.4661148,-29.438486411369333
,,1739209623.466124,-45.120503652039325
,,1739209623.466133,-45.120503652039325
,,1739209623.4661424,-45.120503652039325
,,1739209623.4661517,-38.13080360867914
,,1739209623.466161,-38.13080360867914
,,1739209623.46617,-45.120503652039325
,,1739209623.4661794,-38.13080360867914
,,1739209623.466189,-35.57807855764607
,,1739209623.4661975,-38.13080360867914
,,1739209623.466207,-45.120503652039325
,,1739209623.4662163,-45.120503652039325
,,1739209623.4662254,-45.120503652039325
,,1739209623.4662347,-45.120503652039325
,,1739209623.466244,-45.120503652039325
,,1739209623.4662533,-38.13080360867914
,,1739209623.4662623,-45.120503652039325
,,1739209623.4662716,-45.120503652039325
,,1739209623.466281,-45.120503652039325
,,1739209623.46629,-33.981070128970906
,,1739209623.4662993,-33.981070128970906
,,1739209623.4663086,-38.13080360867914
,,1739209623.466318,-38.13080360867914
,,1739209623.466327,-38.13080360867914
,,1739209623.4663365,-26.0356534632528
,,1739209623.4663455,-33.981070128970906
,,1739209623.4663546,-45.120503652039325
,,1739209623.466364,-38.13080360867914
,,1739209623.4663732,-32.816014438256545
,,1739209623.4663825,-45.120503652039325
,,1739209623.4663916,-45.120503652039325
,,1739209623.4664009,-45.120503652039325
,,1739209623.4664102,-45.120503652039325
,,1739209623.4664192,-45.120503652039325
,,1739209623.4664285,-45.120503652039325
,,1739209623.4664378,-38.13080360867914
,,1739209623.4664469,-38.13080360867914
,,1739209623.4664562,-45.120503652039325
,,1739209623.4664657,-45.120503652039325
,,1739209623.4664748,-45.120503652039325
,,1739209623.4664838,-32.816014438256545
,,1739209623.4664931,-38.13080360867914
,,1739209623.4665024,-45.120503652039325
,,1739209623.4665115,-38.13080360867914
,,1739209623.4665208,-31.141103565318893
,,1739209623.46653,-45.120503652039325
,,1739209623.4665394,-19.00327057196587
,,1739209623.4665484,-29.438486411369333
,,1739209623.4665575,-45.120503652039325
,,1739209623.466567,-38.13080360867914
,,1739209623.466576,-35.57807855764607
,,1739209623.4665854,-38.13080360867914
,,1739209623.4665947,-38.13080360867914
,,1739209623.4666038,-33.981070128970906
,,1739209623.466613,-45.120503652039325
,,1739209623.4666224,-45.120503652039325
,,1739209623.4666317,-33.98107012897096
,,1739209623.4666407,-45.120503652039325
,,1739209623.46665,-38.13080360867914
,,1739209623.4666593,-38.13080360867914
,,1739209623.4666684,-38.13080360867914
,,1739209623.4666777,-45.120503652039325
,,1739209623.466687,-38.13080360867914
,,1739209623.4666965,-45.120503652039325
,,1739209623.466705,-26.487275050834715
,,1739209623.4667146,-28.992665084841946
,,1739209623.466724,-45.120503652039325
,,1739209623.466733,-45.120503652039325
,,1739209623.4667425,-35.57807855764607
,,1739209623.4667516,-45.120503652039325
,,1739209623.4667606,-23.273589343863318
,,1739209623.46677,-38.13080360867914
,,1739209623.4667792,-38.13080360867914
,,1739209623.4667883,-33.981070128970906
,,1739209623.4667976,-28.218542851754165
,,1739209623.466807,-9.244516354826844
,,1739209623.4668162,-27.8777449560314
,,1739209623.4668252,-35.57807855764607
,,1739209623.4668343,-38.13080360867914
,,1739209623.4668438,-38.13080360867914
,,1739209623.4668531,-45.120503652039325
,,1739209623.4668622,-45.120503652039325
,,1739209623.4668715,-45.120503652039325
,,1739209623.4668808,-38.13080360867914
,,1739209623.46689,-32.816014438256545
,,1739209623.4668992,-28.992665084841946
,,1739209623.4669085,-45.120503652039325
,,1739209623.4669175,-35.57807855764607
,,1739209623.4669268,-38.13080360867914
,,1739209623.466936,-38.13080360867914
,,1739209623.4669454,-45.120503652039325
,,1739209623.4669545,-45.120503652039325
,,1739209623.4669638,-45.120503652039325
,,1739209623.466973,-45.120503652039325
,,1739209623.466982,-45.120503652039325
,,1739209623.4669914,-45.120503652039325
,,1739209623.4670007,-33.981070128970906
,,1739209623.46701,-38.13080360867914
,,1739209623.467019,-35.57807855764607
,,1739209623.4670284,-29.438486411369357
,,1739209623.4670377,-45.120503652039325
,,1739209623.4670467,-28.992665084841946
,,1739209623.467056,-45.120503652039325
,,1739209623.467065,-21.228842808393964
,,1739209623.4670746,-13.04415997814968
,,1739209623.4670837,-45.120503652039325
,,1739209623.467093,-38.13080360867914
,,1739209623.4671023,-38.13080360867914
,,1739209623.467111,-38.13080360867914
,,1739209623.4671206,-31.141103565318915
,,1739209623.46713,-45.120503652039325
,,1739209623.467139,-45.120503652039325
,,1739209623.4671483,-38.13080360867914
,,1739209623.4671576,-28.58837851428586
,,1739209623.467167,-45.120503652039325
,,1739209623.467176,-38.13080360867914
,,1739209623.4671853,-45.120503652039325
,,1739209623.4671946,-33.981070128970906
,,1739209623.4672036,-45.120503652039325
,,1739209623.467213,-38.13080360867914
,,1739209623.4672222,-45.120503652039325
,,1739209623.4672315,-31.141103565318915
,,1739209623.4672406,-45.120503652039325
,,1739209623.46725,-20.633440452988484
,,1739209623.4672592,-31.141103565318915
,,1739209623.4672682,-33.981070128970906
,,1739209623.4672775,-38.13080360867914
,,1739209623.4672868,-45.120503652039325
,,1739209623.467296,-45.120503652039325
,,1739209623.4673052,-23.75329798047523
,,1739209623.4673145,-30.49652367304973
,,1739209623.4673238,-38.13080360867914
,,1739209623.4673328,-33.981070128970906
,,1739209623.467342,-32.816014438256545
,,1739209623.4673514,-38.13080360867914
,,1739209623.4673605,-33.981070128970906
,,1739209623.4673698,-38.13080360867914
,,1739209623.467379,-28.992665084841946
,,1739209623.4673884,-45.120503652039325
,,1739209623.4673977,-45.120503652039325
,,1739209623.4674067,-30.49652367304973
,,1739209623.467416,-45.120503652039325
,,1739209623.467425,-45.120503652039325
,,1739209623.4674344,-45.120503652039325
,,1739209623.4674437,-45.120503652039325
,,1739209623.467453,-35.57807855764607
,,1739209623.467462,-32.816014438256545
,,1739209623.4674714,-20.27750525857144
,,1739209623.467481,-33.981070128970906
,,1739209623.4674895,-27.267205301931607
,,1739209623.467499,-45.120503652039325
