CAN Message, 0x1b8:0100e9f6ba417234,Timestamp,Amplitude
,,1739209896.490002,-45.120503652039325
,,1739209896.4900074,-45.120503652039325
,,1739209896.4900131,-45.120503652039325
,,1739209896.4900188,-45.120503652039325
,,1739209896.4900243,-38.13080360867914
,,1739209896.49003,-38.13080360867914
,,1739209896.4900355,-38.13080360867914
,,1739209896.4900413,-35.57807855764607
,,1739209896.490047,-38.13080360867914
,,1739209896.4900525,-45.120503652039325
,,1739209896.4900582,-45.120503652039325
,,1739209896.4900637,-31.141103565318893
,,1739209896.4900694,-38.13080360867914
,,1739209896.4900749,-45.120503652039325
,,1739209896.4900806,-38.13080360867914
,,1739209896.4900863,-35.57807855764607
,,1739209896.4900918,-35.57807855764607
,,1739209896.4900975,-45.120503652039325
,,1739209896.490103,-38.13080360867914
,,1739209896.4901087,-45.120503652039325
,,1739209896.4901145,-45.120503652039325
,,1739209896.49012,-45.120503652039325
,,1739209896.4901257,-38.13080360867914
,,1739209896.4901311,-38.13080360867914
,,1739209896.4901369,-38.13080360867914
,,1739209896.4901423,-45.120503652039325
,,1739209896.490148,-38.13080360867914
,,1739209896.4901538,-28.21854285175415
,,1739209896.4901593,-38.13080360867914
,,1739209896.490165,-45.120503652039325
,,1739209896.4901705,-45.120503652039325
,,1739209896.4901762,-38.13080360867914
,,1739209896.490182,-38.13080360867914
,,1739209896.4901874,-45.120503652039325
,,1739209896.4901931,-38.13080360867914
,,1739209896.4901986,-45.120503652039325
,,1739209896.4902043,-45.120503652039325
,,1739209896.4902098,-45.120503652039325
,,1739209896.4902155,-38.13080360867914
,,1739209896.4902213,-45.120503652039325
,,1739209896.4902267,-38.13080360867914
,,1739209896.4902325,-45.120503652039325
,,1739209896.490238,-45.120503652039325
,,1739209896.4902437,-32.816014438256545
,,1739209896.4902494,-38.13080360867914
,,1739209896.4902549,-45.120503652039325
,,1739209896.4902606,-38.13080360867914
,,1739209896.490266,-32.816014438256545
,,1739209896.4902718,-38.13080360867914
,,1739209896.4902773,-31.141103565318915
,,1739209896.490283,-9.498765018392808
,,1739209896.4902887,-19.642756598161057
,,1739209896.4902942,-28.992665084841946
,,1739209896.4903,-38.13080360867914
,,1739209896.4903054,-38.13080360867914
,,1739209896.4903111,-45.120503652039325
,,1739209896.4903169,-45.120503652039325
,,1739209896.4903224,-45.120503652039325
,,1739209896.490328,-38.13080360867914
,,1739209896.4903336,-38.13080360867914
,,1739209896.4903393,-45.120503652039325
,,1739209896.490345,-45.120503652039325
,,1739209896.4903505,-45.120503652039325
,,1739209896.4903562,-45.120503652039325
,,1739209896.4903617,-45.120503652039325
,,1739209896.4903674,-33.981070128970906
,,1739209896.490373,-33.981070128970906
,,1739209896.4903786,-22.74004262075133
,,1739209896.4903843,-30.49652367304973
,,1739209896.4903898,-38.13080360867914
,,1739209896.4903955,-38.13080360867914
,,1739209896.490401,-32.816014438256545
,,1739209896.4904068,-35.57807855764607
,,1739209896.4904125,-33.981070128970906
,,1739209896.490418,-19.00327057196587
,,1739209896.4904237,-45.120503652039325
,,1739209896.4904292,-38.13080360867914
,,1739209896.490435,-38.13080360867914
,,1739209896.4904404,-26.99137008561072
,,1739209896.490446,-9.819787963665508
,,1739209896.4904518,-25.62660358559016
,,1739209896.4904573,-45.120503652039325
,,1739209896.490463,-28.58837851428586
,,1739209896.4904685,-28.992665084841967
,,1739209896.4904742,-32.81601443825658
,,1739209896.49048,-33.981070128970906
,,1739209896.4904854,-45.120503652039325
,,1739209896.4904912,-45.120503652039325
,,1739209896.4904966,-45.120503652039325
,,1739209896.4905024,-45.120503652039325
,,1739209896.4905078,-38.13080360867914
,,1739209896.4905136,-38.13080360867914
,,1739209896.4905193,-33.981070128970906
,,1739209896.4905248,-45.120503652039325
,,1739209896.4905305,-38.13080360867914
,,1739209896.490536,-38.13080360867914
,,1739209896.4905417,-38.13080360867914
,,1739209896.4905474,-38.13080360867914
,,1739209896.490553,-33.981070128970906
,,1739209896.4905586,-30.49652367304973
,,1739209896.490564,-29.438486411369333
,,1739209896.4905698,-45.120503652039325
,,1739209896.4905753,-27.8777449560314
,,1739209896.490581,-18.335319861638148
,,1739209896.4905868,-32.816014438256545
,,1739209896.4905922,-31.141103565318915
,,1739209896.490598,-31.14110356531892
,,1739209896.4906034,-18.08758987085268
,,1739209896.4906092,-9.05131839255638
,,1739209896.490615,-31.141103565318943
,,1739209896.4906204,-38.13080360867914
,,1739209896.490626,-38.13080360867914
,,1739209896.4906316,-38.13080360867914
,,1739209896.4906373,-45.120503652039325
,,1739209896.490643,-45.120503652039325
,,1739209896.4906485,-45.120503652039325
,,1739209896.4906542,-38.13080360867914
,,1739209896.4906597,-20.95409857865648
,,1739209896.4906654,-32.816014438256545
,,1739209896.490671,-45.120503652039325
,,1739209896.4906766,-27.267205301931607
,,1739209896.4906824,-45.120503652039325
,,1739209896.4906878,-38.13080360867914
,,1739209896.4906936,-35.57807855764607
,,1739209896.490699,-32.816014438256545
,,1739209896.4907048,-38.13080360867914
,,1739209896.4907105,-45.120503652039325
,,1739209896.490716,-45.120503652039325
,,1739209896.4907217,-33.981070128970906
,,1739209896.4907272,-45.120503652039325
,,1739209896.490733,-38.13080360867914
,,1739209896.4907384,-45.120503652039325
,,1739209896.490744,-31.141103565318915
,,1739209896.4907498,-35.57807855764607
,,1739209896.490755,-45.120503652039325
,,1739209896.490761,-38.13080360867914
,,1739209896.4907663,-33.981070128970906
,,1739209896.4907722,-35.57807855764607
,,1739209896.490778,-45.120503652039325
,,1739209896.4907837,-45.120503652039325
,,1739209896.4907892,-22.448786368009163
,,1739209896.490795,-33.981070128970906
,,1739209896.4908004,-45.120503652039325
,,1739209896.490806,-45.120503652039325
,,1739209896.4908116,-45.120503652039325
,,1739209896.4908173,-38.13080360867914
,,1739209896.4908228,-38.13080360867914
,,1739209896.4908285,-38.13080360867914
,,1739209896.490834,-33.981070128970906
,,1739209896.4908395,-45.120503652039325
,,1739209896.4908454,-26.99137008561072
,,1739209896.490851,-19.35709014998136
,,1739209896.4908566,-31.141103565318915
,,1739209896.490862,-35.57807855764607
,,1739209896.490868,-45.120503652039325
,,1739209896.490873,-25.82631439489636
,,1739209896.490879,-13.011969998890358
,,1739209896.4908848,-45.120503652039325
,,1739209896.4908905,-33.981070128970906
,,1739209896.490896,-38.13080360867914
,,1739209896.4909017,-32.816014438256545
,,1739209896.4909072,-31.141103565318915
,,1739209896.4909103,-45.120503652039325
,,1739209896.490914,-38.13080360867914
,,1739209896.490917,-45.120503652039325
,,1739209896.4909203,-38.13080360867914
,,1739209896.4909236,-38.13080360867914
,,1739209896.490927,-30.49652367304973
,,1739209896.49093,-35.57807855764607
,,1739209896.4909334,-38.13080360867914
,,1739209896.4909368,-45.120503652039325
,,1739209896.49094,-45.120503652039325
,,1739209896.4909432,-45.120503652039325
,,1739209896.4909463,-38.13080360867914
,,1739209896.49095,-32.816014438256545
,,1739209896.4909532,-22.74004262075133
,,1739209896.4909563,-38.13080360867914
,,1739209896.4909596,-38.13080360867914
,,1739209896.490963,-38.13080360867914
