CAN Message, 0x1a7:00003ddfcd526266,Timestamp,Amplitude
,,1739209725.4378998,-45.120503652039325
,,1739209725.4379036,-35.57807855764607
,,1739209725.4379077,-38.13080360867914
,,1739209725.4379113,-45.120503652039325
,,1739209725.4379148,-38.13080360867914
,,1739209725.437919,-29.438486411369333
,,1739209725.4379225,-33.981070128970906
,,1739209725.4379263,-45.120503652039325
,,1739209725.43793,-45.120503652039325
,,1739209725.437934,-45.120503652039325
,,1739209725.4379375,-38.13080360867914
,,1739209725.4379413,-38.13080360867914
,,1739209725.4379451,-35.57807855764607
,,1739209725.437949,-35.57807855764607
,,1739209725.4379528,-38.13080360867914
,,1739209725.4379566,-35.57807855764607
,,1739209725.4379604,-45.120503652039325
,,1739209725.4379642,-45.120503652039325
,,1739209725.4379678,-45.120503652039325
,,1739209725.4379716,-45.120503652039325
,,1739209725.4379754,-45.120503652039325
,,1739209725.4379792,-38.13080360867914
,,1739209725.437983,-35.57807855764607
,,1739209725.4379869,-35.57807855764607
,,1739209725.437991,-45.120503652039325
,,1739209725.4379945,-45.120503652039325
,,1739209725.437998,-33.981070128970906
,,1739209725.438002,-45.120503652039325
,,1739209725.4380057,-45.120503652039325
,,1739209725.4380095,-35.57807855764607
,,1739209725.4380133,-35.57807855764607
,,1739209725.4380171,-45.120503652039325
,,1739209725.438021,-38.13080360867914
,,1739209725.4380243,-38.13080360867914
,,1739209725.4380283,-38.13080360867914
,,1739209725.4380322,-45.120503652039325
,,1739209725.438036,-38.13080360867914
,,1739209725.4380398,-45.120503652039325
,,1739209725.4380436,-28.992665084841946
,,1739209725.4380474,-33.981070128970906
,,1739209725.438051,-45.120503652039325
,,1739209725.4380548,-45.120503652039325
,,1739209725.4380586,-38.13080360867914
,,1739209725.4380624,-45.120503652039325
,,1739209725.4380662,-38.13080360867914
,,1739209725.43807,-33.981070128970906
,,1739209725.438074,-38.13080360867914
,,1739209725.4380777,-38.13080360867914
,,1739209725.4380813,-45.120503652039325
,,1739209725.438085,-33.981070128970906
,,1739209725.438089,-9.409240881196174
,,1739209725.4380927,-22.44878636800916
,,1739209725.4380963,-28.992665084841946
,,1739209725.4381003,-33.981070128970906
,,1739209725.4381042,-30.49652367304973
,,1739209725.4381075,-26.991370085610736
,,1739209725.4381115,-38.13080360867914
,,1739209725.4381154,-38.13080360867914
,,1739209725.4381192,-38.13080360867914
,,1739209725.438123,-45.120503652039325
,,1739209725.4381268,-38.13080360867914
,,1739209725.4381306,-35.57807855764607
,,1739209725.4381342,-38.13080360867914
,,1739209725.438138,-35.57807855764607
,,1739209725.4381418,-38.13080360867914
,,1739209725.4381456,-35.57807855764607
,,1739209725.4381497,-35.57807855764607
,,1739209725.4381533,-32.816014438256545
,,1739209725.438157,-45.120503652039325
,,1739209725.438161,-45.120503652039325
,,1739209725.4381645,-45.120503652039325
,,1739209725.4381683,-45.120503652039325
,,1739209725.438172,-33.981070128970906
,,1739209725.438176,-31.141103565318915
,,1739209725.4381795,-18.67611775736091
,,1739209725.4381835,-38.13080360867914
,,1739209725.4381874,-28.58837851428586
,,1739209725.438191,-45.120503652039325
,,1739209725.4381948,-22.74004262075133
,,1739209725.4381986,-9.133692662967656
,,1739209725.4382024,-31.141103565318915
,,1739209725.4382062,-35.57807855764607
,,1739209725.43821,-33.981070128970906
,,1739209725.4382138,-35.57807855764607
,,1739209725.4382174,-38.13080360867914
,,1739209725.4382212,-35.57807855764607
,,1739209725.438225,-35.57807855764607
,,1739209725.4382288,-38.13080360867914
,,1739209725.438233,-45.120503652039325
,,1739209725.4382365,-45.120503652039325
,,1739209725.4382403,-38.13080360867914
,,1739209725.438244,-32.816014438256545
,,1739209725.4382477,-45.120503652039325
,,1739209725.4382515,-45.120503652039325
,,1739209725.4382553,-45.120503652039325
,,1739209725.4382591,-31.141103565318915
,,1739209725.438263,-32.816014438256545
,,1739209725.4382668,-45.120503652039325
,,1739209725.4382706,-38.13080360867914
,,1739209725.438274,-25.826314394896357
,,1739209725.438278,-32.816014438256545
,,1739209725.4382818,-45.120503652039325
,,1739209725.4382856,-24.746238672633048
,,1739209725.4382894,-20.27750525857143
,,1739209725.4382932,-45.120503652039325
,,1739209725.438297,-31.141103565318915
,,1739209725.4383006,-28.218542851754165
,,1739209725.4383044,-16.840353009799525
,,1739209725.4383082,-10.359436483637376
,,1739209725.438312,-30.49652367304976
,,1739209725.438316,-28.992665084841946
,,1739209725.4383197,-25.82631439489636
,,1739209725.4383235,-29.438486411369357
,,1739209725.438327,-31.141103565318915
,,1739209725.438331,-38.13080360867914
,,1739209725.4383347,-38.13080360867914
,,1739209725.4383385,-38.13080360867914
,,1739209725.4383423,-23.50682362968953
,,1739209725.438346,-35.57807855764607
,,1739209725.43835,-45.120503652039325
,,1739209725.4383538,-45.120503652039325
,,1739209725.4383574,-38.13080360867914
,,1739209725.4383612,-33.981070128970906
,,1739209725.438365,-35.57807855764607
,,1739209725.4383688,-45.120503652039325
,,1739209725.4383726,-38.13080360867914
,,1739209725.4383764,-38.13080360867914
,,1739209725.4383802,-18.83661435153617
,,1739209725.4383838,-25.82631439489636
,,1739209725.4383876,-45.120503652039325
,,1739209725.4383914,-38.13080360867914
,,1739209725.4383953,-45.120503652039325
,,1739209725.438399,-38.13080360867914
,,1739209725.438403,-33.981070128970906
,,1739209725.4384067,-38.13080360867914
,,1739209725.4384103,-30.49652367304973
,,1739209725.438414,-35.57807855764607
,,1739209725.438418,-38.13080360867914
,,1739209725.4384215,-38.13080360867914
,,1739209725.4384255,-45.120503652039325
,,1739209725.4384294,-31.141103565318915
,,1739209725.4384332,-45.120503652039325
,,1739209725.438437,-45.120503652039325
,,1739209725.4384406,-45.120503652039325
,,1739209725.4384444,-38.13080360867914
,,1739209725.4384482,-35.57807855764607
