CAN Message, 0x62:00f6df15e3db0bde,Timestamp,Amplitude
,,1739209626.508761,-38.13080360867914
,,1739209626.5087638,-35.57807855764607
,,1739209626.5087664,-38.13080360867914
,,1739209626.5087693,-38.13080360867914
,,1739209626.508772,-38.13080360867914
,,1739209626.5087748,-38.13080360867914
,,1739209626.5087776,-33.981070128970906
,,1739209626.5087802,-45.120503652039325
,,1739209626.508783,-38.13080360867914
,,1739209626.5087855,-45.120503652039325
,,1739209626.5087886,-45.120503652039325
,,1739209626.5087912,-45.120503652039325
,,1739209626.508794,-38.13080360867914
,,1739209626.508797,-35.57807855764607
,,1739209626.5087996,-38.13080360867914
,,1739209626.5088024,-45.120503652039325
,,1739209626.508805,-30.49652367304973
,,1739209626.508808,-38.13080360867914
,,1739209626.5088103,-38.13080360867914
,,1739209626.5088134,-45.120503652039325
,,1739209626.5088162,-45.120503652039325
,,1739209626.5088189,-32.816014438256545
,,1739209626.5088215,-33.981070128970906
,,1739209626.5088243,-45.120503652039325
,,1739209626.5088272,-33.981070128970906
,,1739209626.5088298,-32.816014438256545
,,1739209626.5088327,-38.13080360867914
,,1739209626.5088353,-45.120503652039325
,,1739209626.5088382,-45.120503652039325
,,1739209626.508841,-35.57807855764607
,,1739209626.5088437,-38.13080360867914
,,1739209626.5088463,-38.13080360867914
,,1739209626.5088491,-30.49652367304973
,,1739209626.508852,-33.981070128970906
,,1739209626.5088546,-45.120503652039325
,,1739209626.5088575,-45.120503652039325
,,1739209626.50886,-38.13080360867914
,,1739209626.508863,-38.13080360867914
,,1739209626.5088658,-33.981070128970906
,,1739209626.5088685,-45.120503652039325
,,1739209626.5088713,-32.816014438256545
,,1739209626.508874,-38.13080360867914
,,1739209626.5088768,-45.120503652039325
,,1739209626.5088794,-45.120503652039325
,,1739209626.5088823,-45.120503652039325
,,1739209626.508885,-45.120503652039325
,,1739209626.5088878,-45.120503652039325
,,1739209626.5088906,-45.120503652039325
,,1739209626.5088933,-31.141103565318893
,,1739209626.508896,-26.03565346325281
,,1739209626.5088987,-10.435553406968602
,,1739209626.5089016,-31.141103565318915
,,1739209626.5089042,-38.13080360867914
,,1739209626.508907,-33.981070128970906
,,1739209626.5089097,-38.13080360867914
,,1739209626.5089126,-33.981070128970906
,,1739209626.5089154,-38.13080360867914
,,1739209626.508918,-38.13080360867914
,,1739209626.508921,-38.13080360867914
,,1739209626.5089235,-38.13080360867914
,,1739209626.5089264,-33.981070128970906
,,1739209626.508929,-38.13080360867914
,,1739209626.508932,-38.13080360867914
,,1739209626.5089347,-45.120503652039325
,,1739209626.5089374,-45.120503652039325
,,1739209626.5089402,-45.120503652039325
