CAN Message, 0x39:0a8ff5d6f977dd94,Timestamp,Amplitude
,,1739209629.6447897,-35.57807855764607
,,1739209629.64479,-38.13080360867914
,,1739209629.6447902,-31.141103565318893
,,1739209629.6447904,-38.13080360867914
,,1739209629.6447906,-45.120503652039325
,,1739209629.644791,-38.13080360867914
,,1739209629.6447911,-45.120503652039325
,,1739209629.6447916,-45.120503652039325
,,1739209629.6447918,-45.120503652039325
,,1739209629.644792,-45.120503652039325
,,1739209629.6447923,-45.120503652039325
,,1739209629.6447926,-38.13080360867914
,,1739209629.6447928,-32.816014438256545
,,1739209629.644793,-38.13080360867914
,,1739209629.6447935,-35.57807855764607
,,1739209629.6447935,-35.57807855764607
,,1739209629.644794,-38.13080360867914
,,1739209629.6447942,-45.120503652039325
,,1739209629.6447945,-45.120503652039325
,,1739209629.6447947,-45.120503652039325
,,1739209629.644795,-45.120503652039325
,,1739209629.6447954,-38.13080360867914
,,1739209629.6447957,-35.57807855764607
,,1739209629.644796,-45.120503652039325
,,1739209629.644796,-35.57807855764607
,,1739209629.6447964,-45.120503652039325
,,1739209629.6447966,-45.120503652039325
,,1739209629.6447968,-45.120503652039325
,,1739209629.644797,-45.120503652039325
,,1739209629.6447976,-38.13080360867914
,,1739209629.6447978,-38.13080360867914
,,1739209629.644798,-45.120503652039325
,,1739209629.6447985,-45.120503652039325
,,1739209629.6447985,-45.120503652039325
,,1739209629.6447988,-45.120503652039325
,,1739209629.6447992,-35.57807855764607
,,1739209629.6447997,-26.991370085610736
,,1739209629.6447997,-45.120503652039325
,,1739209629.6448,-35.57807855764607
,,1739209629.6448002,-38.13080360867914
,,1739209629.6448004,-38.13080360867914
,,1739209629.644801,-45.120503652039325
,,1739209629.6448011,-32.816014438256545
,,1739209629.6448014,-45.120503652039325
,,1739209629.6448016,-45.120503652039325
,,1739209629.644802,-38.13080360867914
,,1739209629.644802,-31.141103565318893
,,1739209629.6448023,-45.120503652039325
,,1739209629.6448026,-32.816014438256545
,,1739209629.644803,-32.81601443825658
,,1739209629.6448033,-9.41390695182395
,,1739209629.6448035,-38.13080360867914
,,1739209629.6448038,-38.13080360867914
,,1739209629.644804,-45.120503652039325
,,1739209629.6448042,-45.120503652039325
,,1739209629.6448045,-45.120503652039325
,,1739209629.644805,-45.120503652039325
,,1739209629.6448052,-38.13080360867914
,,1739209629.6448054,-45.120503652039325
,,1739209629.6448057,-45.120503652039325
,,1739209629.644806,-29.438486411369333
,,1739209629.644806,-38.13080360867914
,,1739209629.6448064,-45.120503652039325
,,1739209629.6448069,-38.13080360867914
,,1739209629.644807,-38.13080360867914
,,1739209629.644807,-45.120503652039325
,,1739209629.6448076,-45.120503652039325
,,1739209629.6448078,-45.120503652039325
,,1739209629.644808,-31.141103565318893
,,1739209629.6448083,-38.13080360867914
,,1739209629.6448088,-45.120503652039325
,,1739209629.644809,-45.120503652039325
,,1739209629.6448092,-28.58837851428586
,,1739209629.6448095,-22.84163660590256
,,1739209629.6448095,-18.598040242006057
,,1739209629.64481,-45.120503652039325
,,1739209629.6448102,-27.267205301931607
,,1739209629.644811,-38.13080360867914
,,1739209629.644811,-18.75562468850564
,,1739209629.6448112,-10.666018509378794
,,1739209629.6448114,-45.120503652039325
