CAN Message, 0x62:028f63ef716155c5,Timestamp,Amplitude
,,1739209622.8981092,-45.120503652039325
,,1739209622.8981133,-45.120503652039325
,,1739209622.8981175,-33.981070128970906
,,1739209622.8981218,-33.981070128970906
,,1739209622.898126,-38.13080360867914
,,1739209622.8981304,-38.13080360867914
,,1739209622.8981347,-45.120503652039325
,,1739209622.898139,-38.13080360867914
,,1739209622.898143,-45.120503652039325
,,1739209622.898147,-45.120503652039325
,,1739209622.8981516,-38.13080360867914
,,1739209622.898156,-45.120503652039325
,,1739209622.8981602,-45.120503652039325
,,1739209622.8981645,-38.13080360867914
,,1739209622.8981688,-32.816014438256545
,,1739209622.8981729,-38.13080360867914
,,1739209622.8981771,-45.120503652039325
,,1739209622.8981814,-33.981070128970906
,,1739209622.8981855,-38.13080360867914
,,1739209622.89819,-38.13080360867914
,,1739209622.8981943,-45.120503652039325
,,1739209622.8981984,-38.13080360867914
,,1739209622.898203,-33.981070128970906
,,1739209622.898207,-38.13080360867914
,,1739209622.8982112,-45.120503652039325
,,1739209622.8982155,-38.13080360867914
,,1739209622.8982198,-35.57807855764607
,,1739209622.898224,-45.120503652039325
,,1739209622.8982282,-45.120503652039325
,,1739209622.8982325,-45.120503652039325
,,1739209622.8982368,-45.120503652039325
,,1739209622.898241,-45.120503652039325
,,1739209622.898245,-45.120503652039325
,,1739209622.8982496,-45.120503652039325
,,1739209622.8982537,-45.120503652039325
,,1739209622.898258,-45.120503652039325
,,1739209622.8982625,-45.120503652039325
,,1739209622.8982666,-38.13080360867914
,,1739209622.8982708,-35.57807855764607
,,1739209622.8982751,-38.13080360867914
,,1739209622.8982794,-45.120503652039325
,,1739209622.8982835,-33.981070128970906
,,1739209622.8982878,-32.816014438256545
,,1739209622.898292,-31.14110356531892
,,1739209622.8982964,-38.13080360867914
,,1739209622.8983006,-38.13080360867914
,,1739209622.898305,-45.120503652039325
,,1739209622.8983092,-45.120503652039325
,,1739209622.8983133,-38.13080360867914
,,1739209622.8983176,-25.82631439489636
,,1739209622.898322,-12.169232799517378
,,1739209622.8983262,-15.013264998121564
,,1739209622.8983305,-27.267205301931607
,,1739209622.8983347,-32.816014438256545
,,1739209622.8983388,-32.816014438256545
,,1739209622.898343,-38.13080360867914
,,1739209622.8983474,-45.120503652039325
,,1739209622.8983517,-45.120503652039325
,,1739209622.898356,-35.57807855764607
,,1739209622.8983605,-26.991370085610757
,,1739209622.8983643,-45.120503652039325
,,1739209622.8983686,-38.13080360867914
,,1739209622.898373,-38.13080360867914
,,1739209622.8983772,-35.57807855764607
,,1739209622.8983817,-45.120503652039325
,,1739209622.8983858,-38.13080360867914
,,1739209622.89839,-38.13080360867914
,,1739209622.898394,-31.141103565318915
,,1739209622.8983984,-38.13080360867914
,,1739209622.8984027,-45.120503652039325
,,1739209622.898407,-35.57807855764607
,,1739209622.8984113,-45.120503652039325
,,1739209622.8984156,-45.120503652039325
,,1739209622.89842,-33.981070128970906
,,1739209622.898424,-16.51712358632935
,,1739209622.8984282,-28.21854285175415
,,1739209622.8984325,-45.120503652039325
,,1739209622.8984368,-45.120503652039325
,,1739209622.898441,-29.438486411369333
,,1739209622.8984454,-8.987372037484693
,,1739209622.8984497,-21.598678470925677
,,1739209622.8984537,-28.992665084841946
,,1739209622.898458,-38.13080360867914
,,1739209622.8984623,-25.62660358559016
,,1739209622.8984666,-38.13080360867914
,,1739209622.8984709,-33.981070128970906
,,1739209622.8984752,-38.13080360867914
,,1739209622.8984792,-33.981070128970906
,,1739209622.8984835,-32.816014438256545
,,1739209622.8984878,-45.120503652039325
,,1739209622.898492,-38.13080360867914
,,1739209622.8984964,-38.13080360867914
,,1739209622.8985007,-38.13080360867914
,,1739209622.898505,-45.120503652039325
,,1739209622.898509,-45.120503652039325
,,1739209622.8985133,-38.13080360867914
,,1739209622.8985176,-38.13080360867914
,,1739209622.898522,-38.13080360867914
,,1739209622.8985262,-45.120503652039325
,,1739209622.8985305,-27.267205301931607
,,1739209622.8985348,-33.981070128970906
,,1739209622.8985388,-45.120503652039325
,,1739209622.8985431,-38.13080360867914
,,1739209622.8985474,-21.300333226290604
,,1739209622.8985517,-45.120503652039325
,,1739209622.898556,-38.13080360867914
,,1739209622.8985603,-31.141103565318893
,,1739209622.8985643,-32.81601443825658
,,1739209622.8985686,-10.863531518413382
,,1739209622.898573,-33.981070128970906
,,1739209622.8985772,-38.13080360867914
,,1739209622.8985815,-33.981070128970906
,,1739209622.8985858,-38.13080360867914
,,1739209622.89859,-45.120503652039325
,,1739209622.898594,-35.57807855764607
,,1739209622.8985984,-38.13080360867914
,,1739209622.8986027,-28.21854285175415
,,1739209622.898607,-33.98107012897096
,,1739209622.8986113,-45.120503652039325
