CAN Message, 0x1b8:0200e1348a4d7053,Timestamp,Amplitude
,,1739209873.9734256,-45.120503652039325
,,1739209873.9734297,-33.98107012897096
,,1739209873.9734335,-45.120503652039325
,,1739209873.9734378,-38.13080360867914
,,1739209873.9734418,-45.120503652039325
,,1739209873.973446,-45.120503652039325
,,1739209873.9734502,-33.981070128970906
,,1739209873.9734542,-45.120503652039325
,,1739209873.9734583,-38.13080360867914
,,1739209873.9734623,-29.438486411369333
,,1739209873.9734664,-35.57807855764607
,,1739209873.9734707,-45.120503652039325
,,1739209873.9734747,-38.13080360867914
,,1739209873.9734788,-38.13080360867914
,,1739209873.9734828,-45.120503652039325
,,1739209873.973487,-38.13080360867914
,,1739209873.9734912,-45.120503652039325
,,1739209873.9734952,-38.13080360867914
,,1739209873.9734993,-45.120503652039325
,,1739209873.9735034,-45.120503652039325
,,1739209873.9735074,-45.120503652039325
,,1739209873.9735117,-38.13080360867914
,,1739209873.9735155,-38.13080360867914
,,1739209873.9735198,-45.120503652039325
,,1739209873.973524,-38.13080360867914
,,1739209873.973528,-45.120503652039325
,,1739209873.973532,-45.120503652039325
,,1739209873.9735365,-45.120503652039325
,,1739209873.9735403,-45.120503652039325
,,1739209873.9735444,-38.13080360867914
,,1739209873.9735484,-33.981070128970906
,,1739209873.9735525,-45.120503652039325
,,1739209873.9735565,-45.120503652039325
,,1739209873.9735608,-32.816014438256545
,,1739209873.9735649,-45.120503652039325
,,1739209873.973569,-45.120503652039325
,,1739209873.973573,-45.120503652039325
,,1739209873.973577,-35.57807855764607
,,1739209873.9735813,-45.120503652039325
,,1739209873.9735854,-45.120503652039325
,,1739209873.9735894,-38.13080360867914
,,1739209873.9735937,-35.57807855764607
,,1739209873.9735975,-38.13080360867914
,,1739209873.9736018,-45.120503652039325
,,1739209873.973606,-45.120503652039325
,,1739209873.97361,-45.120503652039325
,,1739209873.973614,-38.13080360867914
,,1739209873.973618,-35.57807855764607
,,1739209873.973622,-38.13080360867914
,,1739209873.9736264,-25.82631439489636
,,1739209873.9736304,-16.738311432963037
,,1739209873.9736345,-10.122258693643492
,,1739209873.9736383,-25.82631439489636
,,1739209873.9736426,-45.120503652039325
,,1739209873.9736469,-38.13080360867914
,,1739209873.973651,-45.120503652039325
,,1739209873.973655,-45.120503652039325
,,1739209873.973659,-38.13080360867914
,,1739209873.973663,-38.13080360867914
,,1739209873.9736674,-45.120503652039325
,,1739209873.9736714,-45.120503652039325
,,1739209873.9736755,-45.120503652039325
,,1739209873.9736795,-45.120503652039325
,,1739209873.9736836,-38.13080360867914
,,1739209873.9736876,-38.13080360867914
,,1739209873.973692,-45.120503652039325
,,1739209873.973696,-45.120503652039325
,,1739209873.9737,-38.13080360867914
,,1739209873.973704,-45.120503652039325
,,1739209873.9737082,-31.141103565318915
,,1739209873.9737124,-32.816014438256545
,,1739209873.9737165,-45.120503652039325
,,1739209873.9737206,-38.13080360867914
,,1739209873.9737246,-28.992665084841946
,,1739209873.973729,-20.6957059613948
,,1739209873.973733,-21.598678470925663
,,1739209873.973737,-38.13080360867914
,,1739209873.973741,-27.8777449560314
,,1739209873.973745,-31.141103565318943
,,1739209873.9737492,-11.508893700089033
,,1739209873.9737532,-11.749906388834043
,,1739209873.9737575,-25.82631439489636
,,1739209873.9737616,-33.981070128970906
,,1739209873.9737656,-38.13080360867914
,,1739209873.9737697,-38.13080360867914
,,1739209873.9737737,-45.120503652039325
