CAN Message, 0x1a7:000019f315632641,Timestamp,Amplitude
,,1739209676.3667605,-33.981070128970906
,,1739209676.3667626,-35.57807855764607
,,1739209676.3667648,-45.120503652039325
,,1739209676.3667672,-38.13080360867914
,,1739209676.3667693,-45.120503652039325
,,1739209676.3667717,-38.13080360867914
,,1739209676.3667738,-38.13080360867914
,,1739209676.3667762,-31.141103565318915
,,1739209676.3667784,-31.141103565318915
,,1739209676.3667803,-38.13080360867914
,,1739209676.366783,-38.13080360867914
,,1739209676.366785,-45.120503652039325
,,1739209676.3667874,-35.57807855764607
,,1739209676.3667896,-38.13080360867914
,,1739209676.366792,-38.13080360867914
,,1739209676.366794,-38.13080360867914
,,1739209676.3667965,-38.13080360867914
,,1739209676.3667986,-45.120503652039325
,,1739209676.366801,-45.120503652039325
,,1739209676.3668032,-38.13080360867914
,,1739209676.3668053,-38.13080360867914
,,1739209676.3668077,-45.120503652039325
,,1739209676.3668098,-38.13080360867914
,,1739209676.3668122,-28.992665084841946
,,1739209676.3668144,-31.141103565318915
,,1739209676.3668168,-38.13080360867914
,,1739209676.366819,-38.13080360867914
,,1739209676.3668213,-38.13080360867914
,,1739209676.3668234,-35.57807855764607
,,1739209676.3668258,-38.13080360867914
,,1739209676.366828,-38.13080360867914
,,1739209676.3668303,-38.13080360867914
,,1739209676.3668325,-31.141103565318915
,,1739209676.3668346,-35.57807855764607
,,1739209676.366837,-45.120503652039325
,,1739209676.3668392,-45.120503652039325
,,1739209676.3668416,-45.120503652039325
,,1739209676.3668437,-33.981070128970906
,,1739209676.366846,-45.120503652039325
,,1739209676.3668482,-45.120503652039325
,,1739209676.3668506,-45.120503652039325
,,1739209676.3668528,-45.120503652039325
,,1739209676.3668551,-45.120503652039325
,,1739209676.3668573,-45.120503652039325
,,1739209676.3668594,-38.13080360867914
,,1739209676.3668618,-35.57807855764607
,,1739209676.366864,-38.13080360867914
,,1739209676.3668664,-38.13080360867914
,,1739209676.3668685,-38.13080360867914
,,1739209676.3668709,-38.13080360867914
,,1739209676.366873,-8.74860943055167
,,1739209676.3668754,-17.788531000973595
,,1739209676.3668776,-31.141103565318943
,,1739209676.36688,-30.49652367304973
,,1739209676.366882,-45.120503652039325
