CAN Message, 0x1a7:0000388679675a18,Timestamp,Amplitude
,,1739209616.676755,-30.49652367304973
,,1739209616.676758,-45.120503652039325
,,1739209616.676761,-45.120503652039325
,,1739209616.676764,-38.13080360867914
,,1739209616.6767669,-38.13080360867914
,,1739209616.67677,-38.13080360867914
,,1739209616.6767728,-38.13080360867914
,,1739209616.676776,-45.120503652039325
,,1739209616.6767788,-38.13080360867914
,,1739209616.676782,-38.13080360867914
,,1739209616.6767848,-45.120503652039325
,,1739209616.676788,-45.120503652039325
,,1739209616.676791,-38.13080360867914
,,1739209616.6767938,-38.13080360867914
,,1739209616.676797,-45.120503652039325
,,1739209616.6767998,-45.120503652039325
,,1739209616.6768029,-33.981070128970906
,,1739209616.6768055,-33.981070128970906
,,1739209616.6768088,-45.120503652039325
,,1739209616.6768117,-38.13080360867914
,,1739209616.6768148,-38.13080360867914
,,1739209616.676818,-45.120503652039325
,,1739209616.6768208,-38.13080360867914
,,1739209616.676824,-45.120503652039325
,,1739209616.6768267,-45.120503652039325
,,1739209616.6768298,-45.120503652039325
,,1739209616.676833,-45.120503652039325
,,1739209616.6768358,-45.120503652039325
,,1739209616.6768386,-38.13080360867914
,,1739209616.6768415,-33.981070128970906
,,1739209616.6768446,-38.13080360867914
,,1739209616.6768477,-38.13080360867914
,,1739209616.6768508,-35.57807855764607
,,1739209616.6768537,-38.13080360867914
,,1739209616.6768568,-45.120503652039325
,,1739209616.6768596,-38.13080360867914
,,1739209616.6768627,-45.120503652039325
,,1739209616.6768656,-38.13080360867914
,,1739209616.676869,-38.13080360867914
,,1739209616.6768715,-45.120503652039325
,,1739209616.6768746,-38.13080360867914
,,1739209616.6768775,-38.13080360867914
,,1739209616.6768806,-33.981070128970906
,,1739209616.6768837,-38.13080360867914
,,1739209616.6768866,-38.13080360867914
,,1739209616.6768897,-33.981070128970906
,,1739209616.6768925,-35.57807855764607
,,1739209616.6768956,-33.981070128970906
,,1739209616.6768985,-45.120503652039325
,,1739209616.6769016,-32.816014438256545
,,1739209616.6769044,-8.328951239205754
,,1739209616.6769075,-21.4469444417791
,,1739209616.6769104,-38.13080360867914
,,1739209616.6769135,-31.141103565318915
,,1739209616.6769166,-45.120503652039325
,,1739209616.6769197,-38.13080360867914
,,1739209616.6769226,-45.120503652039325
,,1739209616.6769254,-38.13080360867914
,,1739209616.6769283,-38.13080360867914
,,1739209616.6769314,-38.13080360867914
,,1739209616.6769345,-45.120503652039325
,,1739209616.676937,-38.13080360867914
,,1739209616.6769404,-35.57807855764607
,,1739209616.6769433,-45.120503652039325
,,1739209616.6769464,-45.120503652039325
,,1739209616.6769495,-33.981070128970906
,,1739209616.6769524,-38.13080360867914
,,1739209616.6769557,-45.120503652039325
,,1739209616.6769583,-38.13080360867914
,,1739209616.6769614,-38.13080360867914
,,1739209616.6769643,-45.120503652039325
,,1739209616.6769674,-45.120503652039325
,,1739209616.6769702,-32.816014438256545
,,1739209616.676973,-24.15140352195873
,,1739209616.6769762,-25.25278630937684
,,1739209616.6769793,-38.13080360867914
,,1739209616.6769824,-38.13080360867914
,,1739209616.6769853,-31.141103565318915
,,1739209616.6769884,-33.981070128970906
,,1739209616.6769912,-20.001670042250552
,,1739209616.6769943,-33.981070128970906
,,1739209616.6769972,-33.981070128970906
,,1739209616.6770003,-38.13080360867914
,,1739209616.6770031,-45.120503652039325
