CAN Message, 0x1b8:0200ca347679c458,Timestamp,Amplitude
,,1739209609.0308366,-30.49652367304973
,,1739209609.030839,-45.120503652039325
,,1739209609.0308414,-38.13080360867914
,,1739209609.0308435,-38.13080360867914
,,1739209609.0308464,-35.57807855764607
,,1739209609.0308487,-45.120503652039325
,,1739209609.0308511,-45.120503652039325
,,1739209609.0308535,-45.120503652039325
,,1739209609.030856,-38.13080360867914
,,1739209609.0308585,-45.120503652039325
,,1739209609.030861,-38.13080360867914
,,1739209609.0308633,-45.120503652039325
,,1739209609.0308657,-45.120503652039325
,,1739209609.030868,-38.13080360867914
,,1739209609.0308704,-45.120503652039325
,,1739209609.0308728,-33.981070128970906
,,1739209609.0308752,-27.8777449560314
,,1739209609.0308778,-45.120503652039325
,,1739209609.0308802,-45.120503652039325
,,1739209609.0308826,-38.13080360867914
,,1739209609.030885,-38.13080360867914
,,1739209609.0308874,-45.120503652039325
,,1739209609.0308895,-38.13080360867914
,,1739209609.0308924,-38.13080360867914
,,1739209609.0308948,-45.120503652039325
,,1739209609.0308971,-45.120503652039325
,,1739209609.0308995,-45.120503652039325
,,1739209609.030902,-38.13080360867914
,,1739209609.0309043,-45.120503652039325
,,1739209609.030907,-45.120503652039325
,,1739209609.0309093,-38.13080360867914
,,1739209609.0309117,-45.120503652039325
,,1739209609.030914,-45.120503652039325
,,1739209609.0309165,-45.120503652039325
,,1739209609.0309188,-38.13080360867914
,,1739209609.0309217,-38.13080360867914
,,1739209609.0309238,-45.120503652039325
,,1739209609.0309262,-45.120503652039325
,,1739209609.0309286,-38.13080360867914
,,1739209609.030931,-35.57807855764607
,,1739209609.0309334,-28.21854285175415
,,1739209609.030936,-38.13080360867914
,,1739209609.0309384,-38.13080360867914
,,1739209609.0309408,-38.13080360867914
,,1739209609.0309432,-32.816014438256545
,,1739209609.0309455,-45.120503652039325
,,1739209609.030948,-45.120503652039325
,,1739209609.0309503,-38.13080360867914
,,1739209609.030953,-28.992665084841967
,,1739209609.0309553,-25.82631439489636
,,1739209609.0309577,-16.61404130020863
,,1739209609.03096,-9.372091701405449
,,1739209609.0309625,-25.82631439489636
,,1739209609.0309649,-38.13080360867914
,,1739209609.0309677,-35.57807855764607
,,1739209609.03097,-38.13080360867914
