CAN Message, 0x1d3:0000cdd7a94b1e66,Timestamp,Amplitude
,,1739209803.2669015,-32.816014438256545
,,1739209803.266904,-35.57807855764607
,,1739209803.2669058,-45.120503652039325
,,1739209803.266908,-45.120503652039325
,,1739209803.2669098,-45.120503652039325
,,1739209803.266912,-45.120503652039325
,,1739209803.266914,-45.120503652039325
,,1739209803.266916,-38.13080360867914
,,1739209803.2669182,-38.13080360867914
,,1739209803.26692,-33.981070128970906
,,1739209803.2669222,-38.13080360867914
,,1739209803.2669244,-45.120503652039325
,,1739209803.2669263,-45.120503652039325
,,1739209803.2669284,-38.13080360867914
,,1739209803.2669303,-45.120503652039325
,,1739209803.2669325,-38.13080360867914
,,1739209803.2669346,-45.120503652039325
,,1739209803.2669363,-38.13080360867914
,,1739209803.2669387,-45.120503652039325
,,1739209803.2669406,-45.120503652039325
,,1739209803.2669427,-25.25278630937684
,,1739209803.266945,-35.57807855764607
,,1739209803.2669468,-38.13080360867914
,,1739209803.266949,-33.981070128970906
,,1739209803.2669508,-38.13080360867914
,,1739209803.266953,-45.120503652039325
,,1739209803.2669551,-38.13080360867914
,,1739209803.266957,-45.120503652039325
,,1739209803.2669592,-45.120503652039325
,,1739209803.266961,-45.120503652039325
,,1739209803.2669632,-33.981070128970906
,,1739209803.2669652,-38.13080360867914
,,1739209803.2669673,-38.13080360867914
,,1739209803.2669694,-38.13080360867914
,,1739209803.266971,-45.120503652039325
,,1739209803.2669735,-45.120503652039325
,,1739209803.2669754,-45.120503652039325
,,1739209803.2669775,-45.120503652039325
,,1739209803.2669797,-38.13080360867914
,,1739209803.2669816,-38.13080360867914
,,1739209803.2669835,-45.120503652039325
,,1739209803.2669857,-45.120503652039325
,,1739209803.2669878,-30.49652367304973
,,1739209803.26699,-38.13080360867914
,,1739209803.266992,-27.8777449560314
,,1739209803.266994,-32.816014438256545
,,1739209803.266996,-38.13080360867914
,,1739209803.266998,-35.57807855764607
,,1739209803.2670002,-27.8777449560314
,,1739209803.267002,-29.43848641136937
,,1739209803.2670045,-11.814336979094907
,,1739209803.2670062,-10.149824288054244
,,1739209803.2670083,-22.84163660590255
,,1739209803.2670105,-35.57807855764607
,,1739209803.2670124,-38.13080360867914
,,1739209803.2670145,-45.120503652039325
,,1739209803.2670164,-35.57807855764607
,,1739209803.2670186,-35.57807855764607
,,1739209803.2670207,-45.120503652039325
,,1739209803.2670226,-45.120503652039325
,,1739209803.2670248,-38.13080360867914
,,1739209803.267027,-38.13080360867914
,,1739209803.2670288,-45.120503652039325
,,1739209803.267031,-38.13080360867914
,,1739209803.2670329,-45.120503652039325
,,1739209803.267035,-32.816014438256545
,,1739209803.267037,-45.120503652039325
,,1739209803.267039,-45.120503652039325
,,1739209803.2670412,-32.816014438256545
,,1739209803.267043,-33.981070128970906
,,1739209803.2670453,-45.120503652039325
,,1739209803.2670472,-38.13080360867914
,,1739209803.2670493,-45.120503652039325
,,1739209803.2670517,-45.120503652039325
,,1739209803.2670534,-24.74623867263306
,,1739209803.2670555,-31.141103565318943
,,1739209803.2670574,-31.141103565318893
,,1739209803.2670596,-35.57807855764607
,,1739209803.2670617,-30.49652367304973
,,1739209803.2670636,-16.814616965187845
,,1739209803.2670658,-19.69224938244749
,,1739209803.2670677,-38.13080360867914
,,1739209803.2670698,-38.13080360867914
,,1739209803.2670715,-45.120503652039325
,,1739209803.267074,-35.57807855764607
,,1739209803.267076,-33.981070128970906
,,1739209803.267078,-38.13080360867914
,,1739209803.26708,-45.120503652039325
,,1739209803.267082,-29.438486411369333
,,1739209803.267084,-26.991370085610736
,,1739209803.2670865,-45.120503652039325
,,1739209803.2670882,-45.120503652039325
,,1739209803.2670903,-29.438486411369333
,,1739209803.2670922,-23.38864096791655
,,1739209803.2670944,-45.120503652039325
,,1739209803.2670963,-38.13080360867914
,,1739209803.2670984,-35.57807855764607
,,1739209803.2671006,-30.49652367304973
,,1739209803.2671025,-45.120503652039325
,,1739209803.2671046,-38.13080360867914
,,1739209803.2671068,-33.981070128970906
,,1739209803.267109,-26.99137008561072
,,1739209803.2671108,-45.120503652039325
,,1739209803.2671127,-17.302949905514602
,,1739209803.2671149,-33.981070128970906
,,1739209803.267117,-25.25278630937684
,,1739209803.267119,-45.120503652039325
,,1739209803.267121,-45.120503652039325
,,1739209803.267123,-8.136887991488194
,,1739209803.2671251,-19.00327057196587
,,1739209803.2671273,-30.49652367304976
,,1739209803.2671292,-33.981070128970906
,,1739209803.267131,-35.57807855764607
,,1739209803.2671332,-27.267205301931607
,,1739209803.2671354,-38.13080360867914
,,1739209803.2671375,-38.13080360867914
,,1739209803.2671394,-38.13080360867914
,,1739209803.2671416,-22.17584139042336
,,1739209803.2671435,-22.002965041481755
,,1739209803.2671456,-33.981070128970906
,,1739209803.2671475,-45.120503652039325
,,1739209803.2671497,-31.141103565318915
,,1739209803.2671518,-32.816014438256545
,,1739209803.2671535,-38.13080360867914
,,1739209803.267156,-38.13080360867914
,,1739209803.2671578,-26.99137008561072
,,1739209803.26716,-38.13080360867914
,,1739209803.267162,-20.51152522447381
,,1739209803.267164,-27.267205301931607
,,1739209803.267166,-28.992665084841946
,,1739209803.267168,-33.981070128970906
,,1739209803.2671702,-45.120503652039325
,,1739209803.2671723,-45.120503652039325
,,1739209803.2671742,-25.25278630937684
,,1739209803.2671764,-29.438486411369347
