CAN Message, 0x1bb:000091caf0cf4dc7,Timestamp,Amplitude
,,1739209709.7777617,-35.57807855764607
,,1739209709.7777686,-38.13080360867914
,,1739209709.777776,-38.13080360867914
,,1739209709.7777832,-45.120503652039325
,,1739209709.7777903,-38.13080360867914
,,1739209709.7777977,-45.120503652039325
,,1739209709.7778049,-38.13080360867914
,,1739209709.7778122,-38.13080360867914
,,1739209709.7778194,-33.981070128970906
,,1739209709.7778263,-38.13080360867914
,,1739209709.777834,-45.120503652039325
,,1739209709.777841,-45.120503652039325
,,1739209709.7778482,-45.120503652039325
,,1739209709.7778556,-45.120503652039325
,,1739209709.7778628,-38.13080360867914
,,1739209709.77787,-33.981070128970906
,,1739209709.777877,-38.13080360867914
,,1739209709.7778845,-45.120503652039325
,,1739209709.7778916,-38.13080360867914
,,1739209709.777899,-35.57807855764607
,,1739209709.7779062,-45.120503652039325
,,1739209709.7779136,-38.13080360867914
,,1739209709.7779207,-33.981070128970906
,,1739209709.777928,-31.141103565318915
,,1739209709.7779353,-27.267205301931607
,,1739209709.7779424,-45.120503652039325
,,1739209709.7779496,-38.13080360867914
,,1739209709.777957,-45.120503652039325
,,1739209709.777964,-33.981070128970906
,,1739209709.7779713,-38.13080360867914
,,1739209709.777979,-45.120503652039325
,,1739209709.7779858,-38.13080360867914
,,1739209709.777993,-32.816014438256545
,,1739209709.7780004,-38.13080360867914
,,1739209709.7780075,-38.13080360867914
,,1739209709.778015,-38.13080360867914
,,1739209709.778022,-38.13080360867914
,,1739209709.7780292,-45.120503652039325
,,1739209709.7780366,-33.981070128970906
,,1739209709.7780435,-33.981070128970906
,,1739209709.778051,-31.141103565318915
,,1739209709.7780583,-45.120503652039325
,,1739209709.7780654,-45.120503652039325
,,1739209709.7780726,-38.13080360867914
,,1739209709.77808,-33.981070128970906
,,1739209709.7780871,-45.120503652039325
,,1739209709.7780943,-38.13080360867914
,,1739209709.7781017,-38.13080360867914
,,1739209709.7781088,-45.120503652039325
,,1739209709.7781162,-24.15140352195872
,,1739209709.7781234,-16.51712358632936
,,1739209709.7781303,-12.895940285246828
,,1739209709.778138,-25.82631439489636
,,1739209709.778145,-45.120503652039325
,,1739209709.7781522,-45.120503652039325
,,1739209709.7781596,-45.120503652039325
,,1739209709.7781668,-31.141103565318915
,,1739209709.778174,-38.13080360867914
,,1739209709.7781813,-45.120503652039325
,,1739209709.7781885,-45.120503652039325
,,1739209709.7781956,-33.981070128970906
,,1739209709.778203,-38.13080360867914
,,1739209709.7782102,-45.120503652039325
,,1739209709.7782176,-45.120503652039325
,,1739209709.7782247,-29.438486411369347
,,1739209709.778232,-33.981070128970906
,,1739209709.7782393,-45.120503652039325
,,1739209709.7782464,-45.120503652039325
,,1739209709.7782536,-33.981070128970906
,,1739209709.778261,-32.816014438256545
,,1739209709.778268,-38.13080360867914
,,1739209709.7782753,-45.120503652039325
,,1739209709.7782826,-24.438645034577675
,,1739209709.7782898,-38.13080360867914
,,1739209709.778297,-27.267205301931607
,,1739209709.7783043,-28.58837851428586
,,1739209709.7783115,-38.13080360867914
,,1739209709.778319,-45.120503652039325
,,1739209709.778326,-45.120503652039325
,,1739209709.7783332,-33.981070128970906
,,1739209709.7783406,-31.141103565318915
,,1739209709.7783475,-45.120503652039325
,,1739209709.778355,-45.120503652039325
,,1739209709.7783625,-32.816014438256545
,,1739209709.7783694,-33.981070128970906
,,1739209709.7783766,-45.120503652039325
,,1739209709.778384,-38.13080360867914
,,1739209709.7783911,-38.13080360867914
,,1739209709.7783985,-38.13080360867914
,,1739209709.7784057,-38.13080360867914
,,1739209709.7784128,-45.120503652039325
,,1739209709.7784202,-38.13080360867914
,,1739209709.7784274,-30.49652367304973
,,1739209709.7784345,-31.141103565318915
,,1739209709.778442,-45.120503652039325
,,1739209709.778449,-45.120503652039325
,,1739209709.7784562,-38.13080360867914
,,1739209709.7784636,-35.57807855764607
,,1739209709.7784708,-45.120503652039325
,,1739209709.778478,-45.120503652039325
,,1739209709.7784853,-38.13080360867914
,,1739209709.7784925,-31.141103565318893
,,1739209709.7784996,-45.120503652039325
,,1739209709.778507,-20.633440452988484
,,1739209709.778514,-33.981070128970906
,,1739209709.7785215,-33.98107012897096
,,1739209709.7785287,-38.13080360867914
,,1739209709.7785358,-33.981070128970906
,,1739209709.7785432,-15.459086324648972
,,1739209709.7785504,-22.54371790334745
,,1739209709.7785575,-31.141103565318915
,,1739209709.778565,-35.57807855764607
,,1739209709.778572,-38.13080360867914
,,1739209709.7785792,-31.141103565318943
,,1739209709.7785866,-38.13080360867914
,,1739209709.7785938,-33.981070128970906
,,1739209709.778601,-38.13080360867914
,,1739209709.7786083,-22.264930561961563
,,1739209709.7786157,-20.88804491267121
,,1739209709.7786226,-38.13080360867914
,,1739209709.77863,-32.816014438256545
,,1739209709.7786372,-31.141103565318893
,,1739209709.7786446,-45.120503652039325
,,1739209709.7786517,-38.13080360867914
,,1739209709.7786589,-38.13080360867914
,,1739209709.7786665,-38.13080360867914
,,1739209709.7786734,-24.589719217205094
,,1739209709.7786806,-11.60060909768297
,,1739209709.778688,-15.97707208084489
,,1739209709.778695,-20.633440452988484
,,1739209709.7787025,-35.57807855764607
,,1739209709.7787097,-38.13080360867914
,,1739209709.7787168,-38.13080360867914
,,1739209709.778724,-38.13080360867914
,,1739209709.778731,-45.120503652039325
,,1739209709.7787385,-45.120503652039325
,,1739209709.778746,-45.120503652039325
,,1739209709.778753,-45.120503652039325
,,1739209709.7787602,-45.120503652039325
,,1739209709.7787676,-45.120503652039325
,,1739209709.7787747,-38.13080360867914
,,1739209709.778782,-26.991370085610736
,,1739209709.7787893,-38.13080360867914
,,1739209709.7787964,-31.141103565318893
,,1739209709.7788036,-45.120503652039325
,,1739209709.778811,-32.81601443825658
,,1739209709.778818,-35.57807855764607
,,1739209709.7788253,-38.13080360867914
,,1739209709.778833,-45.120503652039325
,,1739209709.7788398,-28.58837851428586
,,1739209709.7788472,-35.57807855764607
,,1739209709.7788544,-30.49652367304973
,,1739209709.7788615,-33.981070128970906
,,1739209709.778869,-45.120503652039325
,,1739209709.778876,-35.57807855764607
,,1739209709.7788832,-32.816014438256545
,,1739209709.7788906,-27.267205301931607
