CAN Message, 0x150:04008a6e797ebd91,Timestamp,Amplitude
,,1739209704.3743465,-33.981070128970906
,,1739209704.3743534,-45.120503652039325
,,1739209704.3743606,-33.981070128970906
,,1739209704.3743677,-38.13080360867914
,,1739209704.3743749,-45.120503652039325
,,1739209704.374382,-45.120503652039325
,,1739209704.3743892,-45.120503652039325
,,1739209704.3743963,-33.981070128970906
,,1739209704.3744037,-33.981070128970906
,,1739209704.3744106,-38.13080360867914
,,1739209704.3744178,-33.981070128970906
,,1739209704.374425,-33.981070128970906
,,1739209704.374432,-33.981070128970906
,,1739209704.3744392,-45.120503652039325
,,1739209704.3744464,-45.120503652039325
,,1739209704.3744535,-45.120503652039325
,,1739209704.3744605,-38.13080360867914
,,1739209704.3744676,-38.13080360867914
,,1739209704.3744748,-38.13080360867914
,,1739209704.374482,-38.13080360867914
,,1739209704.374489,-45.120503652039325
,,1739209704.3744962,-45.120503652039325
,,1739209704.3745034,-38.13080360867914
,,1739209704.3745103,-45.120503652039325
,,1739209704.3745177,-45.120503652039325
,,1739209704.3745248,-33.981070128970906
,,1739209704.374532,-33.981070128970906
,,1739209704.3745391,-33.981070128970906
,,1739209704.3745463,-38.13080360867914
,,1739209704.3745534,-45.120503652039325
,,1739209704.3745606,-45.120503652039325
,,1739209704.3745675,-45.120503652039325
,,1739209704.374575,-38.13080360867914
,,1739209704.374582,-38.13080360867914
,,1739209704.3745892,-30.49652367304973
,,1739209704.3745964,-27.267205301931607
,,1739209704.3746033,-33.981070128970906
,,1739209704.3746104,-45.120503652039325
,,1739209704.3746176,-33.981070128970906
,,1739209704.3746247,-33.981070128970906
,,1739209704.374632,-38.13080360867914
,,1739209704.374639,-45.120503652039325
,,1739209704.3746462,-38.13080360867914
,,1739209704.374653,-33.981070128970906
,,1739209704.3746605,-38.13080360867914
,,1739209704.3746676,-45.120503652039325
,,1739209704.3746748,-45.120503652039325
,,1739209704.374682,-38.13080360867914
,,1739209704.374689,-28.992665084841946
,,1739209704.3746965,-25.826314394896357
,,1739209704.3747034,-13.594562872764596
,,1739209704.3747106,-9.527423542969167
,,1739209704.3747177,-25.07728991421287
,,1739209704.3747249,-33.981070128970906
,,1739209704.374732,-38.13080360867914
,,1739209704.3747392,-45.120503652039325
,,1739209704.374746,-38.13080360867914
,,1739209704.3747532,-45.120503652039325
,,1739209704.3747604,-33.981070128970906
,,1739209704.3747675,-27.267205301931607
,,1739209704.3747747,-45.120503652039325
,,1739209704.3747818,-45.120503652039325
,,1739209704.374789,-38.13080360867914
,,1739209704.3747962,-33.981070128970906
,,1739209704.3748033,-38.13080360867914
,,1739209704.3748105,-38.13080360867914
,,1739209704.3748176,-45.120503652039325
,,1739209704.3748248,-30.49652367304976
,,1739209704.374832,-38.13080360867914
,,1739209704.374839,-38.13080360867914
,,1739209704.3748462,-45.120503652039325
,,1739209704.3748534,-35.57807855764607
,,1739209704.3748603,-35.57807855764607
,,1739209704.3748677,-33.981070128970906
,,1739209704.3748748,-22.84163660590256
,,1739209704.3748815,-26.0356534632528
,,1739209704.374889,-38.13080360867914
,,1739209704.374896,-45.120503652039325
,,1739209704.3749032,-24.29264994887477
,,1739209704.3749104,-12.451134540447557
,,1739209704.3749175,-16.398940924556367
,,1739209704.374925,-23.50682362968953
,,1739209704.3749318,-38.13080360867914
,,1739209704.374939,-28.992665084841967
,,1739209704.374946,-45.120503652039325
,,1739209704.3749533,-38.13080360867914
,,1739209704.3749604,-45.120503652039325
,,1739209704.3749676,-28.58837851428586
,,1739209704.3749747,-45.120503652039325
,,1739209704.374982,-45.120503652039325
,,1739209704.374989,-45.120503652039325
,,1739209704.3749962,-33.98107012897096
,,1739209704.375003,-38.13080360867914
,,1739209704.3750105,-38.13080360867914
,,1739209704.3750176,-38.13080360867914
,,1739209704.3750246,-29.438486411369333
,,1739209704.3750317,-32.816014438256545
,,1739209704.3750389,-45.120503652039325
,,1739209704.375046,-38.13080360867914
,,1739209704.3750532,-38.13080360867914
,,1739209704.3750603,-33.981070128970906
,,1739209704.3750677,-45.120503652039325
,,1739209704.3750746,-38.13080360867914
,,1739209704.3750818,-25.077289914212862
,,1739209704.375089,-35.57807855764607
,,1739209704.375096,-45.120503652039325
,,1739209704.3751032,-33.981070128970906
,,1739209704.3751104,-32.816014438256545
,,1739209704.3751175,-12.61386445740686
,,1739209704.3751247,-20.88804491267121
,,1739209704.3751318,-31.141103565318915
,,1739209704.375139,-38.13080360867914
,,1739209704.3751462,-45.120503652039325
,,1739209704.3751533,-38.13080360867914
,,1739209704.3751605,-45.120503652039325
,,1739209704.3751674,-45.120503652039325
,,1739209704.3751743,-45.120503652039325
,,1739209704.3751817,-21.300333226290604
,,1739209704.3751888,-22.002965041481744
,,1739209704.375196,-45.120503652039325
,,1739209704.3752031,-38.13080360867914
