CAN Message, 0x98:0000d4d82fe064d0,Timestamp,Amplitude
,,1739209625.378586,-45.120503652039325
,,1739209625.3785894,-32.81601443825658
,,1739209625.3785927,-35.57807855764607
,,1739209625.378596,-45.120503652039325
,,1739209625.3785996,-45.120503652039325
,,1739209625.378603,-33.981070128970906
,,1739209625.3786063,-35.57807855764607
,,1739209625.3786097,-45.120503652039325
,,1739209625.378613,-33.981070128970906
,,1739209625.3786166,-27.267205301931607
,,1739209625.37862,-45.120503652039325
,,1739209625.3786232,-38.13080360867914
,,1739209625.3786266,-38.13080360867914
,,1739209625.37863,-45.120503652039325
,,1739209625.3786335,-45.120503652039325
,,1739209625.3786368,-32.816014438256545
,,1739209625.3786402,-38.13080360867914
,,1739209625.3786435,-45.120503652039325
,,1739209625.3786469,-38.13080360867914
,,1739209625.3786504,-38.13080360867914
,,1739209625.3786538,-38.13080360867914
,,1739209625.378657,-38.13080360867914
,,1739209625.3786604,-38.13080360867914
,,1739209625.378664,-35.57807855764607
,,1739209625.3786674,-38.13080360867914
,,1739209625.3786707,-31.141103565318915
,,1739209625.378674,-38.13080360867914
,,1739209625.3786774,-45.120503652039325
,,1739209625.378681,-38.13080360867914
,,1739209625.3786843,-45.120503652039325
,,1739209625.3786876,-38.13080360867914
,,1739209625.378691,-45.120503652039325
,,1739209625.3786943,-45.120503652039325
,,1739209625.378698,-45.120503652039325
,,1739209625.3787012,-45.120503652039325
,,1739209625.3787043,-45.120503652039325
,,1739209625.378708,-38.13080360867914
,,1739209625.3787117,-38.13080360867914
,,1739209625.3787148,-45.120503652039325
,,1739209625.378718,-38.13080360867914
,,1739209625.3787217,-38.13080360867914
,,1739209625.3787248,-45.120503652039325
,,1739209625.3787284,-38.13080360867914
,,1739209625.3787315,-35.57807855764607
,,1739209625.378735,-38.13080360867914
,,1739209625.3787384,-45.120503652039325
,,1739209625.3787415,-38.13080360867914
,,1739209625.3787453,-38.13080360867914
,,1739209625.378749,-45.120503652039325
,,1739209625.378752,-38.13080360867914
,,1739209625.378755,-18.087589870852675
,,1739209625.378759,-38.13080360867914
,,1739209625.3787622,-38.13080360867914
,,1739209625.3787656,-45.120503652039325
,,1739209625.378769,-38.13080360867914
,,1739209625.3787725,-38.13080360867914
,,1739209625.3787758,-45.120503652039325
,,1739209625.3787792,-38.13080360867914
,,1739209625.3787825,-45.120503652039325
,,1739209625.3787858,-45.120503652039325
,,1739209625.3787892,-45.120503652039325
,,1739209625.3787928,-30.49652367304973
,,1739209625.378796,-45.120503652039325
,,1739209625.3787994,-38.13080360867914
,,1739209625.3788028,-38.13080360867914
,,1739209625.3788064,-38.13080360867914
,,1739209625.3788097,-32.816014438256545
,,1739209625.378813,-45.120503652039325
,,1739209625.3788164,-35.57807855764607
,,1739209625.3788197,-38.13080360867914
,,1739209625.3788233,-35.57807855764607
,,1739209625.3788266,-38.13080360867914
,,1739209625.37883,-45.120503652039325
,,1739209625.3788333,-45.120503652039325
,,1739209625.3788366,-45.120503652039325
,,1739209625.3788402,-38.13080360867914
,,1739209625.3788435,-45.120503652039325
,,1739209625.378847,-45.120503652039325
,,1739209625.3788502,-33.98107012897096
,,1739209625.3788538,-27.877744956031417
,,1739209625.3788571,-35.57807855764607
,,1739209625.3788605,-45.120503652039325
,,1739209625.3788638,-33.98107012897096
,,1739209625.3788671,-38.13080360867914
,,1739209625.3788707,-38.13080360867914
,,1739209625.378874,-45.120503652039325
,,1739209625.3788774,-45.120503652039325
,,1739209625.3788807,-33.981070128970906
,,1739209625.378884,-45.120503652039325
,,1739209625.3788877,-30.49652367304973
,,1739209625.378891,-23.16150712794695
,,1739209625.3788943,-45.120503652039325
,,1739209625.3788977,-45.120503652039325
,,1739209625.3789012,-32.816014438256545
,,1739209625.3789046,-35.57807855764607
,,1739209625.378908,-33.981070128970906
,,1739209625.3789113,-35.57807855764607
,,1739209625.3789146,-38.13080360867914
,,1739209625.3789182,-35.57807855764607
,,1739209625.3789215,-33.981070128970906
,,1739209625.3789248,-38.13080360867914
,,1739209625.3789282,-33.981070128970906
,,1739209625.3789315,-22.44878636800916
,,1739209625.378935,-19.403415333952413
,,1739209625.3789384,-38.13080360867914
,,1739209625.3789418,-30.49652367304973
,,1739209625.378945,-21.446944441779117
,,1739209625.3789487,-13.60680514956469
,,1739209625.378952,-9.965739238215534
,,1739209625.3789554,-33.98107012897096
,,1739209625.3789587,-24.438645034577675
,,1739209625.378962,-45.120503652039325
,,1739209625.3789656,-45.120503652039325
,,1739209625.378969,-45.120503652039325
,,1739209625.3789723,-38.13080360867914
,,1739209625.3789756,-38.13080360867914
,,1739209625.378979,-33.981070128970906
,,1739209625.3789823,-26.99137008561072
,,1739209625.378986,-38.13080360867914
,,1739209625.3789892,-38.13080360867914
,,1739209625.3789926,-38.13080360867914
,,1739209625.378996,-38.13080360867914
,,1739209625.3789997,-32.816014438256545
,,1739209625.3790028,-33.981070128970906
,,1739209625.379006,-38.13080360867914
,,1739209625.3790095,-45.120503652039325
,,1739209625.379013,-24.438645034577675
,,1739209625.3790164,-13.287805215211243
,,1739209625.3790195,-31.141103565318915
,,1739209625.379023,-45.120503652039325
,,1739209625.3790264,-32.816014438256545
,,1739209625.37903,-38.13080360867914
,,1739209625.379033,-38.13080360867914
,,1739209625.379037,-45.120503652039325
,,1739209625.37904,-35.57807855764607
,,1739209625.3790436,-33.981070128970906
,,1739209625.379047,-38.13080360867914
