CAN Message, 0x77:f9203e6fb7a44f79,Timestamp,Amplitude
,,1739209789.954836,-33.981070128970906
,,1739209789.954844,-45.120503652039325
,,1739209789.954852,-45.120503652039325
,,1739209789.9548602,-38.13080360867914
,,1739209789.9548683,-45.120503652039325
,,1739209789.9548764,-45.120503652039325
,,1739209789.9548843,-45.120503652039325
,,1739209789.9548926,-45.120503652039325
,,1739209789.9549007,-38.13080360867914
,,1739209789.9549088,-38.13080360867914
,,1739209789.954917,-45.120503652039325
,,1739209789.954925,-38.13080360867914
,,1739209789.9549332,-33.981070128970906
,,1739209789.9549413,-45.120503652039325
,,1739209789.9549496,-45.120503652039325
,,1739209789.9549575,-38.13080360867914
,,1739209789.9549658,-45.120503652039325
,,1739209789.954974,-45.120503652039325
,,1739209789.954982,-45.120503652039325
,,1739209789.95499,-35.57807855764607
,,1739209789.9549985,-32.816014438256545
,,1739209789.9550064,-45.120503652039325
,,1739209789.9550145,-38.13080360867914
,,1739209789.9550226,-35.57807855764607
,,1739209789.955031,-35.57807855764607
,,1739209789.9550388,-38.13080360867914
,,1739209789.955047,-45.120503652039325
,,1739209789.955055,-45.120503652039325
,,1739209789.955063,-38.13080360867914
,,1739209789.9550712,-45.120503652039325
,,1739209789.9550793,-45.120503652039325
,,1739209789.9550874,-45.120503652039325
,,1739209789.9550955,-38.13080360867914
,,1739209789.9551036,-45.120503652039325
,,1739209789.9551115,-38.13080360867914
,,1739209789.95512,-38.13080360867914
,,1739209789.9551282,-38.13080360867914
,,1739209789.9551363,-38.13080360867914
,,1739209789.9551444,-45.120503652039325
,,1739209789.9551525,-45.120503652039325
,,1739209789.9551606,-38.13080360867914
,,1739209789.9551687,-38.13080360867914
,,1739209789.9551768,-45.120503652039325
,,1739209789.955185,-45.120503652039325
,,1739209789.955193,-38.13080360867914
,,1739209789.9552011,-35.57807855764607
,,1739209789.9552093,-38.13080360867914
,,1739209789.9552174,-45.120503652039325
,,1739209789.9552257,-33.981070128970906
,,1739209789.9552336,-23.50682362968953
,,1739209789.9552417,-11.056805297346614
,,1739209789.9552498,-11.887982650322416
,,1739209789.955258,-25.826314394896364
,,1739209789.955266,-33.981070128970906
,,1739209789.955274,-45.120503652039325
,,1739209789.9552822,-45.120503652039325
,,1739209789.9552903,-38.13080360867914
,,1739209789.955299,-45.120503652039325
,,1739209789.9553068,-33.981070128970906
,,1739209789.9553149,-38.13080360867914
,,1739209789.955323,-38.13080360867914
,,1739209789.955331,-33.981070128970906
,,1739209789.9553392,-45.120503652039325
,,1739209789.9553473,-45.120503652039325
,,1739209789.9553554,-38.13080360867914
,,1739209789.9553635,-33.981070128970906
,,1739209789.9553716,-45.120503652039325
,,1739209789.9553795,-38.13080360867914
,,1739209789.9553878,-38.13080360867914
,,1739209789.955396,-45.120503652039325
,,1739209789.955404,-45.120503652039325
,,1739209789.955412,-38.13080360867914
,,1739209789.9554205,-38.13080360867914
,,1739209789.9554284,-38.13080360867914
,,1739209789.9554365,-19.84420464332591
,,1739209789.9554446,-28.992665084841946
,,1739209789.955453,-38.13080360867914
,,1739209789.9554608,-45.120503652039325
,,1739209789.955469,-30.49652367304973
,,1739209789.9554772,-10.35943648363738
,,1739209789.955485,-21.598678470925663
,,1739209789.9554937,-25.25278630937684
,,1739209789.9555016,-45.120503652039325
,,1739209789.9555097,-45.120503652039325
,,1739209789.9555178,-38.13080360867914
,,1739209789.955526,-24.438645034577675
,,1739209789.955534,-45.120503652039325
,,1739209789.955542,-45.120503652039325
,,1739209789.9555502,-38.13080360867914
,,1739209789.9555583,-33.981070128970906
,,1739209789.9555664,-45.120503652039325
,,1739209789.9555745,-45.120503652039325
,,1739209789.9555826,-45.120503652039325
,,1739209789.9555907,-45.120503652039325
,,1739209789.9555988,-45.120503652039325
,,1739209789.955607,-45.120503652039325
,,1739209789.955615,-45.120503652039325
,,1739209789.9556231,-30.49652367304973
,,1739209789.9556313,-45.120503652039325
,,1739209789.9556394,-32.816014438256545
,,1739209789.9556477,-35.57807855764607
,,1739209789.9556558,-25.82631439489636
,,1739209789.955664,-45.120503652039325
,,1739209789.955672,-21.4469444417791
,,1739209789.95568,-38.13080360867914
,,1739209789.9556882,-30.49652367304973
,,1739209789.9556963,-35.57807855764607
,,1739209789.9557045,-33.981070128970906
,,1739209789.9557126,-14.532448785280224
,,1739209789.955721,-28.218542851754165
,,1739209789.9557288,-38.13080360867914
,,1739209789.9557369,-38.13080360867914
,,1739209789.955745,-38.13080360867914
,,1739209789.955753,-45.120503652039325
,,1739209789.9557612,-35.57807855764607
,,1739209789.9557693,-35.57807855764607
,,1739209789.9557774,-45.120503652039325
,,1739209789.9557855,-18.636903542229977
,,1739209789.9557936,-23.50682362968953
,,1739209789.9558015,-45.120503652039325
,,1739209789.9558098,-29.438486411369333
,,1739209789.955818,-45.120503652039325
,,1739209789.955826,-45.120503652039325
,,1739209789.9558344,-35.57807855764607
,,1739209789.9558425,-35.57807855764607
,,1739209789.9558506,-45.120503652039325
,,1739209789.9558587,-45.120503652039325
,,1739209789.9558668,-27.267205301931607
,,1739209789.955875,-38.13080360867914
,,1739209789.955883,-45.120503652039325
,,1739209789.9558911,-45.120503652039325
,,1739209789.9558992,-38.13080360867914
,,1739209789.955907,-38.13080360867914
,,1739209789.9559157,-45.120503652039325
,,1739209789.9559236,-45.120503652039325
,,1739209789.9559317,-38.13080360867914
,,1739209789.9559398,-38.13080360867914
,,1739209789.955948,-38.13080360867914
,,1739209789.955956,-45.120503652039325
,,1739209789.955964,-38.13080360867914
,,1739209789.9559722,-45.120503652039325
,,1739209789.9559803,-27.8777449560314
,,1739209789.9559884,-25.826314394896357
,,1739209789.9559965,-45.120503652039325
,,1739209789.9560049,-45.120503652039325
,,1739209789.956013,-38.13080360867914
,,1739209789.956021,-45.120503652039325
,,1739209789.9560292,-38.13080360867914
,,1739209789.9560373,-45.120503652039325
,,1739209789.9560454,-26.487275050834715
,,1739209789.9560535,-22.74004262075133
,,1739209789.9560616,-17.724780207538373
,,1739209789.9560697,-38.13080360867914
,,1739209789.9560778,-30.49652367304973
,,1739209789.956086,-32.816014438256545
,,1739209789.956094,-25.62660358559016
,,1739209789.956102,-8.33987460229584
,,1739209789.9561102,-31.14110356531892
,,1739209789.9561183,-33.981070128970906
,,1739209789.9561265,-32.816014438256545
,,1739209789.9561346,-45.120503652039325
,,1739209789.956143,-32.816014438256545
,,1739209789.9561508,-29.438486411369333
,,1739209789.9561589,-45.120503652039325
,,1739209789.956167,-38.13080360867914
,,1739209789.956175,-45.120503652039325
,,1739209789.9561834,-38.13080360867914
,,1739209789.9561915,-45.120503652039325
,,1739209789.9561996,-45.120503652039325
,,1739209789.9562078,-45.120503652039325
,,1739209789.956216,-31.141103565318915
,,1739209789.956224,-45.120503652039325
,,1739209789.956232,-45.120503652039325
,,1739209789.9562402,-38.13080360867914
,,1739209789.9562483,-45.120503652039325
,,1739209789.9562564,-38.13080360867914
,,1739209789.9562645,-35.57807855764607
,,1739209789.9562726,-38.13080360867914
,,1739209789.9562807,-38.13080360867914
,,1739209789.9562888,-45.120503652039325
,,1739209789.956297,-28.992665084841967
,,1739209789.956305,-32.816014438256545
,,1739209789.9563131,-31.141103565318915
,,1739209789.9563212,-38.13080360867914
,,1739209789.956329,-30.49652367304973
,,1739209789.9563377,-19.45023999044868
,,1739209789.9563456,-33.981070128970906
,,1739209789.9563537,-45.120503652039325
,,1739209789.956362,-38.13080360867914
,,1739209789.95637,-38.13080360867914
,,1739209789.9563782,-38.13080360867914
,,1739209789.9563863,-45.120503652039325
,,1739209789.9563944,-33.981070128970906
,,1739209789.9564023,-45.120503652039325
