CAN Message, 0x1d3:0000d89373118e1a,Timestamp,Amplitude
,,1739209772.5247478,-38.13080360867914
,,1739209772.524755,-38.13080360867914
,,1739209772.5247622,-38.13080360867914
,,1739209772.524769,-45.120503652039325
,,1739209772.5247762,-38.13080360867914
,,1739209772.5247834,-35.57807855764607
,,1739209772.5247903,-38.13080360867914
,,1739209772.5247974,-45.120503652039325
,,1739209772.5248046,-45.120503652039325
,,1739209772.5248115,-45.120503652039325
,,1739209772.5248177,-45.120503652039325
,,1739209772.524824,-45.120503652039325
,,1739209772.52483,-38.13080360867914
,,1739209772.5248358,-38.13080360867914
,,1739209772.524842,-45.120503652039325
,,1739209772.524848,-35.57807855764607
,,1739209772.524854,-32.816014438256545
,,1739209772.52486,-38.13080360867914
,,1739209772.524866,-33.981070128970906
,,1739209772.5248723,-45.120503652039325
,,1739209772.5248785,-38.13080360867914
,,1739209772.5248842,-24.15140352195872
,,1739209772.5248904,-31.141103565318915
,,1739209772.5248964,-45.120503652039325
,,1739209772.5249023,-45.120503652039325
,,1739209772.5249083,-38.13080360867914
,,1739209772.5249145,-38.13080360867914
,,1739209772.5249205,-38.13080360867914
,,1739209772.524927,-38.13080360867914
,,1739209772.5249326,-27.267205301931607
,,1739209772.5249386,-32.816014438256545
,,1739209772.5249448,-45.120503652039325
,,1739209772.5249507,-38.13080360867914
,,1739209772.524957,-38.13080360867914
,,1739209772.524963,-45.120503652039325
,,1739209772.5249689,-45.120503652039325
,,1739209772.524975,-38.13080360867914
,,1739209772.524981,-38.13080360867914
,,1739209772.524987,-45.120503652039325
,,1739209772.5249932,-45.120503652039325
,,1739209772.5249991,-28.992665084841946
,,1739209772.525005,-33.981070128970906
,,1739209772.5250113,-45.120503652039325
,,1739209772.5250173,-38.13080360867914
,,1739209772.5250232,-31.141103565318915
,,1739209772.5250294,-20.511525224473814
,,1739209772.5250354,-45.120503652039325
,,1739209772.525041,-38.13080360867914
,,1739209772.5250475,-38.13080360867914
,,1739209772.5250535,-45.120503652039325
,,1739209772.5250597,-9.54182403635907
,,1739209772.5250657,-24.151403521958727
,,1739209772.5250716,-30.49652367304973
,,1739209772.5250778,-25.826314394896364
,,1739209772.5250838,-45.120503652039325
,,1739209772.5250895,-33.981070128970906
,,1739209772.525096,-33.981070128970906
,,1739209772.525102,-45.120503652039325
,,1739209772.525108,-38.13080360867914
,,1739209772.525114,-38.13080360867914
,,1739209772.52512,-38.13080360867914
,,1739209772.525126,-38.13080360867914
,,1739209772.5251322,-38.13080360867914
,,1739209772.525138,-45.120503652039325
,,1739209772.525144,-35.57807855764607
,,1739209772.5251503,-33.981070128970906
,,1739209772.5251565,-45.120503652039325
,,1739209772.5251625,-45.120503652039325
,,1739209772.5251684,-33.981070128970906
,,1739209772.5251744,-27.87774495603141
,,1739209772.5251806,-38.13080360867914
,,1739209772.5251863,-45.120503652039325
,,1739209772.5251925,-33.981070128970906
,,1739209772.5251987,-38.13080360867914
,,1739209772.525205,-33.98107012897096
,,1739209772.5252106,-45.120503652039325
,,1739209772.5252168,-33.981070128970906
,,1739209772.5252228,-35.57807855764607
,,1739209772.5252287,-28.992665084841946
,,1739209772.525235,-12.793083024831924
,,1739209772.525241,-30.49652367304973
,,1739209772.525247,-28.218542851754165
,,1739209772.525253,-33.981070128970906
,,1739209772.525259,-45.120503652039325
,,1739209772.5252652,-38.13080360867914
,,1739209772.5252712,-33.981070128970906
,,1739209772.5252771,-45.120503652039325
,,1739209772.525283,-38.13080360867914
,,1739209772.5252893,-38.13080360867914
,,1739209772.5252953,-38.13080360867914
,,1739209772.5253017,-45.120503652039325
,,1739209772.5253074,-45.120503652039325
,,1739209772.5253134,-45.120503652039325
,,1739209772.5253196,-38.13080360867914
,,1739209772.5253255,-38.13080360867914
,,1739209772.5253315,-38.13080360867914
,,1739209772.5253377,-33.981070128970906
,,1739209772.5253437,-31.141103565318915
,,1739209772.52535,-18.192034459266992
,,1739209772.5253558,-25.07728991421287
,,1739209772.5253618,-33.981070128970906
,,1739209772.525368,-35.57807855764607
,,1739209772.525374,-32.816014438256545
,,1739209772.52538,-45.120503652039325
,,1739209772.525386,-38.13080360867914
,,1739209772.525392,-30.49652367304973
,,1739209772.525398,-38.13080360867914
,,1739209772.5254042,-33.981070128970906
,,1739209772.5254102,-32.816014438256545
,,1739209772.525416,-28.21854285175415
,,1739209772.5254223,-31.141103565318915
,,1739209772.5254283,-33.981070128970906
,,1739209772.5254345,-45.120503652039325
,,1739209772.5254405,-35.57807855764607
,,1739209772.5254464,-35.57807855764607
,,1739209772.5254526,-45.120503652039325
,,1739209772.5254586,-38.13080360867914
,,1739209772.5254643,-33.98107012897096
,,1739209772.5254707,-45.120503652039325
,,1739209772.5254767,-45.120503652039325
,,1739209772.525483,-45.120503652039325
,,1739209772.5254889,-45.120503652039325
,,1739209772.5254948,-20.109911029861767
,,1739209772.5255008,-45.120503652039325
,,1739209772.525507,-33.981070128970906
,,1739209772.525513,-27.267205301931607
,,1739209772.525519,-45.120503652039325
,,1739209772.525525,-10.610319130484717
,,1739209772.525531,-26.991370085610736
,,1739209772.5255373,-38.13080360867914
,,1739209772.5255432,-30.49652367304973
,,1739209772.5255492,-45.120503652039325
,,1739209772.5255554,-45.120503652039325
,,1739209772.525561,-38.13080360867914
,,1739209772.5255673,-45.120503652039325
,,1739209772.5255735,-33.981070128970906
,,1739209772.5255797,-38.13080360867914
,,1739209772.5255854,-38.13080360867914
,,1739209772.5255916,-28.58837851428586
,,1739209772.5255976,-45.120503652039325
,,1739209772.5256035,-45.120503652039325
,,1739209772.5256095,-38.13080360867914
,,1739209772.5256157,-38.13080360867914
,,1739209772.525622,-45.120503652039325
,,1739209772.525628,-38.13080360867914
,,1739209772.5256338,-45.120503652039325
,,1739209772.52564,-24.438645034577675
,,1739209772.525646,-33.981070128970906
,,1739209772.525652,-38.13080360867914
,,1739209772.525658,-45.120503652039325
,,1739209772.525664,-33.98107012897096
,,1739209772.52567,-38.13080360867914
,,1739209772.5256765,-35.57807855764607
,,1739209772.5256822,-45.120503652039325
,,1739209772.5256882,-33.98107012897096
,,1739209772.5256944,-33.981070128970906
,,1739209772.5257003,-35.57807855764607
,,1739209772.5257063,-38.13080360867914
,,1739209772.5257125,-35.57807855764607
,,1739209772.5257185,-30.49652367304973
,,1739209772.5257246,-17.051923356851116
,,1739209772.5257306,-13.521825181113629
,,1739209772.5257366,-29.438486411369347
,,1739209772.5257428,-33.981070128970906
,,1739209772.5257487,-45.120503652039325
,,1739209772.5257547,-17.07910932868579
,,1739209772.525761,-21.598678470925663
,,1739209772.5257668,-38.13080360867914
,,1739209772.5257728,-32.816014438256545
,,1739209772.525779,-35.57807855764607
