CAN Message, 0x39:06e1d58659a129bd,Timestamp,Amplitude
,,1739209740.4384997,-38.13080360867914
,,1739209740.4385028,-35.57807855764607
,,1739209740.438506,-38.13080360867914
,,1739209740.438509,-45.120503652039325
,,1739209740.4385123,-45.120503652039325
,,1739209740.4385154,-38.13080360867914
,,1739209740.4385183,-38.13080360867914
,,1739209740.438522,-45.120503652039325
,,1739209740.438525,-38.13080360867914
,,1739209740.438528,-45.120503652039325
,,1739209740.4385314,-33.981070128970906
,,1739209740.4385345,-29.438486411369333
,,1739209740.4385376,-45.120503652039325
,,1739209740.438541,-38.13080360867914
,,1739209740.438544,-32.816014438256545
,,1739209740.4385471,-33.981070128970906
,,1739209740.4385505,-45.120503652039325
,,1739209740.4385536,-45.120503652039325
,,1739209740.438557,-45.120503652039325
,,1739209740.43856,-45.120503652039325
,,1739209740.438563,-38.13080360867914
,,1739209740.4385664,-35.57807855764607
,,1739209740.4385695,-45.120503652039325
,,1739209740.4385726,-38.13080360867914
,,1739209740.438576,-38.13080360867914
,,1739209740.438579,-38.13080360867914
,,1739209740.4385822,-38.13080360867914
,,1739209740.4385855,-45.120503652039325
,,1739209740.4385886,-45.120503652039325
,,1739209740.4385917,-45.120503652039325
,,1739209740.438595,-38.13080360867914
,,1739209740.4385982,-38.13080360867914
,,1739209740.4386013,-45.120503652039325
,,1739209740.4386046,-38.13080360867914
,,1739209740.4386077,-38.13080360867914
,,1739209740.4386108,-45.120503652039325
,,1739209740.438614,-45.120503652039325
,,1739209740.4386172,-38.13080360867914
,,1739209740.4386203,-38.13080360867914
,,1739209740.4386237,-38.13080360867914
,,1739209740.4386268,-38.13080360867914
,,1739209740.43863,-38.13080360867914
,,1739209740.4386332,-38.13080360867914
,,1739209740.4386363,-38.13080360867914
,,1739209740.4386394,-38.13080360867914
,,1739209740.4386427,-38.13080360867914
,,1739209740.4386458,-38.13080360867914
,,1739209740.438649,-38.13080360867914
,,1739209740.4386525,-45.120503652039325
,,1739209740.4386554,-38.13080360867914
,,1739209740.4386585,-15.87254369406017
,,1739209740.4386618,-28.21854285175415
,,1739209740.438665,-38.13080360867914
,,1739209740.438668,-38.13080360867914
,,1739209740.4386714,-38.13080360867914
,,1739209740.4386744,-38.13080360867914
,,1739209740.4386778,-31.141103565318915
,,1739209740.438681,-30.49652367304973
,,1739209740.438684,-45.120503652039325
,,1739209740.438687,-45.120503652039325
,,1739209740.4386904,-33.981070128970906
,,1739209740.4386935,-45.120503652039325
,,1739209740.4386969,-45.120503652039325
,,1739209740.4387,-45.120503652039325
,,1739209740.438703,-33.981070128970906
,,1739209740.4387064,-38.13080360867914
,,1739209740.4387095,-45.120503652039325
,,1739209740.4387126,-45.120503652039325
,,1739209740.438716,-45.120503652039325
,,1739209740.438719,-33.981070128970906
,,1739209740.438722,-38.13080360867914
,,1739209740.4387257,-38.13080360867914
,,1739209740.4387286,-33.981070128970906
,,1739209740.4387317,-31.141103565318915
,,1739209740.438735,-32.81601443825658
,,1739209740.438738,-32.816014438256545
,,1739209740.4387412,-24.589719217205094
,,1739209740.4387443,-38.13080360867914
,,1739209740.4387476,-29.438486411369333
,,1739209740.4387507,-30.49652367304973
,,1739209740.438754,-33.981070128970906
,,1739209740.4387572,-38.13080360867914
