CAN Message, 0x24:04a48715de747437,Timestamp,Amplitude
,,1739209694.1068203,-45.120503652039325
,,1739209694.106823,-45.120503652039325
,,1739209694.1068256,-45.120503652039325
,,1739209694.106828,-38.13080360867914
,,1739209694.1068306,-45.120503652039325
,,1739209694.1068332,-45.120503652039325
,,1739209694.1068358,-45.120503652039325
,,1739209694.1068385,-38.13080360867914
,,1739209694.1068408,-45.120503652039325
,,1739209694.1068437,-38.13080360867914
,,1739209694.106846,-35.57807855764607
,,1739209694.1068487,-45.120503652039325
,,1739209694.106851,-45.120503652039325
,,1739209694.1068535,-38.13080360867914
,,1739209694.1068563,-45.120503652039325
,,1739209694.106859,-35.57807855764607
,,1739209694.1068616,-38.13080360867914
,,1739209694.106864,-30.49652367304973
,,1739209694.1068666,-35.57807855764607
,,1739209694.1068692,-45.120503652039325
,,1739209694.1068718,-45.120503652039325
,,1739209694.1068745,-38.13080360867914
,,1739209694.1068769,-35.57807855764607
,,1739209694.1068797,-45.120503652039325
,,1739209694.106882,-38.13080360867914
,,1739209694.1068847,-45.120503652039325
,,1739209694.106887,-38.13080360867914
,,1739209694.1068895,-38.13080360867914
,,1739209694.1068923,-45.120503652039325
,,1739209694.106895,-45.120503652039325
,,1739209694.1068976,-45.120503652039325
,,1739209694.1069002,-38.13080360867914
,,1739209694.1069026,-45.120503652039325
,,1739209694.1069052,-32.816014438256545
,,1739209694.1069078,-32.816014438256545
,,1739209694.1069105,-45.120503652039325
,,1739209694.106913,-45.120503652039325
,,1739209694.1069157,-45.120503652039325
,,1739209694.106918,-38.13080360867914
,,1739209694.1069207,-33.981070128970906
,,1739209694.106923,-38.13080360867914
,,1739209694.1069255,-45.120503652039325
,,1739209694.1069283,-45.120503652039325
,,1739209694.106931,-38.13080360867914
,,1739209694.1069336,-33.981070128970906
,,1739209694.1069362,-38.13080360867914
,,1739209694.1069386,-35.57807855764607
,,1739209694.1069412,-45.120503652039325
,,1739209694.1069438,-27.8777449560314
,,1739209694.1069465,-22.002965041481744
,,1739209694.106949,-14.267597869738642
,,1739209694.1069517,-29.438486411369333
,,1739209694.106954,-45.120503652039325
,,1739209694.1069567,-45.120503652039325
,,1739209694.106959,-45.120503652039325
,,1739209694.106962,-38.13080360867914
,,1739209694.1069643,-45.120503652039325
,,1739209694.106967,-35.57807855764607
,,1739209694.1069696,-33.981070128970906
,,1739209694.1069722,-38.13080360867914
,,1739209694.1069748,-38.13080360867914
,,1739209694.1069772,-45.120503652039325
,,1739209694.1069798,-35.57807855764607
,,1739209694.1069825,-38.13080360867914
,,1739209694.106985,-38.13080360867914
,,1739209694.1069877,-38.13080360867914
,,1739209694.10699,-38.13080360867914
,,1739209694.1069927,-38.13080360867914
,,1739209694.106995,-38.13080360867914
,,1739209694.106998,-38.13080360867914
,,1739209694.1070004,-38.13080360867914
,,1739209694.107003,-33.981070128970906
,,1739209694.1070056,-38.13080360867914
,,1739209694.1070082,-29.438486411369333
,,1739209694.1070108,-25.25278630937684
,,1739209694.1070132,-38.13080360867914
,,1739209694.1070158,-38.13080360867914
,,1739209694.1070185,-38.13080360867914
,,1739209694.107021,-31.141103565318915
,,1739209694.1070237,-35.57807855764607
,,1739209694.107026,-45.120503652039325
,,1739209694.1070287,-35.57807855764607
,,1739209694.107031,-25.82631439489636
,,1739209694.107034,-33.981070128970906
,,1739209694.1070366,-38.13080360867914
,,1739209694.107039,-45.120503652039325
,,1739209694.1070416,-45.120503652039325
,,1739209694.1070442,-38.13080360867914
,,1739209694.1070468,-45.120503652039325
,,1739209694.1070497,-31.141103565318893
,,1739209694.1070518,-29.438486411369347
,,1739209694.1070545,-31.141103565318915
,,1739209694.107057,-38.13080360867914
,,1739209694.1070597,-45.120503652039325
,,1739209694.107062,-45.120503652039325
,,1739209694.1070647,-45.120503652039325
,,1739209694.107067,-38.13080360867914
,,1739209694.10707,-38.13080360867914
,,1739209694.1070726,-26.991370085610757
,,1739209694.107075,-28.992665084841946
,,1739209694.1070776,-31.141103565318915
,,1739209694.1070802,-45.120503652039325
,,1739209694.1070828,-21.676580915188183
,,1739209694.1070857,-31.141103565318915
,,1739209694.107088,-38.13080360867914
,,1739209694.1070905,-45.120503652039325
,,1739209694.107093,-28.58837851428586
,,1739209694.1070957,-13.833280808655024
,,1739209694.1070983,-21.598678470925663
,,1739209694.1071007,-29.438486411369333
,,1739209694.107103,-38.13080360867914
,,1739209694.107106,-38.13080360867914
,,1739209694.1071086,-45.120503652039325
,,1739209694.1071112,-33.981070128970906
,,1739209694.1071136,-28.58837851428586
,,1739209694.1071162,-35.57807855764607
,,1739209694.1071188,-25.07728991421287
,,1739209694.1071217,-20.001670042250552
,,1739209694.107124,-33.981070128970906
,,1739209694.1071265,-30.49652367304973
,,1739209694.107129,-45.120503652039325
,,1739209694.1071315,-45.120503652039325
,,1739209694.1071343,-45.120503652039325
,,1739209694.1071367,-45.120503652039325
,,1739209694.107139,-33.981070128970906
,,1739209694.107142,-28.58837851428586
,,1739209694.1071446,-14.182785837051997
,,1739209694.1071472,-16.12777177886325
,,1739209694.1071496,-27.267205301931607
,,1739209694.1071522,-38.13080360867914
,,1739209694.1071548,-45.120503652039325
,,1739209694.1071577,-45.120503652039325
,,1739209694.10716,-45.120503652039325
,,1739209694.1071625,-33.981070128970906
,,1739209694.107165,-33.981070128970906
,,1739209694.1071675,-35.57807855764607
,,1739209694.1071703,-45.120503652039325
,,1739209694.107173,-45.120503652039325
,,1739209694.1071754,-45.120503652039325
,,1739209694.107178,-33.98107012897096
,,1739209694.1071806,-38.13080360867914
,,1739209694.1071832,-45.120503652039325
,,1739209694.1071858,-45.120503652039325
,,1739209694.1071882,-45.120503652039325
,,1739209694.1071908,-33.981070128970906
,,1739209694.1071937,-38.13080360867914
,,1739209694.107196,-33.981070128970906
,,1739209694.1071987,-21.598678470925663
,,1739209694.107201,-32.816014438256545
,,1739209694.1072035,-45.120503652039325
,,1739209694.1072063,-28.992665084841946
,,1739209694.107209,-33.981070128970906
,,1739209694.1072114,-45.120503652039325
,,1739209694.107214,-45.120503652039325
,,1739209694.1072166,-35.57807855764607
,,1739209694.1072192,-33.981070128970906
,,1739209694.1072218,-38.13080360867914
,,1739209694.1072242,-35.57807855764607
,,1739209694.1072268,-38.13080360867914
,,1739209694.1072297,-33.981070128970906
,,1739209694.107232,-45.120503652039325
,,1739209694.1072347,-45.120503652039325
,,1739209694.107237,-45.120503652039325
,,1739209694.1072395,-38.13080360867914
,,1739209694.1072423,-45.120503652039325
,,1739209694.107245,-38.13080360867914
,,1739209694.1072476,-45.120503652039325
,,1739209694.10725,-25.62660358559016
,,1739209694.1072526,-35.57807855764607
,,1739209694.1072552,-45.120503652039325
,,1739209694.1072578,-45.120503652039325
,,1739209694.1072605,-38.13080360867914
,,1739209694.1072628,-33.981070128970906
,,1739209694.1072657,-35.57807855764607
,,1739209694.107268,-45.120503652039325
,,1739209694.1072707,-26.991370085610736
,,1739209694.107273,-31.141103565318893
,,1739209694.1072755,-45.120503652039325
,,1739209694.1072783,-38.13080360867914
,,1739209694.107281,-20.165060276574795
,,1739209694.1072836,-45.120503652039325
,,1739209694.107286,-38.13080360867914
,,1739209694.1072886,-45.120503652039325
,,1739209694.1072912,-35.57807855764607
,,1739209694.1072938,-13.619082033553706
,,1739209694.1072965,-25.07728991421287
,,1739209694.1072989,-25.82631439489636
,,1739209694.1073017,-38.13080360867914
,,1739209694.107304,-45.120503652039325
,,1739209694.1073067,-38.13080360867914
,,1739209694.107309,-45.120503652039325
,,1739209694.1073115,-45.120503652039325
,,1739209694.1073143,-31.141103565318893
,,1739209694.107317,-21.522148828640407
,,1739209694.1073203,-25.826314394896364
,,1739209694.107324,-45.120503652039325
,,1739209694.1073272,-26.99137008561072
,,1739209694.1073308,-25.25278630937684
,,1739209694.107334,-13.076590332846298
,,1739209694.1073377,-13.25376497704184
,,1739209694.107341,-28.218542851754165
,,1739209694.1073444,-31.141103565318915
,,1739209694.1073475,-45.120503652039325
,,1739209694.1073513,-45.120503652039325
,,1739209694.1073546,-45.120503652039325
,,1739209694.1073582,-45.120503652039325
,,1739209694.1073616,-35.57807855764607
,,1739209694.107365,-31.141103565318943
,,1739209694.1073685,-17.661951700302005
