CAN Message, 0x1bb:00009c01fca6d02a,Timestamp,Amplitude
,,1739209843.7505636,-38.13080360867914
,,1739209843.7505844,-35.57807855764607
,,1739209843.750605,-30.49652367304973
,,1739209843.7506258,-45.120503652039325
,,1739209843.7506466,-38.13080360867914
,,1739209843.750667,-38.13080360867914
,,1739209843.7506878,-38.13080360867914
,,1739209843.7507086,-35.57807855764607
,,1739209843.750729,-38.13080360867914
,,1739209843.75075,-45.120503652039325
,,1739209843.7507708,-28.992665084841946
,,1739209843.7507913,-38.13080360867914
,,1739209843.750812,-45.120503652039325
,,1739209843.7508328,-35.57807855764607
,,1739209843.7508535,-38.13080360867914
,,1739209843.7508743,-45.120503652039325
,,1739209843.750895,-45.120503652039325
,,1739209843.7509155,-33.981070128970906
,,1739209843.7509365,-38.13080360867914
,,1739209843.750957,-45.120503652039325
,,1739209843.7509778,-38.13080360867914
,,1739209843.7509985,-38.13080360867914
,,1739209843.7510192,-38.13080360867914
,,1739209843.75104,-45.120503652039325
,,1739209843.7510605,-45.120503652039325
,,1739209843.7510812,-45.120503652039325
,,1739209843.751102,-45.120503652039325
,,1739209843.7511227,-38.13080360867914
,,1739209843.7511437,-38.13080360867914
,,1739209843.7511642,-45.120503652039325
,,1739209843.7511847,-33.981070128970906
,,1739209843.7512054,-45.120503652039325
,,1739209843.7512262,-38.13080360867914
,,1739209843.751247,-38.13080360867914
,,1739209843.7512677,-38.13080360867914
,,1739209843.7512884,-45.120503652039325
,,1739209843.751309,-45.120503652039325
,,1739209843.7513297,-45.120503652039325
,,1739209843.7513504,-45.120503652039325
,,1739209843.7513711,-45.120503652039325
,,1739209843.751392,-45.120503652039325
,,1739209843.7514126,-45.120503652039325
,,1739209843.7514334,-45.120503652039325
,,1739209843.751454,-45.120503652039325
,,1739209843.7514746,-45.120503652039325
,,1739209843.7514954,-45.120503652039325
,,1739209843.751516,-45.120503652039325
,,1739209843.7515368,-29.438486411369333
,,1739209843.7515576,-38.13080360867914
,,1739209843.751578,-38.13080360867914
,,1739209843.7515988,-8.358141484406179
,,1739209843.7516196,-19.45023999044868
,,1739209843.7516403,-32.816014438256545
,,1739209843.751661,-38.13080360867914
,,1739209843.7516818,-45.120503652039325
,,1739209843.7517023,-45.120503652039325
,,1739209843.751723,-38.13080360867914
,,1739209843.7517438,-45.120503652039325
,,1739209843.7517643,-38.13080360867914
,,1739209843.7517853,-38.13080360867914
,,1739209843.751806,-38.13080360867914
,,1739209843.7518268,-45.120503652039325
,,1739209843.7518473,-33.981070128970906
,,1739209843.751868,-29.438486411369333
,,1739209843.7518888,-45.120503652039325
,,1739209843.7519095,-45.120503652039325
,,1739209843.7519302,-45.120503652039325
,,1739209843.751951,-32.816014438256545
,,1739209843.7519715,-38.13080360867914
,,1739209843.7519922,-45.120503652039325
,,1739209843.752013,-45.120503652039325
,,1739209843.7520337,-33.981070128970906
,,1739209843.7520545,-38.13080360867914
,,1739209843.7520752,-28.992665084841946
,,1739209843.752096,-18.29905288830097
,,1739209843.7521164,-33.98107012897096
,,1739209843.7521372,-38.13080360867914
,,1739209843.752158,-26.991370085610736
,,1739209843.752179,-24.15140352195873
,,1739209843.7521994,-8.870467641890658
,,1739209843.7522202,-31.141103565318915
,,1739209843.752241,-38.13080360867914
,,1739209843.7522614,-45.120503652039325
,,1739209843.752282,-45.120503652039325
,,1739209843.752303,-38.13080360867914
,,1739209843.7523236,-38.13080360867914
,,1739209843.7523444,-38.13080360867914
,,1739209843.7523649,-28.21854285175415
,,1739209843.7523856,-45.120503652039325
,,1739209843.7524064,-38.13080360867914
,,1739209843.752427,-45.120503652039325
,,1739209843.7524478,-23.273589343863303
,,1739209843.7524686,-30.49652367304973
,,1739209843.752489,-45.120503652039325
,,1739209843.7525098,-38.13080360867914
,,1739209843.7525306,-29.438486411369333
,,1739209843.7525513,-35.57807855764607
,,1739209843.752572,-45.120503652039325
,,1739209843.7525928,-35.57807855764607
,,1739209843.7526135,-38.13080360867914
,,1739209843.752634,-38.13080360867914
,,1739209843.7526548,-45.120503652039325
