CAN Message, 0x1bb:000091f537e75ad9,Timestamp,Amplitude
,,1739209605.1872406,-45.120503652039325
,,1739209605.1872432,-45.120503652039325
,,1739209605.187246,-45.120503652039325
,,1739209605.1872487,-45.120503652039325
,,1739209605.187251,-45.120503652039325
,,1739209605.1872542,-45.120503652039325
,,1739209605.1872568,-38.13080360867914
,,1739209605.1872597,-38.13080360867914
,,1739209605.1872623,-45.120503652039325
,,1739209605.187265,-45.120503652039325
,,1739209605.1872678,-45.120503652039325
,,1739209605.1872704,-45.120503652039325
,,1739209605.1872733,-38.13080360867914
,,1739209605.187276,-45.120503652039325
,,1739209605.1872785,-38.13080360867914
,,1739209605.1872814,-45.120503652039325
,,1739209605.187284,-45.120503652039325
,,1739209605.1872869,-45.120503652039325
,,1739209605.1872897,-45.120503652039325
,,1739209605.187292,-38.13080360867914
,,1739209605.187295,-45.120503652039325
,,1739209605.1872976,-38.13080360867914
,,1739209605.1873004,-32.816014438256545
,,1739209605.187303,-35.57807855764607
,,1739209605.1873057,-45.120503652039325
,,1739209605.1873083,-45.120503652039325
,,1739209605.1873112,-32.816014438256545
,,1739209605.1873138,-38.13080360867914
,,1739209605.187317,-38.13080360867914
,,1739209605.1873193,-33.981070128970906
,,1739209605.187322,-32.816014438256545
,,1739209605.1873248,-45.120503652039325
,,1739209605.1873274,-33.981070128970906
,,1739209605.1873302,-32.816014438256545
,,1739209605.1873329,-38.13080360867914
,,1739209605.1873355,-38.13080360867914
,,1739209605.1873384,-33.98107012897096
,,1739209605.187341,-45.120503652039325
,,1739209605.1873438,-38.13080360867914
,,1739209605.1873465,-45.120503652039325
,,1739209605.187349,-45.120503652039325
,,1739209605.187352,-38.13080360867914
,,1739209605.1873546,-35.57807855764607
,,1739209605.1873574,-38.13080360867914
,,1739209605.18736,-38.13080360867914
,,1739209605.187363,-33.981070128970906
,,1739209605.1873655,-38.13080360867914
,,1739209605.1873682,-45.120503652039325
,,1739209605.187371,-28.992665084841946
,,1739209605.1873736,-26.03565346325281
,,1739209605.1873765,-11.441356264101769
,,1739209605.1873791,-12.125430665034411
,,1739209605.1873815,-29.438486411369347
,,1739209605.1873846,-28.992665084841946
,,1739209605.1873872,-35.57807855764607
,,1739209605.18739,-45.120503652039325
,,1739209605.1873927,-45.120503652039325
,,1739209605.187395,-35.57807855764607
,,1739209605.1873982,-38.13080360867914
,,1739209605.1874008,-38.13080360867914
,,1739209605.1874037,-28.58837851428589
,,1739209605.1874063,-33.981070128970906
,,1739209605.187409,-38.13080360867914
,,1739209605.1874118,-45.120503652039325
,,1739209605.1874144,-45.120503652039325
,,1739209605.1874173,-38.13080360867914
,,1739209605.18742,-45.120503652039325
,,1739209605.1874225,-45.120503652039325
,,1739209605.1874254,-33.981070128970906
,,1739209605.187428,-38.13080360867914
,,1739209605.1874309,-45.120503652039325
,,1739209605.1874335,-38.13080360867914
,,1739209605.187436,-45.120503652039325
,,1739209605.187439,-38.13080360867914
,,1739209605.1874416,-25.62660358559016
,,1739209605.1874444,-32.81601443825658
,,1739209605.187447,-23.506823629689546
,,1739209605.1874497,-32.816014438256545
,,1739209605.1874526,-45.120503652039325
,,1739209605.1874552,-19.0459534198926
,,1739209605.187458,-21.522148828640407
,,1739209605.187461,-45.120503652039325
,,1739209605.1874633,-38.13080360867914
,,1739209605.187466,-38.13080360867914
,,1739209605.1874688,-35.57807855764607
,,1739209605.1874714,-33.981070128970906
,,1739209605.1874745,-33.981070128970906
,,1739209605.1874769,-45.120503652039325
,,1739209605.1874795,-31.141103565318915
,,1739209605.1874824,-33.981070128970906
,,1739209605.187485,-45.120503652039325
,,1739209605.1874878,-38.13080360867914
,,1739209605.1874905,-32.81601443825658
,,1739209605.187493,-45.120503652039325
,,1739209605.187496,-45.120503652039325
,,1739209605.1874986,-45.120503652039325
,,1739209605.1875014,-45.120503652039325
,,1739209605.187504,-38.13080360867914
,,1739209605.187507,-38.13080360867914
,,1739209605.1875095,-38.13080360867914
,,1739209605.1875122,-38.13080360867914
,,1739209605.187515,-45.120503652039325
,,1739209605.1875176,-35.57807855764607
,,1739209605.1875205,-18.299052888300974
,,1739209605.1875231,-28.58837851428586
,,1739209605.1875255,-31.141103565318915
,,1739209605.1875286,-45.120503652039325
,,1739209605.1875312,-38.13080360867914
,,1739209605.187534,-11.244825857867404
,,1739209605.1875367,-24.438645034577675
,,1739209605.187539,-45.120503652039325
,,1739209605.1875422,-31.141103565318915
,,1739209605.1875448,-33.981070128970906
,,1739209605.1875477,-26.99137008561072
,,1739209605.1875503,-38.13080360867914
,,1739209605.187553,-35.57807855764607
,,1739209605.1875558,-45.120503652039325
,,1739209605.1875584,-17.952126419044045
,,1739209605.1875613,-21.67658091518819
,,1739209605.187564,-45.120503652039325
,,1739209605.1875665,-38.13080360867914
,,1739209605.1875694,-35.57807855764607
,,1739209605.187572,-45.120503652039325
,,1739209605.1875749,-38.13080360867914
,,1739209605.1875775,-38.13080360867914
,,1739209605.18758,-24.746238672633048
,,1739209605.187583,-28.58837851428586
,,1739209605.1875856,-12.134155820794936
,,1739209605.1875885,-19.8442046433259
,,1739209605.187591,-26.487275050834715
,,1739209605.1875937,-38.13080360867914
,,1739209605.1875966,-45.120503652039325
,,1739209605.1875992,-45.120503652039325
,,1739209605.187602,-32.81601443825658
,,1739209605.187605,-38.13080360867914
,,1739209605.1876073,-45.120503652039325
,,1739209605.18761,-45.120503652039325
,,1739209605.1876128,-35.57807855764607
,,1739209605.1876154,-38.13080360867914
,,1739209605.1876185,-38.13080360867914
,,1739209605.1876209,-45.120503652039325
,,1739209605.1876235,-22.54371790334745
,,1739209605.1876264,-32.816014438256545
,,1739209605.187629,-38.13080360867914
,,1739209605.1876318,-38.13080360867914
,,1739209605.1876345,-38.13080360867914
,,1739209605.187637,-45.120503652039325
,,1739209605.18764,-45.120503652039325
,,1739209605.1876426,-35.57807855764607
,,1739209605.1876454,-31.141103565318915
,,1739209605.187648,-45.120503652039325
,,1739209605.187651,-35.57807855764607
,,1739209605.1876535,-35.57807855764607
,,1739209605.1876562,-28.992665084841946
,,1739209605.187659,-38.13080360867914
,,1739209605.1876616,-38.13080360867914
,,1739209605.1876645,-24.589719217205094
,,1739209605.1876671,-38.13080360867914
,,1739209605.1876698,-35.57807855764607
,,1739209605.1876726,-38.13080360867914
