CAN Message, 0x1a7:00001b6978115ca1,Timestamp,Amplitude
,,1739209788.172638,-38.13080360867914
,,1739209788.1726522,-38.13080360867914
,,1739209788.1726663,-33.98107012897096
,,1739209788.1726806,-38.13080360867914
,,1739209788.172695,-45.120503652039325
,,1739209788.1727092,-45.120503652039325
,,1739209788.1727233,-38.13080360867914
,,1739209788.1727376,-38.13080360867914
,,1739209788.172752,-45.120503652039325
,,1739209788.172766,-45.120503652039325
,,1739209788.1727805,-38.13080360867914
,,1739209788.1727946,-45.120503652039325
,,1739209788.1728086,-35.57807855764607
,,1739209788.172823,-45.120503652039325
,,1739209788.1728373,-45.120503652039325
,,1739209788.172851,-32.816014438256545
,,1739209788.1728656,-35.57807855764607
,,1739209788.17288,-32.816014438256545
,,1739209788.172894,-25.25278630937684
,,1739209788.1729083,-38.13080360867914
,,1739209788.1729226,-33.981070128970906
,,1739209788.172937,-22.17584139042336
,,1739209788.172951,-45.120503652039325
,,1739209788.1729653,-38.13080360867914
,,1739209788.1729794,-45.120503652039325
,,1739209788.1729937,-38.13080360867914
,,1739209788.173008,-35.57807855764607
,,1739209788.173022,-38.13080360867914
,,1739209788.1730363,-38.13080360867914
,,1739209788.1730506,-35.57807855764607
,,1739209788.1730647,-30.49652367304973
,,1739209788.173079,-45.120503652039325
,,1739209788.1730933,-35.57807855764607
,,1739209788.1731074,-38.13080360867914
,,1739209788.1731217,-45.120503652039325
,,1739209788.173136,-33.981070128970906
,,1739209788.17315,-38.13080360867914
,,1739209788.1731644,-45.120503652039325
,,1739209788.173179,-26.991370085610736
,,1739209788.1731927,-35.57807855764607
,,1739209788.173207,-38.13080360867914
,,1739209788.173221,-38.13080360867914
,,1739209788.1732354,-38.13080360867914
,,1739209788.1732495,-33.981070128970906
,,1739209788.173264,-31.141103565318915
,,1739209788.173278,-21.598678470925663
,,1739209788.1732924,-45.120503652039325
,,1739209788.1733067,-33.981070128970906
,,1739209788.1733208,-31.141103565318915
,,1739209788.173335,-31.141103565318943
,,1739209788.1733494,-15.20381357823981
,,1739209788.1733634,-38.13080360867914
,,1739209788.1733778,-45.120503652039325
,,1739209788.173392,-45.120503652039325
,,1739209788.173406,-33.98107012897096
,,1739209788.1734204,-45.120503652039325
,,1739209788.1734347,-38.13080360867914
,,1739209788.1734488,-38.13080360867914
,,1739209788.173463,-32.81601443825658
,,1739209788.1734774,-20.954098578656488
,,1739209788.1734917,-29.438486411369347
,,1739209788.1735058,-38.13080360867914
,,1739209788.17352,-45.120503652039325
,,1739209788.1735342,-38.13080360867914
,,1739209788.1735485,-32.816014438256545
,,1739209788.1735628,-38.13080360867914
,,1739209788.1735768,-26.487275050834715
,,1739209788.1735911,-24.438645034577675
