CAN Message, 0x98:000042485d17e376,Timestamp,Amplitude
,,1739209597.6931338,-45.120503652039325
,,1739209597.693148,-45.120503652039325
,,1739209597.693163,-45.120503652039325
,,1739209597.6931772,-38.13080360867914
,,1739209597.6931915,-38.13080360867914
,,1739209597.693206,-38.13080360867914
,,1739209597.6932204,-45.120503652039325
,,1739209597.693235,-45.120503652039325
,,1739209597.6932492,-45.120503652039325
,,1739209597.6932638,-45.120503652039325
,,1739209597.693278,-45.120503652039325
,,1739209597.6932926,-45.120503652039325
,,1739209597.6933072,-45.120503652039325
,,1739209597.6933217,-31.141103565318915
,,1739209597.693336,-33.981070128970906
,,1739209597.6933503,-33.981070128970906
,,1739209597.6933649,-45.120503652039325
,,1739209597.6933792,-33.981070128970906
,,1739209597.6933937,-31.141103565318915
,,1739209597.693408,-45.120503652039325
,,1739209597.6934226,-38.13080360867914
,,1739209597.6934369,-38.13080360867914
,,1739209597.6934514,-35.57807855764607
,,1739209597.693466,-38.13080360867914
,,1739209597.6934805,-35.57807855764607
,,1739209597.6934948,-38.13080360867914
,,1739209597.693509,-38.13080360867914
,,1739209597.6935236,-35.57807855764607
,,1739209597.693538,-45.120503652039325
,,1739209597.6935525,-45.120503652039325
,,1739209597.6935668,-45.120503652039325
,,1739209597.693581,-38.13080360867914
,,1739209597.693596,-45.120503652039325
,,1739209597.6936102,-33.981070128970906
,,1739209597.6936247,-28.58837851428586
,,1739209597.693639,-45.120503652039325
,,1739209597.6936536,-45.120503652039325
,,1739209597.693668,-33.981070128970906
,,1739209597.6936824,-31.141103565318915
,,1739209597.6936967,-38.13080360867914
,,1739209597.6937113,-45.120503652039325
,,1739209597.6937256,-45.120503652039325
,,1739209597.69374,-45.120503652039325
,,1739209597.693755,-38.13080360867914
,,1739209597.693769,-35.57807855764607
,,1739209597.6937835,-38.13080360867914
,,1739209597.6937978,-45.120503652039325
,,1739209597.6938124,-45.120503652039325
,,1739209597.693827,-30.49652367304973
,,1739209597.6938412,-33.98107012897096
,,1739209597.6938555,-10.227951968346684
,,1739209597.69387,-16.084178491196916
,,1739209597.6938846,-28.992665084841967
,,1739209597.693899,-32.816014438256545
,,1739209597.6939137,-45.120503652039325
,,1739209597.6939278,-33.981070128970906
,,1739209597.6939423,-45.120503652039325
,,1739209597.6939566,-35.57807855764607
,,1739209597.6939712,-24.746238672633048
,,1739209597.6939857,-45.120503652039325
,,1739209597.694,-45.120503652039325
,,1739209597.6940143,-45.120503652039325
,,1739209597.6940289,-45.120503652039325
,,1739209597.6940434,-38.13080360867914
,,1739209597.6940577,-38.13080360867914
,,1739209597.6940722,-38.13080360867914
,,1739209597.6940866,-30.49652367304973
,,1739209597.694101,-38.13080360867914
,,1739209597.6941154,-45.120503652039325
,,1739209597.69413,-35.57807855764607
,,1739209597.6941442,-33.981070128970906
,,1739209597.6941588,-45.120503652039325
,,1739209597.694173,-38.13080360867914
,,1739209597.6941876,-38.13080360867914
,,1739209597.6942022,-17.85323156177357
,,1739209597.6942165,-45.120503652039325
,,1739209597.694231,-45.120503652039325
,,1739209597.694245,-45.120503652039325
,,1739209597.69426,-29.438486411369333
,,1739209597.6942742,-9.339844813678376
,,1739209597.6942887,-23.506823629689546
,,1739209597.694303,-38.13080360867914
,,1739209597.6943176,-38.13080360867914
,,1739209597.694332,-33.981070128970906
,,1739209597.6943464,-45.120503652039325
,,1739209597.694361,-38.13080360867914
,,1739209597.6943753,-45.120503652039325
,,1739209597.6943898,-38.13080360867914
,,1739209597.694404,-45.120503652039325
,,1739209597.694419,-38.13080360867914
,,1739209597.694433,-45.120503652039325
,,1739209597.6944475,-45.120503652039325
,,1739209597.694462,-38.13080360867914
,,1739209597.6944764,-45.120503652039325
,,1739209597.694491,-38.13080360867914
,,1739209597.6945052,-45.120503652039325
,,1739209597.6945198,-45.120503652039325
,,1739209597.694534,-33.981070128970906
,,1739209597.6945486,-31.141103565318943
,,1739209597.694563,-33.98107012897096
,,1739209597.6945777,-45.120503652039325
,,1739209597.6945918,-45.120503652039325
,,1739209597.6946063,-31.14110356531892
,,1739209597.6946208,-20.001670042250552
,,1739209597.6946352,-33.981070128970906
,,1739209597.6946497,-30.49652367304973
,,1739209597.694664,-35.57807855764607
,,1739209597.6946783,-20.633440452988484
