CAN Message, 0x1bb:0000c2ba5ac4565d,Timestamp,Amplitude
,,1739209856.5641246,-38.13080360867914
,,1739209856.5641265,-45.120503652039325
,,1739209856.5641282,-35.57807855764607
,,1739209856.56413,-45.120503652039325
,,1739209856.564132,-45.120503652039325
,,1739209856.5641336,-35.57807855764607
,,1739209856.5641356,-45.120503652039325
,,1739209856.5641372,-45.120503652039325
,,1739209856.5641391,-38.13080360867914
,,1739209856.564141,-35.57807855764607
,,1739209856.5641427,-45.120503652039325
,,1739209856.5641446,-45.120503652039325
,,1739209856.5641465,-27.267205301931607
,,1739209856.5641482,-35.57807855764607
,,1739209856.56415,-45.120503652039325
,,1739209856.5641518,-38.13080360867914
,,1739209856.5641537,-38.13080360867914
,,1739209856.564155,-38.13080360867914
,,1739209856.5641572,-45.120503652039325
,,1739209856.5641592,-45.120503652039325
,,1739209856.5641608,-32.81601443825658
,,1739209856.5641627,-45.120503652039325
,,1739209856.5641644,-45.120503652039325
,,1739209856.5641663,-38.13080360867914
,,1739209856.5641682,-38.13080360867914
,,1739209856.56417,-45.120503652039325
,,1739209856.5641718,-45.120503652039325
,,1739209856.5641737,-45.120503652039325
,,1739209856.5641754,-31.141103565318915
,,1739209856.5641773,-35.57807855764607
,,1739209856.564179,-38.13080360867914
,,1739209856.5641809,-45.120503652039325
,,1739209856.5641823,-45.120503652039325
,,1739209856.5641844,-38.13080360867914
,,1739209856.5641863,-45.120503652039325
,,1739209856.564188,-45.120503652039325
,,1739209856.56419,-45.120503652039325
,,1739209856.5641916,-38.13080360867914
,,1739209856.5641935,-38.13080360867914
,,1739209856.5641954,-45.120503652039325
,,1739209856.564197,-45.120503652039325
,,1739209856.564199,-38.13080360867914
,,1739209856.5642009,-35.57807855764607
,,1739209856.5642023,-38.13080360867914
,,1739209856.5642045,-45.120503652039325
,,1739209856.564206,-38.13080360867914
,,1739209856.564208,-38.13080360867914
,,1739209856.56421,-33.981070128970906
,,1739209856.5642116,-38.13080360867914
,,1739209856.5642135,-35.57807855764607
,,1739209856.5642152,-18.335319861638148
,,1739209856.564217,-45.120503652039325
,,1739209856.564219,-25.82631439489636
,,1739209856.564221,-32.816014438256545
,,1739209856.5642226,-45.120503652039325
,,1739209856.5642242,-38.13080360867914
,,1739209856.5642262,-30.49652367304973
,,1739209856.564228,-32.816014438256545
,,1739209856.5642295,-45.120503652039325
,,1739209856.5642316,-38.13080360867914
,,1739209856.5642333,-33.98107012897096
,,1739209856.5642352,-38.13080360867914
,,1739209856.564237,-38.13080360867914
,,1739209856.5642388,-45.120503652039325
,,1739209856.5642407,-35.57807855764607
,,1739209856.5642424,-35.57807855764607
,,1739209856.5642445,-45.120503652039325
,,1739209856.5642462,-45.120503652039325
,,1739209856.5642478,-45.120503652039325
,,1739209856.5642498,-38.13080360867914
,,1739209856.5642514,-38.13080360867914
,,1739209856.564253,-38.13080360867914
,,1739209856.5642552,-32.81601443825658
,,1739209856.564257,-27.87774495603141
,,1739209856.5642588,-20.27750525857143
,,1739209856.5642605,-33.981070128970906
,,1739209856.5642624,-26.487275050834715
,,1739209856.5642643,-35.57807855764607
,,1739209856.564266,-16.171807084586764
,,1739209856.564268,-9.527423542969167
,,1739209856.5642698,-35.57807855764607
,,1739209856.5642717,-38.13080360867914
,,1739209856.5642734,-33.981070128970906
,,1739209856.564275,-45.120503652039325
,,1739209856.564277,-38.13080360867914
,,1739209856.5642788,-38.13080360867914
,,1739209856.5642805,-45.120503652039325
,,1739209856.5642824,-38.13080360867914
,,1739209856.564284,-35.57807855764607
,,1739209856.564286,-38.13080360867914
,,1739209856.564288,-45.120503652039325
,,1739209856.5642896,-45.120503652039325
,,1739209856.5642917,-38.13080360867914
,,1739209856.5642931,-28.58837851428586
,,1739209856.564295,-38.13080360867914
,,1739209856.564297,-45.120503652039325
,,1739209856.5642986,-32.816014438256545
,,1739209856.5643003,-25.826314394896357
,,1739209856.5643022,-45.120503652039325
,,1739209856.564304,-45.120503652039325
,,1739209856.564306,-38.13080360867914
,,1739209856.5643077,-28.58837851428586
,,1739209856.5643096,-30.49652367304973
,,1739209856.5643113,-32.816014438256545
,,1739209856.5643132,-45.120503652039325
,,1739209856.564315,-33.981070128970906
,,1739209856.5643167,-38.13080360867914
,,1739209856.564319,-20.51152522447381
,,1739209856.5643203,-22.002965041481755
,,1739209856.5643222,-27.267205301931607
,,1739209856.564324,-45.120503652039325
,,1739209856.5643258,-45.120503652039325
,,1739209856.5643277,-38.13080360867914
,,1739209856.5643296,-38.13080360867914
,,1739209856.5643313,-45.120503652039325
,,1739209856.5643332,-32.816014438256545
,,1739209856.5643349,-45.120503652039325
,,1739209856.5643368,-20.95409857865649
,,1739209856.5643387,-38.13080360867914
,,1739209856.5643404,-38.13080360867914
,,1739209856.5643425,-45.120503652039325
,,1739209856.564344,-31.141103565318915
,,1739209856.5643458,-33.981070128970906
,,1739209856.5643475,-45.120503652039325
,,1739209856.5643494,-32.816014438256545
,,1739209856.564351,-32.81601443825658
,,1739209856.564353,-18.636903542229977
,,1739209856.564355,-10.67225165694181
,,1739209856.5643568,-38.13080360867914
,,1739209856.5643585,-38.13080360867914
,,1739209856.5643604,-32.816014438256545
,,1739209856.564362,-38.13080360867914
,,1739209856.564364,-45.120503652039325
,,1739209856.564366,-32.816014438256545
,,1739209856.5643675,-45.120503652039325
,,1739209856.5643694,-45.120503652039325
,,1739209856.564371,-38.13080360867914
,,1739209856.564373,-33.98107012897096
,,1739209856.564375,-45.120503652039325
,,1739209856.5643766,-45.120503652039325
,,1739209856.5643785,-45.120503652039325
,,1739209856.5643802,-38.13080360867914
,,1739209856.564382,-31.141103565318915
,,1739209856.564384,-38.13080360867914
,,1739209856.5643857,-33.981070128970906
,,1739209856.5643876,-33.981070128970906
,,1739209856.5643892,-45.120503652039325
,,1739209856.5643911,-45.120503652039325
,,1739209856.564393,-31.141103565318915
,,1739209856.5643947,-45.120503652039325
,,1739209856.5643966,-21.67658091518819
,,1739209856.5643983,-22.44878636800916
,,1739209856.5644002,-45.120503652039325
,,1739209856.564402,-27.267205301931607
,,1739209856.5644038,-28.218542851754165
,,1739209856.5644057,-12.772800700430125
,,1739209856.5644076,-11.702203082834188
,,1739209856.5644093,-38.13080360867914
,,1739209856.5644112,-22.84163660590256
,,1739209856.5644128,-45.120503652039325
,,1739209856.5644147,-38.13080360867914
,,1739209856.5644166,-33.981070128970906
,,1739209856.5644183,-38.13080360867914
,,1739209856.5644202,-45.120503652039325
,,1739209856.564422,-45.120503652039325
,,1739209856.5644238,-27.267205301931607
,,1739209856.5644257,-26.99137008561072
,,1739209856.5644274,-38.13080360867914
,,1739209856.5644293,-38.13080360867914
,,1739209856.564431,-38.13080360867914
,,1739209856.5644329,-33.981070128970906
,,1739209856.5644348,-45.120503652039325
,,1739209856.5644364,-31.141103565318915
,,1739209856.5644383,-32.816014438256545
,,1739209856.56444,-20.51152522447381
,,1739209856.564442,-20.001670042250545
,,1739209856.5644438,-45.120503652039325
,,1739209856.5644455,-30.49652367304973
,,1739209856.5644474,-35.57807855764607
,,1739209856.564449,-38.13080360867914
,,1739209856.564451,-38.13080360867914
,,1739209856.564453,-38.13080360867914
,,1739209856.5644546,-45.120503652039325
,,1739209856.5644565,-26.487275050834715
,,1739209856.564458,-13.208789094753712
