CAN Message, 0x1b8:00009373c129d74e,Timestamp,Amplitude
,,1739209893.9922771,-31.141103565318915
,,1739209893.9922872,-35.57807855764607
,,1739209893.9922974,-27.267205301931607
,,1739209893.9923074,-22.17584139042336
,,1739209893.9923177,-27.8777449560314
,,1739209893.9923277,-38.13080360867914
,,1739209893.992338,-32.816014438256545
,,1739209893.992348,-25.826314394896357
,,1739209893.992358,-31.141103565318915
,,1739209893.9923682,-32.816014438256545
,,1739209893.9923782,-31.141103565318915
,,1739209893.9923885,-38.13080360867914
,,1739209893.9923985,-45.120503652039325
,,1739209893.9924088,-45.120503652039325
,,1739209893.9924188,-28.992665084841946
,,1739209893.992429,-22.84163660590255
,,1739209893.992439,-30.49652367304973
,,1739209893.992449,-32.816014438256545
,,1739209893.9924593,-38.13080360867914
,,1739209893.9924693,-28.992665084841967
,,1739209893.9924796,-38.13080360867914
,,1739209893.9924896,-30.49652367304973
,,1739209893.9924998,-38.13080360867914
,,1739209893.9925098,-45.120503652039325
,,1739209893.99252,-33.981070128970906
,,1739209893.99253,-35.57807855764607
,,1739209893.99254,-38.13080360867914
,,1739209893.9925504,-45.120503652039325
,,1739209893.9925604,-33.981070128970906
,,1739209893.9925706,-38.13080360867914
,,1739209893.992581,-38.13080360867914
,,1739209893.992591,-45.120503652039325
,,1739209893.992601,-45.120503652039325
,,1739209893.9926112,-45.120503652039325
,,1739209893.9926212,-38.13080360867914
,,1739209893.9926312,-38.13080360867914
,,1739209893.9926414,-45.120503652039325
,,1739209893.9926517,-38.13080360867914
,,1739209893.9926617,-38.13080360867914
,,1739209893.9926715,-45.120503652039325
,,1739209893.992682,-45.120503652039325
,,1739209893.992692,-45.120503652039325
,,1739209893.9927022,-45.120503652039325
,,1739209893.9927125,-38.13080360867914
,,1739209893.9927225,-45.120503652039325
,,1739209893.9927323,-45.120503652039325
,,1739209893.9927423,-45.120503652039325
,,1739209893.9927528,-38.13080360867914
,,1739209893.9927628,-38.13080360867914
,,1739209893.992773,-38.13080360867914
,,1739209893.992783,-8.450646468742688
,,1739209893.992793,-20.633440452988484
,,1739209893.992803,-28.58837851428586
,,1739209893.992813,-38.13080360867914
,,1739209893.9928236,-45.120503652039325
,,1739209893.9928336,-38.13080360867914
,,1739209893.992844,-38.13080360867914
,,1739209893.992854,-45.120503652039325
,,1739209893.992864,-38.13080360867914
,,1739209893.992874,-38.13080360867914
,,1739209893.9928844,-38.13080360867914
,,1739209893.9928944,-35.57807855764607
,,1739209893.992905,-38.13080360867914
,,1739209893.992915,-35.57807855764607
,,1739209893.9929247,-38.13080360867914
,,1739209893.992935,-45.120503652039325
,,1739209893.992945,-38.13080360867914
,,1739209893.9929552,-38.13080360867914
,,1739209893.9929652,-38.13080360867914
,,1739209893.9929757,-38.13080360867914
,,1739209893.9929855,-45.120503652039325
,,1739209893.9929955,-38.13080360867914
,,1739209893.9930058,-31.141103565318915
,,1739209893.9930158,-24.746238672633048
,,1739209893.993026,-18.836614351536173
,,1739209893.993036,-45.120503652039325
,,1739209893.9930463,-45.120503652039325
,,1739209893.9930563,-27.267205301931607
,,1739209893.9930663,-26.99137008561072
,,1739209893.9930766,-11.396907826796054
,,1739209893.9930868,-38.13080360867914
,,1739209893.9930968,-35.57807855764607
,,1739209893.9931068,-45.120503652039325
,,1739209893.993117,-45.120503652039325
,,1739209893.993127,-38.13080360867914
,,1739209893.9931374,-28.992665084841946
,,1739209893.9931474,-45.120503652039325
,,1739209893.9931576,-45.120503652039325
,,1739209893.9931676,-45.120503652039325
,,1739209893.993178,-27.267205301931607
,,1739209893.993188,-38.13080360867914
,,1739209893.993198,-45.120503652039325
,,1739209893.9932082,-38.13080360867914
,,1739209893.9932182,-28.58837851428586
,,1739209893.9932284,-45.120503652039325
,,1739209893.9932384,-45.120503652039325
,,1739209893.9932487,-45.120503652039325
,,1739209893.9932587,-33.98107012897096
