CAN Message, 0x1a7:0000916593fb7172,Timestamp,Amplitude
,,1739209697.1239176,-45.120503652039325
,,1739209697.1239226,-45.120503652039325
,,1739209697.1239274,-45.120503652039325
,,1739209697.1239324,-35.57807855764607
,,1739209697.1239374,-38.13080360867914
,,1739209697.123942,-33.98107012897096
,,1739209697.1239471,-45.120503652039325
,,1739209697.1239522,-38.13080360867914
,,1739209697.123957,-45.120503652039325
,,1739209697.123962,-45.120503652039325
,,1739209697.123967,-45.120503652039325
,,1739209697.123972,-45.120503652039325
,,1739209697.1239767,-45.120503652039325
,,1739209697.1239817,-30.49652367304973
,,1739209697.1239867,-33.981070128970906
,,1739209697.1239915,-45.120503652039325
,,1739209697.1239965,-45.120503652039325
,,1739209697.1240015,-32.816014438256545
,,1739209697.1240065,-33.981070128970906
,,1739209697.1240113,-45.120503652039325
,,1739209697.1240163,-38.13080360867914
,,1739209697.1240213,-38.13080360867914
,,1739209697.124026,-45.120503652039325
,,1739209697.124031,-38.13080360867914
,,1739209697.124036,-45.120503652039325
,,1739209697.124041,-45.120503652039325
,,1739209697.1240458,-33.981070128970906
,,1739209697.1240509,-45.120503652039325
,,1739209697.124056,-45.120503652039325
,,1739209697.1240606,-45.120503652039325
,,1739209697.1240656,-45.120503652039325
,,1739209697.1240706,-45.120503652039325
,,1739209697.1240757,-38.13080360867914
,,1739209697.1240804,-33.981070128970906
,,1739209697.1240854,-45.120503652039325
,,1739209697.1240904,-45.120503652039325
,,1739209697.1240952,-38.13080360867914
,,1739209697.1241002,-26.99137008561072
,,1739209697.1241052,-31.141103565318915
,,1739209697.12411,-45.120503652039325
,,1739209697.124115,-38.13080360867914
,,1739209697.12412,-29.438486411369333
,,1739209697.124125,-38.13080360867914
,,1739209697.1241298,-45.120503652039325
,,1739209697.1241348,-35.57807855764607
,,1739209697.1241398,-38.13080360867914
,,1739209697.1241446,-45.120503652039325
,,1739209697.1241496,-45.120503652039325
,,1739209697.1241546,-31.141103565318915
,,1739209697.1241596,-26.03565346325281
,,1739209697.1241643,-9.955149913081296
,,1739209697.124169,-28.21854285175415
,,1739209697.1241744,-38.13080360867914
,,1739209697.1241791,-35.57807855764607
,,1739209697.124184,-32.816014438256545
,,1739209697.1241891,-29.438486411369333
,,1739209697.124194,-45.120503652039325
,,1739209697.124199,-45.120503652039325
,,1739209697.124204,-45.120503652039325
,,1739209697.124209,-45.120503652039325
,,1739209697.1242137,-45.120503652039325
,,1739209697.1242187,-33.981070128970906
,,1739209697.1242237,-32.816014438256545
,,1739209697.1242285,-35.57807855764607
,,1739209697.1242335,-45.120503652039325
,,1739209697.1242385,-38.13080360867914
,,1739209697.1242435,-35.57807855764607
,,1739209697.1242485,-45.120503652039325
,,1739209697.1242533,-38.13080360867914
,,1739209697.1242585,-38.13080360867914
,,1739209697.124263,-35.57807855764607
,,1739209697.124268,-38.13080360867914
,,1739209697.124273,-45.120503652039325
,,1739209697.124278,-33.981070128970906
,,1739209697.1242828,-26.487275050834725
,,1739209697.1242878,-45.120503652039325
,,1739209697.1242929,-38.13080360867914
,,1739209697.1242976,-38.13080360867914
,,1739209697.1243026,-32.816014438256545
,,1739209697.1243076,-33.98107012897096
,,1739209697.1243126,-38.13080360867914
,,1739209697.1243174,-30.49652367304973
,,1739209697.1243224,-38.13080360867914
,,1739209697.1243274,-45.120503652039325
,,1739209697.1243322,-38.13080360867914
,,1739209697.1243372,-38.13080360867914
,,1739209697.1243422,-38.13080360867914
,,1739209697.1243472,-38.13080360867914
,,1739209697.124352,-45.120503652039325
,,1739209697.124357,-45.120503652039325
,,1739209697.124362,-32.816014438256545
,,1739209697.1243668,-38.13080360867914
,,1739209697.1243718,-38.13080360867914
,,1739209697.1243768,-35.57807855764607
,,1739209697.1243815,-38.13080360867914
,,1739209697.1243863,-38.13080360867914
,,1739209697.1243916,-38.13080360867914
,,1739209697.1243966,-45.120503652039325
,,1739209697.124401,-29.438486411369347
,,1739209697.1244063,-38.13080360867914
,,1739209697.124411,-38.13080360867914
,,1739209697.124416,-33.981070128970906
,,1739209697.1244211,-20.82298085201522
,,1739209697.124426,-24.589719217205094
,,1739209697.1244311,-32.816014438256545
,,1739209697.124436,-38.13080360867914
,,1739209697.124441,-26.99137008561072
,,1739209697.124446,-20.109911029861767
,,1739209697.1244507,-16.738311432963037
,,1739209697.1244557,-28.992665084841946
,,1739209697.1244607,-27.267205301931607
,,1739209697.1244657,-38.13080360867914
,,1739209697.1244705,-45.120503652039325
,,1739209697.1244757,-32.816014438256545
,,1739209697.1244805,-45.120503652039325
,,1739209697.1244853,-38.13080360867914
,,1739209697.1244905,-45.120503652039325
,,1739209697.1244953,-20.001670042250552
,,1739209697.1245,-33.981070128970906
,,1739209697.124505,-38.13080360867914
,,1739209697.12451,-45.120503652039325
,,1739209697.124515,-38.13080360867914
,,1739209697.1245198,-30.49652367304973
,,1739209697.1245248,-33.981070128970906
,,1739209697.1245298,-35.57807855764607
,,1739209697.1245346,-33.98107012897096
,,1739209697.1245396,-19.35709014998136
,,1739209697.1245446,-11.486264322867529
,,1739209697.1245496,-38.13080360867914
,,1739209697.1245544,-29.438486411369333
,,1739209697.1245594,-33.981070128970906
,,1739209697.1245644,-45.120503652039325
,,1739209697.1245692,-33.981070128970906
,,1739209697.1245742,-32.816014438256545
,,1739209697.1245792,-38.13080360867914
,,1739209697.1245842,-45.120503652039325
,,1739209697.124589,-45.120503652039325
,,1739209697.124594,-45.120503652039325
,,1739209697.124599,-45.120503652039325
,,1739209697.1246035,-33.981070128970906
,,1739209697.1246088,-38.13080360867914
,,1739209697.1246138,-45.120503652039325
,,1739209697.1246183,-31.141103565318915
,,1739209697.1246235,-31.141103565318893
,,1739209697.1246283,-38.13080360867914
,,1739209697.1246336,-35.57807855764607
,,1739209697.1246383,-38.13080360867914
,,1739209697.124643,-33.98107012897096
,,1739209697.1246483,-38.13080360867914
,,1739209697.124653,-45.120503652039325
,,1739209697.124658,-38.13080360867914
,,1739209697.124663,-33.98107012897096
,,1739209697.124668,-45.120503652039325
,,1739209697.124673,-38.13080360867914
,,1739209697.124678,-38.13080360867914
,,1739209697.124683,-25.25278630937684
,,1739209697.1246877,-24.589719217205094
,,1739209697.124693,-38.13080360867914
,,1739209697.1246977,-38.13080360867914
,,1739209697.1247027,-45.120503652039325
,,1739209697.1247077,-38.13080360867914
,,1739209697.1247125,-38.13080360867914
,,1739209697.1247177,-45.120503652039325
,,1739209697.1247222,-45.120503652039325
,,1739209697.1247272,-38.13080360867914
,,1739209697.1247325,-45.120503652039325
,,1739209697.1247373,-32.816014438256545
,,1739209697.124742,-24.29264994887477
,,1739209697.124747,-38.13080360867914
,,1739209697.124752,-45.120503652039325
,,1739209697.1247568,-45.120503652039325
,,1739209697.1247618,-45.120503652039325
,,1739209697.1247668,-35.57807855764607
,,1739209697.1247716,-45.120503652039325
,,1739209697.1247766,-26.487275050834715
,,1739209697.1247816,-22.002965041481744
