CAN Message, 0x24:047ba141fb819bb9,Timestamp,Amplitude
,,1739209721.7913637,-33.981070128970906
,,1739209721.791366,-38.13080360867914
,,1739209721.7913682,-45.120503652039325
,,1739209721.7913704,-45.120503652039325
,,1739209721.7913728,-45.120503652039325
,,1739209721.791375,-35.57807855764607
,,1739209721.7913773,-38.13080360867914
,,1739209721.7913797,-45.120503652039325
,,1739209721.7913818,-45.120503652039325
,,1739209721.791384,-38.13080360867914
,,1739209721.7913864,-38.13080360867914
,,1739209721.7913885,-45.120503652039325
,,1739209721.791391,-38.13080360867914
,,1739209721.791393,-38.13080360867914
,,1739209721.7913954,-45.120503652039325
,,1739209721.7913976,-45.120503652039325
,,1739209721.7914,-45.120503652039325
,,1739209721.791402,-35.57807855764607
,,1739209721.7914045,-38.13080360867914
,,1739209721.7914066,-45.120503652039325
,,1739209721.791409,-33.981070128970906
,,1739209721.7914112,-35.57807855764607
,,1739209721.7914135,-38.13080360867914
,,1739209721.7914157,-45.120503652039325
,,1739209721.791418,-31.141103565318915
,,1739209721.7914202,-30.49652367304973
,,1739209721.7914226,-38.13080360867914
,,1739209721.7914248,-35.57807855764607
,,1739209721.7914271,-38.13080360867914
,,1739209721.7914293,-35.57807855764607
,,1739209721.7914317,-45.120503652039325
,,1739209721.7914338,-38.13080360867914
,,1739209721.7914362,-35.57807855764607
,,1739209721.7914383,-45.120503652039325
,,1739209721.7914407,-45.120503652039325
,,1739209721.7914429,-45.120503652039325
,,1739209721.7914453,-45.120503652039325
,,1739209721.7914474,-38.13080360867914
,,1739209721.7914498,-35.57807855764607
,,1739209721.791452,-38.13080360867914
,,1739209721.7914543,-33.981070128970906
,,1739209721.7914565,-30.49652367304973
,,1739209721.7914588,-38.13080360867914
,,1739209721.791461,-45.120503652039325
,,1739209721.7914634,-38.13080360867914
,,1739209721.7914655,-38.13080360867914
,,1739209721.791468,-45.120503652039325
,,1739209721.79147,-45.120503652039325
,,1739209721.7914724,-33.981070128970906
,,1739209721.7914746,-27.267205301931607
,,1739209721.791477,-11.871508681516158
,,1739209721.791479,-13.570181364129589
,,1739209721.7914815,-28.992665084841967
,,1739209721.7914836,-28.58837851428586
,,1739209721.791486,-45.120503652039325
,,1739209721.7914882,-45.120503652039325
,,1739209721.7914906,-45.120503652039325
,,1739209721.7914927,-38.13080360867914
,,1739209721.791495,-38.13080360867914
,,1739209721.7914972,-45.120503652039325
,,1739209721.7914996,-45.120503652039325
,,1739209721.7915018,-45.120503652039325
,,1739209721.791504,-38.13080360867914
,,1739209721.7915063,-45.120503652039325
,,1739209721.791509,-30.49652367304973
,,1739209721.7915108,-24.746238672633048
,,1739209721.7915132,-38.13080360867914
,,1739209721.7915154,-38.13080360867914
,,1739209721.7915175,-38.13080360867914
,,1739209721.79152,-38.13080360867914
,,1739209721.7915225,-45.120503652039325
,,1739209721.7915244,-45.120503652039325
,,1739209721.7915268,-45.120503652039325
,,1739209721.791529,-45.120503652039325
,,1739209721.791531,-17.85323156177357
,,1739209721.7915337,-31.14110356531892
,,1739209721.791536,-33.981070128970906
,,1739209721.791538,-32.816014438256545
,,1739209721.7915404,-28.992665084841946
,,1739209721.7915423,-10.100331503767816
,,1739209721.791545,-18.299052888300974
,,1739209721.791547,-31.141103565318915
,,1739209721.7915494,-45.120503652039325
,,1739209721.7915516,-35.57807855764607
,,1739209721.791554,-45.120503652039325
,,1739209721.791556,-38.13080360867914
,,1739209721.7915585,-32.816014438256545
,,1739209721.7915606,-45.120503652039325
,,1739209721.791563,-35.57807855764607
,,1739209721.7915652,-38.13080360867914
,,1739209721.7915676,-38.13080360867914
,,1739209721.7915697,-35.57807855764607
,,1739209721.791572,-38.13080360867914
,,1739209721.7915742,-33.98107012897096
,,1739209721.7915766,-38.13080360867914
,,1739209721.7915788,-35.57807855764607
,,1739209721.7915812,-38.13080360867914
,,1739209721.7915833,-38.13080360867914
,,1739209721.7915857,-38.13080360867914
,,1739209721.7915878,-45.120503652039325
,,1739209721.7915902,-38.13080360867914
,,1739209721.7915924,-38.13080360867914
,,1739209721.7915947,-45.120503652039325
,,1739209721.791597,-23.50682362968953
,,1739209721.7915993,-45.120503652039325
,,1739209721.7916014,-32.816014438256545
,,1739209721.7916038,-33.981070128970906
,,1739209721.791606,-32.81601443825658
,,1739209721.7916083,-9.41390695182395
,,1739209721.7916105,-24.589719217205094
,,1739209721.7916129,-38.13080360867914
,,1739209721.791615,-38.13080360867914
,,1739209721.7916174,-45.120503652039325
,,1739209721.7916195,-24.438645034577675
,,1739209721.791622,-28.992665084841946
,,1739209721.791624,-38.13080360867914
,,1739209721.7916265,-31.141103565318915
,,1739209721.7916286,-33.98107012897096
,,1739209721.791631,-35.57807855764607
,,1739209721.7916331,-33.981070128970906
,,1739209721.7916355,-45.120503652039325
,,1739209721.7916377,-28.992665084841946
,,1739209721.79164,-30.49652367304973
,,1739209721.7916422,-38.13080360867914
,,1739209721.7916446,-45.120503652039325
,,1739209721.7916467,-38.13080360867914
,,1739209721.791649,-32.816014438256545
,,1739209721.7916512,-27.267205301931607
,,1739209721.7916536,-32.81601443825658
,,1739209721.7916558,-38.13080360867914
,,1739209721.7916582,-35.57807855764607
,,1739209721.7916603,-45.120503652039325
,,1739209721.7916627,-45.120503652039325
,,1739209721.791665,-33.981070128970906
,,1739209721.7916672,-31.141103565318915
,,1739209721.7916696,-45.120503652039325
,,1739209721.7916718,-38.13080360867914
,,1739209721.791674,-38.13080360867914
,,1739209721.7916763,-35.57807855764607
,,1739209721.791679,-38.13080360867914
,,1739209721.7916808,-33.981070128970906
,,1739209721.7916832,-45.120503652039325
,,1739209721.791685,-45.120503652039325
,,1739209721.7916875,-38.13080360867914
,,1739209721.79169,-38.13080360867914
,,1739209721.7916925,-45.120503652039325
,,1739209721.7916944,-38.13080360867914
,,1739209721.7916968,-38.13080360867914
,,1739209721.791699,-38.13080360867914
,,1739209721.7917013,-38.13080360867914
,,1739209721.7917037,-29.438486411369357
,,1739209721.7917058,-20.001670042250552
,,1739209721.791708,-45.120503652039325
,,1739209721.7917104,-38.13080360867914
,,1739209721.7917123,-33.981070128970906
,,1739209721.791715,-45.120503652039325
,,1739209721.791717,-10.857017914164215
,,1739209721.7917194,-23.506823629689546
,,1739209721.7917216,-33.981070128970906
,,1739209721.791724,-31.141103565318915
,,1739209721.791726,-45.120503652039325
,,1739209721.7917285,-45.120503652039325
,,1739209721.7917306,-38.13080360867914
,,1739209721.791733,-35.57807855764607
,,1739209721.7917352,-45.120503652039325
,,1739209721.7917376,-38.13080360867914
,,1739209721.7917397,-28.58837851428586
,,1739209721.791742,-45.120503652039325
,,1739209721.7917442,-45.120503652039325
,,1739209721.7917466,-38.13080360867914
,,1739209721.7917488,-24.29264994887477
,,1739209721.7917511,-45.120503652039325
,,1739209721.7917533,-38.13080360867914
,,1739209721.7917557,-38.13080360867914
,,1739209721.7917578,-31.141103565318915
,,1739209721.7917602,-38.13080360867914
,,1739209721.7917624,-45.120503652039325
,,1739209721.7917647,-45.120503652039325
,,1739209721.791767,-33.981070128970906
,,1739209721.7917693,-30.49652367304973
,,1739209721.7917714,-19.089059925837475
,,1739209721.7917738,-45.120503652039325
,,1739209721.791776,-38.13080360867914
,,1739209721.7917783,-33.98107012897096
,,1739209721.7917805,-21.300333226290604
,,1739209721.7917829,-8.196441303702986
,,1739209721.791785,-24.589719217205094
,,1739209721.7917874,-28.992665084841946
,,1739209721.7917895,-33.981070128970906
,,1739209721.791792,-45.120503652039325
,,1739209721.791794,-45.120503652039325
,,1739209721.7917964,-45.120503652039325
,,1739209721.7917986,-38.13080360867914
,,1739209721.791801,-38.13080360867914
,,1739209721.7918031,-19.35709014998136
,,1739209721.7918055,-28.992665084841946
,,1739209721.7918077,-45.120503652039325
,,1739209721.79181,-31.141103565318893
,,1739209721.7918122,-26.991370085610757
,,1739209721.7918146,-10.17200343523835
,,1739209721.7918167,-16.283889300503116
,,1739209721.791819,-28.992665084841967
,,1739209721.7918212,-28.992665084841946
,,1739209721.7918236,-45.120503652039325
,,1739209721.7918258,-38.13080360867914
,,1739209721.7918282,-45.120503652039325
