CAN Message, 0x150:0700215d4b8269d9,Timestamp,Amplitude
,,1739209845.195795,-45.120503652039325
,,1739209845.1957994,-45.120503652039325
,,1739209845.1958036,-45.120503652039325
,,1739209845.195808,-38.13080360867914
,,1739209845.195812,-38.13080360867914
,,1739209845.1958165,-35.57807855764607
,,1739209845.1958206,-38.13080360867914
,,1739209845.1958249,-45.120503652039325
,,1739209845.195829,-45.120503652039325
,,1739209845.1958332,-45.120503652039325
,,1739209845.1958375,-38.13080360867914
,,1739209845.1958416,-45.120503652039325
,,1739209845.1958458,-45.120503652039325
,,1739209845.19585,-38.13080360867914
,,1739209845.1958544,-45.120503652039325
,,1739209845.1958585,-45.120503652039325
,,1739209845.1958628,-45.120503652039325
,,1739209845.195867,-32.816014438256545
,,1739209845.1958714,-38.13080360867914
,,1739209845.1958754,-45.120503652039325
,,1739209845.1958797,-45.120503652039325
,,1739209845.195884,-38.13080360867914
,,1739209845.1958883,-32.816014438256545
,,1739209845.1958923,-38.13080360867914
,,1739209845.1958966,-38.13080360867914
,,1739209845.195901,-38.13080360867914
,,1739209845.1959052,-35.57807855764607
,,1739209845.1959093,-33.981070128970906
,,1739209845.1959136,-38.13080360867914
,,1739209845.1959178,-45.120503652039325
,,1739209845.195922,-45.120503652039325
,,1739209845.1959262,-38.13080360867914
,,1739209845.1959305,-33.981070128970906
,,1739209845.1959348,-45.120503652039325
,,1739209845.1959388,-45.120503652039325
,,1739209845.195943,-35.57807855764607
,,1739209845.1959474,-38.13080360867914
,,1739209845.1959517,-45.120503652039325
,,1739209845.1959558,-33.98107012897096
,,1739209845.19596,-45.120503652039325
,,1739209845.1959643,-38.13080360867914
,,1739209845.1959686,-38.13080360867914
,,1739209845.1959727,-35.57807855764607
,,1739209845.195977,-45.120503652039325
,,1739209845.1959813,-45.120503652039325
,,1739209845.1959856,-45.120503652039325
,,1739209845.1959896,-28.992665084841946
,,1739209845.195994,-45.120503652039325
,,1739209845.1959982,-26.99137008561072
,,1739209845.1960022,-20.277505258571445
,,1739209845.1960063,-9.90781489605544
,,1739209845.1960108,-26.991370085610736
,,1739209845.1960151,-45.120503652039325
,,1739209845.1960192,-45.120503652039325
,,1739209845.1960237,-32.81601443825658
,,1739209845.1960278,-38.13080360867914
,,1739209845.196032,-45.120503652039325
,,1739209845.196036,-45.120503652039325
,,1739209845.1960404,-38.13080360867914
,,1739209845.1960447,-38.13080360867914
,,1739209845.196049,-38.13080360867914
,,1739209845.196053,-45.120503652039325
,,1739209845.196057,-32.81601443825658
,,1739209845.1960616,-38.13080360867914
,,1739209845.196066,-38.13080360867914
,,1739209845.19607,-38.13080360867914
,,1739209845.1960742,-38.13080360867914
,,1739209845.1960783,-45.120503652039325
,,1739209845.1960826,-33.981070128970906
,,1739209845.196087,-45.120503652039325
,,1739209845.1960912,-25.82631439489636
,,1739209845.1960957,-30.49652367304973
,,1739209845.1960995,-45.120503652039325
,,1739209845.1961038,-20.633440452988484
,,1739209845.196108,-19.49757500747454
,,1739209845.1961124,-38.13080360867914
,,1739209845.1961164,-30.49652367304973
,,1739209845.1961207,-24.15140352195873
,,1739209845.196125,-12.633416296030113
,,1739209845.196129,-11.309352844940786
,,1739209845.1961334,-25.25278630937684
,,1739209845.1961377,-33.981070128970906
,,1739209845.196142,-31.141103565318915
,,1739209845.196146,-32.816014438256545
,,1739209845.1961503,-38.13080360867914
,,1739209845.1961546,-38.13080360867914
,,1739209845.196159,-35.57807855764607
,,1739209845.196163,-45.120503652039325
,,1739209845.1961672,-45.120503652039325
,,1739209845.1961715,-45.120503652039325
,,1739209845.1961758,-38.13080360867914
,,1739209845.19618,-33.981070128970906
,,1739209845.1961842,-35.57807855764607
,,1739209845.1961884,-38.13080360867914
,,1739209845.1961927,-38.13080360867914
,,1739209845.1961968,-45.120503652039325
,,1739209845.196201,-38.13080360867914
,,1739209845.1962054,-33.98107012897096
,,1739209845.1962097,-45.120503652039325
,,1739209845.1962135,-45.120503652039325
,,1739209845.196218,-35.57807855764607
,,1739209845.1962223,-45.120503652039325
,,1739209845.1962264,-26.99137008561072
