CAN Message, 0x1d3:00000887e7b2f93f,Timestamp,Amplitude
,,1739209682.9655054,-38.13080360867914
,,1739209682.9655075,-45.120503652039325
,,1739209682.9655104,-45.120503652039325
,,1739209682.9655128,-33.981070128970906
,,1739209682.9655151,-32.816014438256545
,,1739209682.9655178,-45.120503652039325
,,1739209682.96552,-38.13080360867914
,,1739209682.9655223,-45.120503652039325
,,1739209682.965525,-45.120503652039325
,,1739209682.9655275,-45.120503652039325
,,1739209682.96553,-38.13080360867914
,,1739209682.9655323,-45.120503652039325
,,1739209682.965535,-28.992665084841946
,,1739209682.9655373,-33.981070128970906
,,1739209682.9655397,-45.120503652039325
,,1739209682.965542,-38.13080360867914
,,1739209682.9655447,-45.120503652039325
,,1739209682.965547,-45.120503652039325
,,1739209682.9655497,-45.120503652039325
,,1739209682.965552,-33.981070128970906
,,1739209682.9655545,-32.816014438256545
,,1739209682.9655569,-33.98107012897096
,,1739209682.9655592,-45.120503652039325
,,1739209682.965562,-38.13080360867914
,,1739209682.9655645,-45.120503652039325
,,1739209682.9655666,-45.120503652039325
,,1739209682.9655693,-45.120503652039325
,,1739209682.9655716,-38.13080360867914
,,1739209682.965574,-31.141103565318915
,,1739209682.9655766,-33.981070128970906
,,1739209682.965579,-45.120503652039325
,,1739209682.9655814,-38.13080360867914
,,1739209682.9655838,-35.57807855764607
,,1739209682.9655864,-38.13080360867914
,,1739209682.9655888,-45.120503652039325
,,1739209682.9655912,-32.816014438256545
,,1739209682.9655938,-38.13080360867914
,,1739209682.9655962,-45.120503652039325
,,1739209682.9655986,-38.13080360867914
,,1739209682.965601,-45.120503652039325
,,1739209682.9656036,-38.13080360867914
,,1739209682.965606,-38.13080360867914
,,1739209682.9656084,-38.13080360867914
,,1739209682.965611,-33.981070128970906
,,1739209682.9656134,-35.57807855764607
,,1739209682.9656155,-38.13080360867914
,,1739209682.965618,-38.13080360867914
,,1739209682.9656208,-38.13080360867914
,,1739209682.9656231,-27.267205301931607
,,1739209682.9656255,-23.75329798047522
,,1739209682.965628,-8.143852025562548
,,1739209682.9656303,-29.438486411369333
,,1739209682.965633,-38.13080360867914
,,1739209682.9656353,-27.267205301931607
,,1739209682.965638,-45.120503652039325
,,1739209682.9656403,-38.13080360867914
,,1739209682.9656427,-38.13080360867914
,,1739209682.9656453,-38.13080360867914
,,1739209682.9656477,-45.120503652039325
,,1739209682.96565,-38.13080360867914
,,1739209682.9656527,-45.120503652039325
,,1739209682.965655,-28.992665084841967
,,1739209682.9656577,-45.120503652039325
,,1739209682.96566,-45.120503652039325
,,1739209682.9656625,-45.120503652039325
,,1739209682.9656649,-45.120503652039325
,,1739209682.9656672,-35.57807855764607
,,1739209682.96567,-45.120503652039325
,,1739209682.9656725,-33.981070128970906
,,1739209682.9656746,-25.826314394896357
,,1739209682.965677,-45.120503652039325
,,1739209682.9656796,-38.13080360867914
,,1739209682.965682,-45.120503652039325
,,1739209682.9656844,-25.82631439489636
,,1739209682.965687,-21.598678470925663
,,1739209682.9656894,-38.13080360867914
,,1739209682.9656918,-38.13080360867914
,,1739209682.9656942,-22.54371790334745
,,1739209682.9656968,-16.28388930050312
,,1739209682.9656992,-12.116723003332266
,,1739209682.9657016,-25.82631439489636
,,1739209682.9657042,-45.120503652039325
,,1739209682.9657066,-45.120503652039325
,,1739209682.965709,-45.120503652039325
,,1739209682.9657114,-45.120503652039325
,,1739209682.965714,-45.120503652039325
,,1739209682.9657164,-45.120503652039325
,,1739209682.9657187,-45.120503652039325
,,1739209682.9657214,-38.13080360867914
,,1739209682.9657238,-29.438486411369333
,,1739209682.965726,-45.120503652039325
,,1739209682.9657288,-38.13080360867914
,,1739209682.9657311,-45.120503652039325
,,1739209682.9657335,-32.816014438256545
,,1739209682.965736,-32.816014438256545
,,1739209682.9657383,-45.120503652039325
,,1739209682.965741,-38.13080360867914
,,1739209682.9657433,-25.077289914212862
,,1739209682.965746,-33.981070128970906
,,1739209682.9657483,-38.13080360867914
,,1739209682.9657507,-38.13080360867914
,,1739209682.965753,-26.99137008561072
,,1739209682.9657557,-20.88804491267121
,,1739209682.965758,-24.589719217205094
,,1739209682.9657605,-38.13080360867914
,,1739209682.965763,-32.816014438256545
,,1739209682.9657657,-31.141103565318943
,,1739209682.965768,-12.83393407094994
,,1739209682.9657702,-13.898344869311025
,,1739209682.9657729,-22.44878636800916
,,1739209682.9657753,-35.57807855764607
,,1739209682.9657776,-32.816014438256545
,,1739209682.9657805,-38.13080360867914
,,1739209682.9657826,-45.120503652039325
,,1739209682.965785,-38.13080360867914
,,1739209682.9657874,-45.120503652039325
,,1739209682.96579,-26.99137008561072
