CAN Message, 0x150:00007ceb573bc960,Timestamp,Amplitude
,,1739209897.4638343,-38.13080360867914
,,1739209897.4638472,-38.13080360867914
,,1739209897.46386,-38.13080360867914
,,1739209897.463873,-45.120503652039325
,,1739209897.4638858,-45.120503652039325
,,1739209897.4638984,-35.57807855764607
,,1739209897.4639113,-38.13080360867914
,,1739209897.4639242,-35.57807855764607
,,1739209897.463937,-32.816014438256545
,,1739209897.46395,-45.120503652039325
,,1739209897.4639628,-35.57807855764607
,,1739209897.4639754,-35.57807855764607
,,1739209897.4639883,-38.13080360867914
,,1739209897.4640012,-45.120503652039325
,,1739209897.464014,-35.57807855764607
,,1739209897.464027,-38.13080360867914
,,1739209897.4640396,-45.120503652039325
,,1739209897.4640524,-38.13080360867914
,,1739209897.4640653,-45.120503652039325
,,1739209897.4640782,-45.120503652039325
,,1739209897.464091,-38.13080360867914
,,1739209897.4641037,-38.13080360867914
,,1739209897.4641166,-38.13080360867914
,,1739209897.4641294,-38.13080360867914
,,1739209897.4641423,-45.120503652039325
,,1739209897.4641552,-45.120503652039325
,,1739209897.4641678,-45.120503652039325
,,1739209897.4641807,-45.120503652039325
,,1739209897.4641936,-45.120503652039325
,,1739209897.4642065,-38.13080360867914
,,1739209897.464219,-38.13080360867914
,,1739209897.464232,-35.57807855764607
,,1739209897.4642448,-28.21854285175415
,,1739209897.4642577,-45.120503652039325
,,1739209897.4642706,-45.120503652039325
,,1739209897.4642837,-35.57807855764607
,,1739209897.464296,-31.141103565318893
,,1739209897.464309,-45.120503652039325
,,1739209897.464322,-45.120503652039325
,,1739209897.4643347,-45.120503652039325
,,1739209897.4643476,-33.98107012897096
,,1739209897.4643605,-45.120503652039325
,,1739209897.464373,-45.120503652039325
,,1739209897.464386,-45.120503652039325
,,1739209897.4643989,-45.120503652039325
,,1739209897.4644115,-38.13080360867914
,,1739209897.4644246,-45.120503652039325
,,1739209897.4644372,-31.141103565318893
,,1739209897.46445,-33.981070128970906
,,1739209897.464463,-20.88804491267121
,,1739209897.464476,-10.435553406968596
,,1739209897.4644887,-38.13080360867914
,,1739209897.4645014,-38.13080360867914
,,1739209897.4645145,-33.981070128970906
,,1739209897.4645271,-45.120503652039325
,,1739209897.46454,-35.57807855764607
,,1739209897.4645529,-35.57807855764607
,,1739209897.4645655,-45.120503652039325
,,1739209897.4645784,-45.120503652039325
,,1739209897.4645913,-38.13080360867914
,,1739209897.464604,-27.8777449560314
,,1739209897.464617,-45.120503652039325
,,1739209897.4646297,-45.120503652039325
,,1739209897.4646423,-38.13080360867914
,,1739209897.4646554,-45.120503652039325
,,1739209897.4646685,-45.120503652039325
,,1739209897.4646811,-38.13080360867914
,,1739209897.4646938,-38.13080360867914
,,1739209897.464707,-33.981070128970906
,,1739209897.4647195,-31.141103565318915
,,1739209897.4647324,-38.13080360867914
,,1739209897.4647453,-45.120503652039325
,,1739209897.4647582,-32.816014438256545
,,1739209897.4647708,-45.120503652039325
,,1739209897.4647837,-30.49652367304976
,,1739209897.4647963,-32.816014438256545
,,1739209897.4648094,-35.57807855764607
,,1739209897.4648223,-45.120503652039325
