CAN Message, 0x24:02e1378b510cca6b,Timestamp,Amplitude
,,1739209702.661996,-45.120503652039325
,,1739209702.6620026,-35.57807855764607
,,1739209702.662009,-32.816014438256545
,,1739209702.6620152,-45.120503652039325
,,1739209702.6620216,-38.13080360867914
,,1739209702.662028,-38.13080360867914
,,1739209702.6620345,-38.13080360867914
,,1739209702.662041,-38.13080360867914
,,1739209702.6620474,-45.120503652039325
,,1739209702.6620538,-33.981070128970906
,,1739209702.66206,-38.13080360867914
,,1739209702.6620665,-38.13080360867914
,,1739209702.662073,-38.13080360867914
,,1739209702.662079,-45.120503652039325
,,1739209702.6620858,-45.120503652039325
,,1739209702.6620922,-45.120503652039325
,,1739209702.6620986,-45.120503652039325
,,1739209702.662105,-45.120503652039325
,,1739209702.6621113,-38.13080360867914
,,1739209702.6621175,-38.13080360867914
,,1739209702.6621242,-45.120503652039325
,,1739209702.6621306,-45.120503652039325
,,1739209702.662137,-38.13080360867914
,,1739209702.6621437,-35.57807855764607
,,1739209702.66215,-38.13080360867914
,,1739209702.662156,-38.13080360867914
,,1739209702.6621623,-38.13080360867914
,,1739209702.662169,-45.120503652039325
,,1739209702.6621754,-33.981070128970906
,,1739209702.662182,-45.120503652039325
,,1739209702.6621883,-38.13080360867914
,,1739209702.6621947,-35.57807855764607
,,1739209702.6622012,-45.120503652039325
,,1739209702.6622074,-45.120503652039325
,,1739209702.6622138,-28.992665084841946
,,1739209702.6622202,-28.58837851428586
,,1739209702.662227,-38.13080360867914
,,1739209702.662233,-45.120503652039325
,,1739209702.6622396,-38.13080360867914
,,1739209702.662246,-38.13080360867914
,,1739209702.6622522,-45.120503652039325
,,1739209702.6622586,-45.120503652039325
,,1739209702.662265,-45.120503652039325
,,1739209702.6622715,-45.120503652039325
,,1739209702.662278,-38.13080360867914
,,1739209702.6622844,-45.120503652039325
,,1739209702.6622908,-45.120503652039325
,,1739209702.6622972,-38.13080360867914
,,1739209702.6623034,-31.141103565318915
,,1739209702.66231,-27.877744956031417
,,1739209702.6623163,-8.09189194631
,,1739209702.6623228,-24.438645034577675
,,1739209702.6623292,-45.120503652039325
,,1739209702.6623356,-38.13080360867914
,,1739209702.662342,-45.120503652039325
,,1739209702.6623485,-38.13080360867914
,,1739209702.6623547,-38.13080360867914
,,1739209702.6623611,-45.120503652039325
,,1739209702.6623676,-32.816014438256545
,,1739209702.662374,-31.141103565318915
,,1739209702.6623805,-45.120503652039325
,,1739209702.662387,-45.120503652039325
,,1739209702.662393,-38.13080360867914
,,1739209702.6623995,-38.13080360867914
,,1739209702.662406,-45.120503652039325
,,1739209702.6624124,-38.13080360867914
,,1739209702.6624188,-45.120503652039325
,,1739209702.6624253,-45.120503652039325
,,1739209702.6624317,-38.13080360867914
,,1739209702.6624382,-33.981070128970906
,,1739209702.6624444,-33.981070128970906
,,1739209702.6624508,-29.438486411369333
,,1739209702.6624572,-33.981070128970906
,,1739209702.6624637,-31.141103565318915
,,1739209702.66247,-20.695705961394808
,,1739209702.6624763,-38.13080360867914
,,1739209702.662483,-45.120503652039325
,,1739209702.6624894,-29.438486411369333
