CAN Message, 0x39:068f266ed7d3343b,Timestamp,Amplitude
,,1739209727.9298985,-38.13080360867914
,,1739209727.929904,-35.57807855764607
,,1739209727.92991,-38.13080360867914
,,1739209727.929916,-38.13080360867914
,,1739209727.929922,-33.981070128970906
,,1739209727.9299278,-38.13080360867914
,,1739209727.9299335,-33.981070128970906
,,1739209727.9299395,-45.120503652039325
,,1739209727.9299457,-45.120503652039325
,,1739209727.9299514,-35.57807855764607
,,1739209727.9299574,-45.120503652039325
,,1739209727.929963,-38.13080360867914
,,1739209727.929969,-28.992665084841946
,,1739209727.929975,-35.57807855764607
,,1739209727.929981,-38.13080360867914
,,1739209727.929987,-45.120503652039325
,,1739209727.929993,-45.120503652039325
,,1739209727.9299986,-45.120503652039325
,,1739209727.9300046,-45.120503652039325
,,1739209727.9300106,-38.13080360867914
,,1739209727.9300165,-28.58837851428586
,,1739209727.9300222,-45.120503652039325
,,1739209727.9300282,-38.13080360867914
,,1739209727.9300342,-38.13080360867914
,,1739209727.93004,-33.981070128970906
,,1739209727.9300458,-45.120503652039325
,,1739209727.9300518,-45.120503652039325
,,1739209727.9300578,-38.13080360867914
,,1739209727.9300635,-33.981070128970906
,,1739209727.9300697,-45.120503652039325
,,1739209727.9300754,-45.120503652039325
,,1739209727.9300814,-32.816014438256545
,,1739209727.930087,-38.13080360867914
,,1739209727.9300933,-45.120503652039325
,,1739209727.9300992,-38.13080360867914
,,1739209727.930105,-35.57807855764607
,,1739209727.930111,-38.13080360867914
,,1739209727.930117,-45.120503652039325
,,1739209727.9301229,-38.13080360867914
,,1739209727.9301288,-38.13080360867914
,,1739209727.9301343,-45.120503652039325
,,1739209727.9301405,-45.120503652039325
,,1739209727.9301465,-38.13080360867914
,,1739209727.9301524,-38.13080360867914
,,1739209727.9301584,-33.981070128970906
,,1739209727.930164,-45.120503652039325
,,1739209727.93017,-45.120503652039325
,,1739209727.930176,-38.13080360867914
,,1739209727.930182,-38.13080360867914
,,1739209727.930188,-31.141103565318915
,,1739209727.9301937,-15.97707208084489
,,1739209727.9301996,-20.888044912671223
,,1739209727.9302056,-23.506823629689546
,,1739209727.9302115,-38.13080360867914
,,1739209727.9302175,-38.13080360867914
,,1739209727.9302232,-45.120503652039325
,,1739209727.9302292,-33.981070128970906
,,1739209727.9302351,-38.13080360867914
,,1739209727.930241,-38.13080360867914
,,1739209727.930247,-45.120503652039325
,,1739209727.9302528,-35.57807855764607
,,1739209727.9302588,-45.120503652039325
,,1739209727.9302647,-38.13080360867914
,,1739209727.930271,-45.120503652039325
,,1739209727.9302764,-35.57807855764607
,,1739209727.9302824,-33.981070128970906
,,1739209727.9302883,-45.120503652039325
,,1739209727.9302945,-35.57807855764607
,,1739209727.9303002,-38.13080360867914
